c(g:s)(CV_Vd_n1191_ac_des) X,c(g:s)(CV_Vd_n1191_ac_des) Y,c(g:s)(CV_Vd_n1217_ac_des) X,c(g:s)(CV_Vd_n1217_ac_des) Y,c(g:s)(CV_Vd_n1237_ac_des) X,c(g:s)(CV_Vd_n1237_ac_des) Y,c(g:s)(CV_Vd_n1257_ac_des) X,c(g:s)(CV_Vd_n1257_ac_des) Y,c(g:s)(CV_Vd_n1277_ac_des) X,c(g:s)(CV_Vd_n1277_ac_des) Y,c(g:s)(CV_Vd_n1297_ac_des) X,c(g:s)(CV_Vd_n1297_ac_des) Y,c(g:s)(CV_Vd_n1317_ac_des) X,c(g:s)(CV_Vd_n1317_ac_des) Y,c(g:s)(CV_Vd_n1337_ac_des) X,c(g:s)(CV_Vd_n1337_ac_des) Y,c(g:s)(CV_Vd_n1357_ac_des) X,c(g:s)(CV_Vd_n1357_ac_des) Y,c(g:s)(CV_Vd_n1377_ac_des) X,c(g:s)(CV_Vd_n1377_ac_des) Y,c(g:s)(CV_Vd_n1397_ac_des) X,c(g:s)(CV_Vd_n1397_ac_des) Y,c(g:s)(CV_Vd_n1417_ac_des) X,c(g:s)(CV_Vd_n1417_ac_des) Y,c(g:s)(CV_Vd_n1437_ac_des) X,c(g:s)(CV_Vd_n1437_ac_des) Y,c(g:s)(CV_Vd_n1457_ac_des) X,c(g:s)(CV_Vd_n1457_ac_des) Y,c(g:s)(CV_Vd_n1477_ac_des) X,c(g:s)(CV_Vd_n1477_ac_des) Y,c(g:s)(CV_Vd_n1497_ac_des) X,c(g:s)(CV_Vd_n1497_ac_des) Y,c(g:s)(CV_Vd_n1517_ac_des) X,c(g:s)(CV_Vd_n1517_ac_des) Y,c(g:s)(CV_Vd_n1537_ac_des) X,c(g:s)(CV_Vd_n1537_ac_des) Y,c(g:s)(CV_Vd_n1557_ac_des) X,c(g:s)(CV_Vd_n1557_ac_des) Y,c(g:s)(CV_Vd_n1577_ac_des) X,c(g:s)(CV_Vd_n1577_ac_des) Y,c(g:s)(CV_Vd_n1597_ac_des) X,c(g:s)(CV_Vd_n1597_ac_des) Y,c(g:s)(CV_Vd_n1617_ac_des) X,c(g:s)(CV_Vd_n1617_ac_des) Y,c(g:s)(CV_Vd_n1637_ac_des) X,c(g:s)(CV_Vd_n1637_ac_des) Y,c(g:s)(CV_Vd_n1657_ac_des) X,c(g:s)(CV_Vd_n1657_ac_des) Y,c(g:s)(CV_Vd_n1677_ac_des) X,c(g:s)(CV_Vd_n1677_ac_des) Y,c(g:s)(CV_Vd_n1697_ac_des) X,c(g:s)(CV_Vd_n1697_ac_des) Y,c(g:s)(CV_Vd_n1717_ac_des) X,c(g:s)(CV_Vd_n1717_ac_des) Y,c(g:s)(CV_Vd_n1737_ac_des) X,c(g:s)(CV_Vd_n1737_ac_des) Y,c(g:s)(CV_Vd_n1757_ac_des) X,c(g:s)(CV_Vd_n1757_ac_des) Y,c(g:s)(CV_Vd_n1777_ac_des) X,c(g:s)(CV_Vd_n1777_ac_des) Y,c(g:s)(CV_Vd_n1797_ac_des) X,c(g:s)(CV_Vd_n1797_ac_des) Y,c(g:s)(CV_Vd_n1817_ac_des) X,c(g:s)(CV_Vd_n1817_ac_des) Y,c(g:s)(CV_Vd_n1837_ac_des) X,c(g:s)(CV_Vd_n1837_ac_des) Y,c(g:s)(CV_Vd_n1857_ac_des) X,c(g:s)(CV_Vd_n1857_ac_des) Y,c(g:s)(CV_Vd_n1877_ac_des) X,c(g:s)(CV_Vd_n1877_ac_des) Y,c(g:s)(CV_Vd_n1897_ac_des) X,c(g:s)(CV_Vd_n1897_ac_des) Y,c(g:s)(CV_Vd_n1917_ac_des) X,c(g:s)(CV_Vd_n1917_ac_des) Y,c(g:s)(CV_Vd_n1937_ac_des) X,c(g:s)(CV_Vd_n1937_ac_des) Y,c(g:s)(CV_Vd_n1957_ac_des) X,c(g:s)(CV_Vd_n1957_ac_des) Y,c(g:s)(CV_Vd_n1977_ac_des) X,c(g:s)(CV_Vd_n1977_ac_des) Y,c(g:s)(CV_Vd_n1997_ac_des) X,c(g:s)(CV_Vd_n1997_ac_des) Y,c(g:s)(CV_Vd_n2017_ac_des) X,c(g:s)(CV_Vd_n2017_ac_des) Y,c(g:s)(CV_Vd_n2037_ac_des) X,c(g:s)(CV_Vd_n2037_ac_des) Y,c(g:s)(CV_Vd_n2057_ac_des) X,c(g:s)(CV_Vd_n2057_ac_des) Y
-0.06,-1.4325451e-17,-0.06,-1.4326176e-17,-0.06,-1.4326205e-17,-0.040136616,-1.4199801e-17,-0.06,-1.4326994e-17,-0.06,-1.4327344e-17,-0.06,-1.4327593e-17,-0.06,-1.4327919e-17,-0.05132527,-1.4269839e-17,-0.05132527,-1.4272361e-17,-0.05132527,-1.4272569e-17,-0.06,-1.4328761e-17,-0.06,-1.4330397e-17,-0.06,-1.432949e-17,-0.06,-1.4329753e-17,-0.06,-1.432995e-17,-0.06,-1.4330924e-17,-0.06,-1.433066e-17,-0.06,-1.4330637e-17,-0.06,-1.433088e-17,-0.06,-1.4331155e-17,-0.034831816,-1.4171067e-17,-0.06,-1.4331414e-17,-0.06,-1.4331804e-17,-0.06,-1.4332011e-17,-0.06,-1.4332091e-17,-0.050975541,-1.4273847e-17,-0.050975541,-1.4274214e-17,-0.050975541,-1.4274633e-17,-0.050975541,-1.4274343e-17,-0.06,-1.4333262e-17,-0.050975541,-1.4274731e-17,-0.050975541,-1.4274915e-17,-0.050975541,-1.4275079e-17,-0.050975541,-1.4275257e-17,-0.050975541,-1.4275404e-17,-0.050975541,-1.4275595e-17,-0.050975541,-1.4275715e-17,-0.050975541,-1.4275803e-17,-0.050768926,-1.4273541e-17,-0.050975541,-1.427492e-17,-0.050975541,-1.4275099e-17,-0.050768926,-1.4273933e-17,-0.050768926,-1.4274186e-17
-0.066,-1.4364514e-17,-0.066,-1.4365583e-17,-0.066,-1.4365528e-17,-0.046136616,-1.4237519e-17,-0.066,-1.4366415e-17,-0.066,-1.4366709e-17,-0.066,-1.4366734e-17,-0.066,-1.4367197e-17,-0.05732527,-1.4310486e-17,-0.05732527,-1.4310839e-17,-0.05732527,-1.4311156e-17,-0.066,-1.4368059e-17,-0.066,-1.4368444e-17,-0.066,-1.4369267e-17,-0.066,-1.436909e-17,-0.066,-1.4369545e-17,-0.066,-1.4370031e-17,-0.066,-1.4370137e-17,-0.066,-1.4370123e-17,-0.066,-1.4370076e-17,-0.066,-1.4370673e-17,-0.040831816,-1.4208556e-17,-0.066,-1.4371033e-17,-0.066,-1.4371296e-17,-0.066,-1.4371578e-17,-0.066,-1.4371685e-17,-0.056975541,-1.4312373e-17,-0.056975541,-1.4312738e-17,-0.056975541,-1.4313057e-17,-0.056975541,-1.4313244e-17,-0.066,-1.4372683e-17,-0.056975541,-1.4313405e-17,-0.056975541,-1.4313568e-17,-0.056975541,-1.4313774e-17,-0.056975541,-1.4313965e-17,-0.056975541,-1.4314092e-17,-0.056975541,-1.431424e-17,-0.056975541,-1.4314414e-17,-0.056975541,-1.4314545e-17,-0.056768926,-1.4312132e-17,-0.056975541,-1.4313919e-17,-0.056975541,-1.431367e-17,-0.056768926,-1.4311878e-17,-0.056768926,-1.4313084e-17
-0.072,-1.4404126e-17,-0.072,-1.4405511e-17,-0.072,-1.4405246e-17,-0.052136616,-1.4275871e-17,-0.072,-1.4406349e-17,-0.072,-1.4406477e-17,-0.072,-1.4405651e-17,-0.072,-1.4407051e-17,-0.06332527,-1.4349809e-17,-0.06332527,-1.4349959e-17,-0.06332527,-1.4350283e-17,-0.072,-1.4408707e-17,-0.072,-1.4408681e-17,-0.072,-1.4409188e-17,-0.072,-1.4409057e-17,-0.072,-1.4409413e-17,-0.072,-1.4410485e-17,-0.072,-1.440999e-17,-0.072,-1.441016e-17,-0.072,-1.4411116e-17,-0.072,-1.4410706e-17,-0.046831816,-1.4246434e-17,-0.072,-1.441112e-17,-0.072,-1.4411408e-17,-0.072,-1.4411572e-17,-0.072,-1.4411697e-17,-0.062975541,-1.4351713e-17,-0.062975541,-1.4352008e-17,-0.062975541,-1.4352119e-17,-0.062975541,-1.4352496e-17,-0.072,-1.4412676e-17,-0.062975541,-1.4353028e-17,-0.062975541,-1.4352773e-17,-0.062975541,-1.4352991e-17,-0.062975541,-1.4353222e-17,-0.062975541,-1.4353286e-17,-0.062975541,-1.4353481e-17,-0.062975541,-1.4353648e-17,-0.062975541,-1.4353785e-17,-0.062768926,-1.4352571e-17,-0.062975541,-1.4352903e-17,-0.062975541,-1.4352773e-17,-0.062768926,-1.4351438e-17,-0.062768926,-1.4351688e-17
-0.078,-1.4443791e-17,-0.078,-1.4445995e-17,-0.078,-1.4445032e-17,-0.058136616,-1.4314486e-17,-0.078,-1.4446783e-17,-0.078,-1.44471e-17,-0.078,-1.4447424e-17,-0.078,-1.4447719e-17,-0.06932527,-1.4386003e-17,-0.06932527,-1.4389618e-17,-0.06932527,-1.4389949e-17,-0.078,-1.4448293e-17,-0.078,-1.4449135e-17,-0.078,-1.4448675e-17,-0.078,-1.4449559e-17,-0.078,-1.4449646e-17,-0.078,-1.4449857e-17,-0.078,-1.4450506e-17,-0.078,-1.4450762e-17,-0.078,-1.4450926e-17,-0.078,-1.4451332e-17,-0.052831816,-1.4284794e-17,-0.078,-1.4451858e-17,-0.078,-1.4452164e-17,-0.078,-1.4452275e-17,-0.078,-1.4452526e-17,-0.068975541,-1.4391548e-17,-0.068975541,-1.4391604e-17,-0.068975541,-1.4391805e-17,-0.068975541,-1.4392319e-17,-0.078,-1.4452953e-17,-0.068975541,-1.4392548e-17,-0.068975541,-1.4393089e-17,-0.068975541,-1.4392773e-17,-0.068975541,-1.4393006e-17,-0.068975541,-1.4393105e-17,-0.068975541,-1.4393269e-17,-0.068975541,-1.4393406e-17,-0.068975541,-1.4393587e-17,-0.068768926,-1.4392337e-17,-0.068975541,-1.4393029e-17,-0.068975541,-1.4391969e-17,-0.068768926,-1.4391254e-17,-0.068768926,-1.439124e-17
-0.084,-1.4483664e-17,-0.084,-1.4487023e-17,-0.084,-1.4487342e-17,-0.064136616,-1.4352777e-17,-0.084,-1.4488287e-17,-0.084,-1.4486677e-17,-0.084,-1.4488694e-17,-0.084,-1.4488793e-17,-0.07532527,-1.4429215e-17,-0.07532527,-1.4429667e-17,-0.07532527,-1.4430062e-17,-0.084,-1.4489939e-17,-0.084,-1.4489377e-17,-0.084,-1.4489355e-17,-0.084,-1.4490629e-17,-0.084,-1.4489525e-17,-0.084,-1.4491191e-17,-0.084,-1.4492163e-17,-0.084,-1.4491962e-17,-0.084,-1.4491713e-17,-0.084,-1.4492409e-17,-0.058831816,-1.432369e-17,-0.084,-1.4493086e-17,-0.084,-1.4493381e-17,-0.084,-1.4493576e-17,-0.084,-1.4493917e-17,-0.074975541,-1.443205e-17,-0.074975541,-1.4432018e-17,-0.074975541,-1.4432197e-17,-0.074975541,-1.4432332e-17,-0.084,-1.449451e-17,-0.074975541,-1.443307e-17,-0.074975541,-1.4433656e-17,-0.074975541,-1.4433512e-17,-0.074975541,-1.443339e-17,-0.074975541,-1.4433459e-17,-0.074975541,-1.4433586e-17,-0.074975541,-1.4433737e-17,-0.074975541,-1.4433917e-17,-0.074768926,-1.4432645e-17,-0.074975541,-1.4433812e-17,-0.074975541,-1.443386e-17,-0.074768926,-1.4430217e-17,-0.074768926,-1.4429456e-17
-0.09,-1.4523353e-17,-0.09,-1.4528683e-17,-0.09,-1.4529015e-17,-0.070136616,-1.4393567e-17,-0.09,-1.4529654e-17,-0.09,-1.4529435e-17,-0.09,-1.4528575e-17,-0.09,-1.4530456e-17,-0.08132527,-1.4470645e-17,-0.08132527,-1.4470982e-17,-0.08132527,-1.4470404e-17,-0.09,-1.4530646e-17,-0.09,-1.4531771e-17,-0.09,-1.4531488e-17,-0.09,-1.4532303e-17,-0.09,-1.4532501e-17,-0.09,-1.4532807e-17,-0.09,-1.4533759e-17,-0.09,-1.4533567e-17,-0.09,-1.4533755e-17,-0.09,-1.45341e-17,-0.064831816,-1.4363097e-17,-0.09,-1.4534991e-17,-0.09,-1.4535162e-17,-0.09,-1.4535456e-17,-0.09,-1.4535866e-17,-0.080975541,-1.4473183e-17,-0.080975541,-1.4473139e-17,-0.080975541,-1.4473247e-17,-0.080975541,-1.4473155e-17,-0.09,-1.4536334e-17,-0.080975541,-1.4473666e-17,-0.080975541,-1.4474597e-17,-0.080975541,-1.4474629e-17,-0.080975541,-1.4474348e-17,-0.080975541,-1.4474447e-17,-0.080975541,-1.4474499e-17,-0.080975541,-1.4474679e-17,-0.080975541,-1.4474856e-17,-0.080768926,-1.4473564e-17,-0.080975541,-1.4474996e-17,-0.080975541,-1.447531e-17,-0.080768926,-1.4469303e-17,-0.080768926,-1.4469207e-17
-0.096,-1.4570662e-17,-0.096,-1.4570971e-17,-0.096,-1.4571325e-17,-0.076136616,-1.4433828e-17,-0.096,-1.4572375e-17,-0.096,-1.4572317e-17,-0.096,-1.4572431e-17,-0.096,-1.4572708e-17,-0.08732527,-1.4511977e-17,-0.08732527,-1.4512379e-17,-0.08732527,-1.4512646e-17,-0.096,-1.457388e-17,-0.096,-1.45741e-17,-0.096,-1.4574555e-17,-0.096,-1.4571983e-17,-0.096,-1.4574884e-17,-0.096,-1.457542e-17,-0.096,-1.4575798e-17,-0.096,-1.4575914e-17,-0.096,-1.4576142e-17,-0.096,-1.4576399e-17,-0.070831816,-1.4403061e-17,-0.096,-1.457777e-17,-0.096,-1.4578076e-17,-0.096,-1.4578008e-17,-0.096,-1.4578284e-17,-0.086975541,-1.451489e-17,-0.086975541,-1.4515045e-17,-0.086975541,-1.4514993e-17,-0.086975541,-1.4515084e-17,-0.096,-1.4578796e-17,-0.086975541,-1.4515525e-17,-0.086975541,-1.45157e-17,-0.086975541,-1.4515935e-17,-0.086975541,-1.4516018e-17,-0.086975541,-1.45161e-17,-0.086975541,-1.4516116e-17,-0.086975541,-1.451622e-17,-0.086975541,-1.4516404e-17,-0.086768926,-1.4515052e-17,-0.086975541,-1.451663e-17,-0.086975541,-1.45173e-17,-0.086768926,-1.4509299e-17,-0.086768926,-1.4508228e-17
-0.102,-1.4613521e-17,-0.102,-1.4605839e-17,-0.102,-1.4614373e-17,-0.082136616,-1.447465e-17,-0.102,-1.4615255e-17,-0.102,-1.4615146e-17,-0.102,-1.4614607e-17,-0.102,-1.4615568e-17,-0.09332527,-1.4554036e-17,-0.09332527,-1.455434e-17,-0.09332527,-1.4554664e-17,-0.102,-1.461469e-17,-0.102,-1.4615043e-17,-0.102,-1.4617495e-17,-0.102,-1.4614792e-17,-0.102,-1.4617874e-17,-0.102,-1.4618146e-17,-0.102,-1.4618582e-17,-0.102,-1.4618619e-17,-0.102,-1.461915e-17,-0.102,-1.461948e-17,-0.076831816,-1.4443635e-17,-0.102,-1.4620375e-17,-0.102,-1.4620997e-17,-0.102,-1.4621535e-17,-0.102,-1.4621431e-17,-0.092975541,-1.4557091e-17,-0.092975541,-1.4557315e-17,-0.092975541,-1.4557133e-17,-0.092975541,-1.4557149e-17,-0.102,-1.4621853e-17,-0.092975541,-1.4557659e-17,-0.092975541,-1.4557979e-17,-0.092975541,-1.4558154e-17,-0.092975541,-1.4558114e-17,-0.092975541,-1.4558218e-17,-0.092975541,-1.4558306e-17,-0.092975541,-1.4558333e-17,-0.092975541,-1.4558462e-17,-0.092768926,-1.4557151e-17,-0.092975541,-1.4558824e-17,-0.092975541,-1.4558832e-17,-0.092768926,-1.455825e-17,-0.092768926,-1.455081e-17
-0.108,-1.4657075e-17,-0.108,-1.4648367e-17,-0.108,-1.4659767e-17,-0.088136616,-1.4515363e-17,-0.108,-1.4658946e-17,-0.108,-1.4269679e-17,-0.108,-1.4657257e-17,-0.108,-1.4659276e-17,-0.09932527,-1.4596741e-17,-0.09932527,-1.4596962e-17,-0.09932527,-1.4597291e-17,-0.108,-1.4656114e-17,-0.108,-1.4651284e-17,-0.108,-1.4661308e-17,-0.108,-1.4653784e-17,-0.108,-1.4653686e-17,-0.108,-1.4661944e-17,-0.108,-1.4660064e-17,-0.108,-1.4662595e-17,-0.108,-1.4657341e-17,-0.108,-1.4663166e-17,-0.082831816,-1.4484797e-17,-0.108,-1.4663161e-17,-0.108,-1.4664348e-17,-0.108,-1.4664881e-17,-0.108,-1.4665148e-17,-0.098975541,-1.4599982e-17,-0.098975541,-1.4600234e-17,-0.098975541,-1.4600135e-17,-0.098975541,-1.4599596e-17,-0.108,-1.46657e-17,-0.098975541,-1.4600531e-17,-0.098975541,-1.4600858e-17,-0.098975541,-1.4600899e-17,-0.098975541,-1.4601026e-17,-0.098975541,-1.4601128e-17,-0.098975541,-1.4601232e-17,-0.098975541,-1.4601313e-17,-0.098975541,-1.4601266e-17,-0.098768926,-1.4600006e-17,-0.098975541,-1.4601728e-17,-0.098975541,-1.4601702e-17,-0.098768926,-1.4601362e-17,-0.098768926,-1.4591308e-17
-0.114,-1.4369295e-17,-0.114,-1.4368787e-17,-0.114,-1.4369054e-17,-0.094136616,-1.455964e-17,-0.114,-1.436964e-17,-0.114,-1.4369954e-17,-0.114,-1.4370528e-17,-0.114,-1.4370607e-17,-0.10532527,-1.4640062e-17,-0.10532527,-1.4640348e-17,-0.10532527,-1.464046e-17,-0.114,-1.4372285e-17,-0.114,-1.4371906e-17,-0.114,-1.4373065e-17,-0.114,-1.4372814e-17,-0.114,-1.437241e-17,-0.114,-1.4373564e-17,-0.114,-1.4373258e-17,-0.114,-1.4373301e-17,-0.114,-1.4373077e-17,-0.114,-1.4369646e-17,-0.088831816,-1.4526403e-17,-0.114,-1.4374513e-17,-0.114,-1.4371582e-17,-0.114,-1.4374007e-17,-0.114,-1.4374521e-17,-0.10497554,-1.4643493e-17,-0.10497554,-1.4643792e-17,-0.10497554,-1.4643854e-17,-0.10497554,-1.4643609e-17,-0.114,-1.4375229e-17,-0.10497554,-1.4644142e-17,-0.10497554,-1.4644279e-17,-0.10497554,-1.4644441e-17,-0.10497554,-1.4644589e-17,-0.10497554,-1.4644576e-17,-0.10497554,-1.4644794e-17,-0.10497554,-1.4644687e-17,-0.10497554,-1.4644872e-17,-0.10476893,-1.4643436e-17,-0.10497554,-1.4645503e-17,-0.10497554,-1.4645455e-17,-0.10476893,-1.4644015e-17,-0.10476893,-1.4645326e-17
-0.12,-1.4472058e-17,-0.12,-1.4471734e-17,-0.12,-1.4471992e-17,-0.10013662,-1.4601069e-17,-0.12,-1.4472967e-17,-0.12,-1.4472713e-17,-0.12,-1.4472982e-17,-0.12,-1.4473482e-17,-0.11132527,-1.4324432e-17,-0.11132527,-1.4325798e-17,-0.11132527,-1.4325967e-17,-0.12,-1.4474692e-17,-0.12,-1.4472686e-17,-0.12,-1.4475088e-17,-0.12,-1.4475449e-17,-0.12,-1.4475712e-17,-0.12,-1.4475912e-17,-0.12,-1.4476525e-17,-0.12,-1.4476512e-17,-0.12,-1.4476769e-17,-0.12,-1.4476558e-17,-0.094831816,-1.4568648e-17,-0.12,-1.447457e-17,-0.12,-1.4439207e-17,-0.12,-1.4457798e-17,-0.12,-1.4467864e-17,-0.11097554,-1.4323491e-17,-0.11097554,-1.4323836e-17,-0.11097554,-1.432439e-17,-0.11097554,-1.4324203e-17,-0.12,-1.4478486e-17,-0.11097554,-1.4324842e-17,-0.11097554,-1.4324935e-17,-0.11097554,-1.4325083e-17,-0.11097554,-1.4324915e-17,-0.11097554,-1.4325921e-17,-0.11097554,-1.4326063e-17,-0.11097554,-1.4326482e-17,-0.11097554,-1.4326496e-17,-0.11076893,-1.4323122e-17,-0.11097554,-1.4326694e-17,-0.11097554,-1.4326879e-17,-0.11076893,-1.4323617e-17,-0.11076893,-1.4323739e-17
-0.126,-1.4571785e-17,-0.126,-1.4571642e-17,-0.126,-1.4571685e-17,-0.10613662,-1.4637919e-17,-0.126,-1.4572753e-17,-0.126,-1.4572375e-17,-0.126,-1.4573229e-17,-0.126,-1.4573753e-17,-0.11732527,-1.4428053e-17,-0.11732527,-1.4428186e-17,-0.11732527,-1.4428622e-17,-0.126,-1.4574458e-17,-0.126,-1.4574473e-17,-0.126,-1.457311e-17,-0.126,-1.4574982e-17,-0.126,-1.4575349e-17,-0.126,-1.4575896e-17,-0.126,-1.4576501e-17,-0.126,-1.4576625e-17,-0.126,-1.4576988e-17,-0.126,-1.4577033e-17,-0.10083182,-1.4611169e-17,-0.126,-1.4577336e-17,-0.126,-1.4577232e-17,-0.126,-1.4577501e-17,-0.126,-1.4577621e-17,-0.11697554,-1.4416573e-17,-0.11697554,-1.4422491e-17,-0.11697554,-1.4424598e-17,-0.11697554,-1.4425481e-17,-0.126,-1.4516877e-17,-0.11697554,-1.4426622e-17,-0.11697554,-1.4427268e-17,-0.11697554,-1.4427311e-17,-0.11697554,-1.4426707e-17,-0.11697554,-1.4426549e-17,-0.11697554,-1.4426419e-17,-0.11697554,-1.4426741e-17,-0.11697554,-1.442744e-17,-0.11676893,-1.4421686e-17,-0.11697554,-1.442749e-17,-0.11697554,-1.4427939e-17,-0.11676893,-1.4424767e-17,-0.11676893,-1.4424673e-17
-0.132,-1.4664512e-17,-0.132,-1.4664783e-17,-0.132,-1.4664703e-17,-0.11213662,-1.4337373e-17,-0.132,-1.4665427e-17,-0.132,-1.4665698e-17,-0.132,-1.4666666e-17,-0.132,-1.4667087e-17,-0.12332527,-1.452978e-17,-0.12332527,-1.4529821e-17,-0.12332527,-1.4530353e-17,-0.132,-1.4667763e-17,-0.132,-1.4666201e-17,-0.132,-1.4665515e-17,-0.132,-1.4667384e-17,-0.132,-1.4668488e-17,-0.132,-1.466972e-17,-0.132,-1.4666951e-17,-0.132,-1.4670172e-17,-0.132,-1.467012e-17,-0.132,-1.467045e-17,-0.10683182,-1.4654975e-17,-0.132,-1.4671528e-17,-0.132,-1.467088e-17,-0.132,-1.4670973e-17,-0.132,-1.4671205e-17,-0.12297554,-1.4482258e-17,-0.12297554,-1.4497301e-17,-0.12297554,-1.450735e-17,-0.12297554,-1.4514272e-17,-0.132,-1.467188e-17,-0.12297554,-1.4523136e-17,-0.12297554,-1.4524579e-17,-0.12297554,-1.452705e-17,-0.12297554,-1.4528105e-17,-0.12297554,-1.4528964e-17,-0.12297554,-1.4529576e-17,-0.12297554,-1.4529863e-17,-0.12297554,-1.4530332e-17,-0.12276893,-1.4527315e-17,-0.12297554,-1.45309e-17,-0.12297554,-1.453121e-17,-0.12276893,-1.4473081e-17,-0.12276893,-1.4479253e-17
-0.138,-1.4749268e-17,-0.138,-1.4749258e-17,-0.138,-1.4749445e-17,-0.11813662,-1.4439979e-17,-0.138,-1.4749493e-17,-0.138,-1.4752016e-17,-0.138,-1.4750953e-17,-0.138,-1.4751384e-17,-0.12932527,-1.4626008e-17,-0.12932527,-1.4626647e-17,-0.12932527,-1.4625994e-17,-0.138,-1.4743596e-17,-0.138,-1.47528e-17,-0.138,-1.4753279e-17,-0.138,-1.4752978e-17,-0.138,-1.4754086e-17,-0.138,-1.475451e-17,-0.138,-1.4753533e-17,-0.138,-1.475447e-17,-0.138,-1.475462e-17,-0.138,-1.4755132e-17,-0.11283182,-1.4354207e-17,-0.138,-1.4752381e-17,-0.138,-1.475817e-17,-0.138,-1.4755018e-17,-0.138,-1.47564e-17,-0.12897554,-1.4625015e-17,-0.12897554,-1.4624991e-17,-0.12897554,-1.4625477e-17,-0.12897554,-1.4625349e-17,-0.138,-1.4757303e-17,-0.12897554,-1.4625797e-17,-0.12897554,-1.4626319e-17,-0.12897554,-1.4626665e-17,-0.12897554,-1.4627031e-17,-0.12897554,-1.4532254e-17,-0.12897554,-1.4540299e-17,-0.12897554,-1.4546851e-17,-0.12897554,-1.4552568e-17,-0.12876893,-1.4557419e-17,-0.12897554,-1.4561438e-17,-0.12897554,-1.4564345e-17,-0.12876893,-1.4567227e-17,-0.12876893,-1.4569276e-17
-0.144,-1.4824436e-17,-0.144,-1.4825493e-17,-0.144,-1.4825651e-17,-0.12413662,-1.4541786e-17,-0.144,-1.4825834e-17,-0.144,-1.4823052e-17,-0.144,-1.482741e-17,-0.144,-1.4827269e-17,-0.13532527,-1.4712363e-17,-0.13532527,-1.4715096e-17,-0.13532527,-1.4713343e-17,-0.144,-1.4827508e-17,-0.144,-1.4829702e-17,-0.144,-1.4829224e-17,-0.144,-1.4829988e-17,-0.144,-1.483067e-17,-0.144,-1.4830506e-17,-0.144,-1.4828828e-17,-0.144,-1.4831273e-17,-0.144,-1.4832211e-17,-0.144,-1.4831574e-17,-0.11883182,-1.445655e-17,-0.144,-1.483219e-17,-0.144,-1.4832937e-17,-0.144,-1.4832874e-17,-0.144,-1.4832971e-17,-0.13497554,-1.4714611e-17,-0.13497554,-1.4714999e-17,-0.13497554,-1.4714731e-17,-0.13497554,-1.4714958e-17,-0.144,-1.4831794e-17,-0.13497554,-1.4715438e-17,-0.13497554,-1.4715867e-17,-0.13497554,-1.4716179e-17,-0.13497554,-1.4716218e-17,-0.13497554,-1.4716721e-17,-0.13497554,-1.4716832e-17,-0.13497554,-1.4716969e-17,-0.13497554,-1.4717105e-17,-0.13476893,-1.4714318e-17,-0.13497554,-1.4717452e-17,-0.13497554,-1.4717706e-17,-0.13476893,-1.4714972e-17,-0.13476893,-1.4715826e-17
-0.15,-1.4893458e-17,-0.15,-1.4894952e-17,-0.15,-1.4894926e-17,-0.13013662,-1.4636612e-17,-0.15,-1.4895602e-17,-0.15,-1.4892213e-17,-0.15,-1.4895178e-17,-0.15,-1.4896694e-17,-0.14132527,-1.4795471e-17,-0.14132527,-1.4794909e-17,-0.14132527,-1.479495e-17,-0.15,-1.4898309e-17,-0.15,-1.489165e-17,-0.15,-1.4898396e-17,-0.15,-1.4899578e-17,-0.15,-1.4899143e-17,-0.15,-1.4902884e-17,-0.15,-1.490048e-17,-0.15,-1.490056e-17,-0.15,-1.4900508e-17,-0.15,-1.4900956e-17,-0.12483182,-1.4558056e-17,-0.15,-1.4901842e-17,-0.15,-1.490177e-17,-0.15,-1.4902729e-17,-0.15,-1.4902955e-17,-0.14097554,-1.479569e-17,-0.14097554,-1.4795944e-17,-0.14097554,-1.4795662e-17,-0.14097554,-1.4795725e-17,-0.15,-1.4903544e-17,-0.14097554,-1.4796197e-17,-0.14097554,-1.4796504e-17,-0.14097554,-1.4796755e-17,-0.14097554,-1.4797011e-17,-0.14097554,-1.4797346e-17,-0.14097554,-1.4797244e-17,-0.14097554,-1.479735e-17,-0.14097554,-1.479751e-17,-0.14076893,-1.4795068e-17,-0.14097554,-1.4796983e-17,-0.14097554,-1.4796752e-17,-0.14076893,-1.4793522e-17,-0.14076893,-1.4793978e-17
