c(g:g)(CV_Vd_n1191_ac_des) X,c(g:g)(CV_Vd_n1191_ac_des) Y,c(g:g)(CV_Vd_n1217_ac_des) X,c(g:g)(CV_Vd_n1217_ac_des) Y,c(g:g)(CV_Vd_n1237_ac_des) X,c(g:g)(CV_Vd_n1237_ac_des) Y,c(g:g)(CV_Vd_n1257_ac_des) X,c(g:g)(CV_Vd_n1257_ac_des) Y,c(g:g)(CV_Vd_n1277_ac_des) X,c(g:g)(CV_Vd_n1277_ac_des) Y,c(g:g)(CV_Vd_n1297_ac_des) X,c(g:g)(CV_Vd_n1297_ac_des) Y,c(g:g)(CV_Vd_n1317_ac_des) X,c(g:g)(CV_Vd_n1317_ac_des) Y,c(g:g)(CV_Vd_n1337_ac_des) X,c(g:g)(CV_Vd_n1337_ac_des) Y,c(g:g)(CV_Vd_n1357_ac_des) X,c(g:g)(CV_Vd_n1357_ac_des) Y,c(g:g)(CV_Vd_n1377_ac_des) X,c(g:g)(CV_Vd_n1377_ac_des) Y,c(g:g)(CV_Vd_n1397_ac_des) X,c(g:g)(CV_Vd_n1397_ac_des) Y,c(g:g)(CV_Vd_n1417_ac_des) X,c(g:g)(CV_Vd_n1417_ac_des) Y,c(g:g)(CV_Vd_n1437_ac_des) X,c(g:g)(CV_Vd_n1437_ac_des) Y,c(g:g)(CV_Vd_n1457_ac_des) X,c(g:g)(CV_Vd_n1457_ac_des) Y,c(g:g)(CV_Vd_n1477_ac_des) X,c(g:g)(CV_Vd_n1477_ac_des) Y,c(g:g)(CV_Vd_n1497_ac_des) X,c(g:g)(CV_Vd_n1497_ac_des) Y,c(g:g)(CV_Vd_n1517_ac_des) X,c(g:g)(CV_Vd_n1517_ac_des) Y,c(g:g)(CV_Vd_n1537_ac_des) X,c(g:g)(CV_Vd_n1537_ac_des) Y,c(g:g)(CV_Vd_n1557_ac_des) X,c(g:g)(CV_Vd_n1557_ac_des) Y,c(g:g)(CV_Vd_n1577_ac_des) X,c(g:g)(CV_Vd_n1577_ac_des) Y,c(g:g)(CV_Vd_n1597_ac_des) X,c(g:g)(CV_Vd_n1597_ac_des) Y,c(g:g)(CV_Vd_n1617_ac_des) X,c(g:g)(CV_Vd_n1617_ac_des) Y,c(g:g)(CV_Vd_n1637_ac_des) X,c(g:g)(CV_Vd_n1637_ac_des) Y,c(g:g)(CV_Vd_n1657_ac_des) X,c(g:g)(CV_Vd_n1657_ac_des) Y,c(g:g)(CV_Vd_n1677_ac_des) X,c(g:g)(CV_Vd_n1677_ac_des) Y,c(g:g)(CV_Vd_n1697_ac_des) X,c(g:g)(CV_Vd_n1697_ac_des) Y,c(g:g)(CV_Vd_n1717_ac_des) X,c(g:g)(CV_Vd_n1717_ac_des) Y,c(g:g)(CV_Vd_n1737_ac_des) X,c(g:g)(CV_Vd_n1737_ac_des) Y,c(g:g)(CV_Vd_n1757_ac_des) X,c(g:g)(CV_Vd_n1757_ac_des) Y,c(g:g)(CV_Vd_n1777_ac_des) X,c(g:g)(CV_Vd_n1777_ac_des) Y,c(g:g)(CV_Vd_n1797_ac_des) X,c(g:g)(CV_Vd_n1797_ac_des) Y,c(g:g)(CV_Vd_n1817_ac_des) X,c(g:g)(CV_Vd_n1817_ac_des) Y,c(g:g)(CV_Vd_n1837_ac_des) X,c(g:g)(CV_Vd_n1837_ac_des) Y,c(g:g)(CV_Vd_n1857_ac_des) X,c(g:g)(CV_Vd_n1857_ac_des) Y,c(g:g)(CV_Vd_n1877_ac_des) X,c(g:g)(CV_Vd_n1877_ac_des) Y,c(g:g)(CV_Vd_n1897_ac_des) X,c(g:g)(CV_Vd_n1897_ac_des) Y,c(g:g)(CV_Vd_n1917_ac_des) X,c(g:g)(CV_Vd_n1917_ac_des) Y,c(g:g)(CV_Vd_n1937_ac_des) X,c(g:g)(CV_Vd_n1937_ac_des) Y,c(g:g)(CV_Vd_n1957_ac_des) X,c(g:g)(CV_Vd_n1957_ac_des) Y,c(g:g)(CV_Vd_n1977_ac_des) X,c(g:g)(CV_Vd_n1977_ac_des) Y,c(g:g)(CV_Vd_n1997_ac_des) X,c(g:g)(CV_Vd_n1997_ac_des) Y,c(g:g)(CV_Vd_n2017_ac_des) X,c(g:g)(CV_Vd_n2017_ac_des) Y,c(g:g)(CV_Vd_n2037_ac_des) X,c(g:g)(CV_Vd_n2037_ac_des) Y,c(g:g)(CV_Vd_n2057_ac_des) X,c(g:g)(CV_Vd_n2057_ac_des) Y
-0.06,2.931398e-17,-0.06,2.9262691e-17,-0.06,2.916534e-17,-0.040136616,2.882279e-17,-0.06,2.8985318e-17,-0.06,2.8902701e-17,-0.06,2.8826399e-17,-0.06,2.8745469e-17,-0.05132527,2.8558031e-17,-0.05132527,2.8484544e-17,-0.05132527,2.8412894e-17,-0.06,2.8426751e-17,-0.06,2.8366259e-17,-0.06,2.8295943e-17,-0.06,2.824339e-17,-0.06,2.8176516e-17,-0.06,2.8117486e-17,-0.06,2.8065532e-17,-0.06,2.8010001e-17,-0.06,2.7948764e-17,-0.06,2.7906117e-17,-0.034831816,2.7628412e-17,-0.06,2.7802794e-17,-0.06,2.7755666e-17,-0.06,2.7727896e-17,-0.06,2.7679354e-17,-0.050975541,2.7561614e-17,-0.050975541,2.7529417e-17,-0.050975541,2.7493919e-17,-0.050975541,2.7460058e-17,-0.06,2.7510505e-17,-0.050975541,2.7398508e-17,-0.050975541,2.7370231e-17,-0.050975541,2.7342221e-17,-0.050975541,2.7316231e-17,-0.050975541,2.7293175e-17,-0.050975541,2.7272002e-17,-0.050975541,2.7250546e-17,-0.050975541,2.7230361e-17,-0.050768926,2.7209739e-17,-0.050975541,2.7195379e-17,-0.050975541,2.7175344e-17,-0.050768926,2.7158243e-17,-0.050768926,2.7142948e-17
-0.066,2.9385629e-17,-0.066,2.9340099e-17,-0.066,2.9244139e-17,-0.046136616,2.8895583e-17,-0.066,2.9060566e-17,-0.066,2.8973053e-17,-0.066,2.8908476e-17,-0.066,2.8819264e-17,-0.05732527,2.8625353e-17,-0.05732527,2.8541177e-17,-0.05732527,2.8481382e-17,-0.066,2.8495667e-17,-0.066,2.8444924e-17,-0.066,2.8364828e-17,-0.066,2.8302205e-17,-0.066,2.8231784e-17,-0.066,2.8175774e-17,-0.066,2.8114422e-17,-0.066,2.8071685e-17,-0.066,2.8024081e-17,-0.066,2.7966019e-17,-0.040831816,2.7669588e-17,-0.066,2.7870573e-17,-0.066,2.7825371e-17,-0.066,2.7778905e-17,-0.066,2.7737069e-17,-0.056975541,2.7614982e-17,-0.056975541,2.7578901e-17,-0.056975541,2.7548466e-17,-0.056975541,2.751415e-17,-0.066,2.7552675e-17,-0.056975541,2.7449045e-17,-0.056975541,2.7418631e-17,-0.056975541,2.7391484e-17,-0.056975541,2.7366199e-17,-0.056975541,2.7342942e-17,-0.056975541,2.7320679e-17,-0.056975541,2.7298342e-17,-0.056975541,2.7277461e-17,-0.056768926,2.7258576e-17,-0.056975541,2.7239536e-17,-0.056975541,2.7223092e-17,-0.056768926,2.7202935e-17,-0.056768926,2.7185965e-17
-0.072,2.9485443e-17,-0.072,2.9419518e-17,-0.072,2.9321919e-17,-0.052136616,2.8977741e-17,-0.072,2.9136007e-17,-0.072,2.9048963e-17,-0.072,2.8962162e-17,-0.072,2.8878859e-17,-0.06332527,2.8695425e-17,-0.06332527,2.8601308e-17,-0.06332527,2.854119e-17,-0.072,2.8572134e-17,-0.072,2.8499494e-17,-0.072,2.846761e-17,-0.072,2.8366048e-17,-0.072,2.8297788e-17,-0.072,2.8242107e-17,-0.072,2.8188685e-17,-0.072,2.8134921e-17,-0.072,2.8068007e-17,-0.072,2.803103e-17,-0.046831816,2.7728954e-17,-0.072,2.7936844e-17,-0.072,2.78718e-17,-0.072,2.7843e-17,-0.072,2.7796789e-17,-0.062975541,2.7673592e-17,-0.062975541,2.763223e-17,-0.062975541,2.7596509e-17,-0.062975541,2.7558083e-17,-0.072,2.7604717e-17,-0.062975541,2.7509127e-17,-0.062975541,2.7472118e-17,-0.062975541,2.7441963e-17,-0.062975541,2.7416354e-17,-0.062975541,2.7391647e-17,-0.062975541,2.7369475e-17,-0.062975541,2.734671e-17,-0.062975541,2.7326243e-17,-0.062768926,2.730431e-17,-0.062975541,2.7288487e-17,-0.062975541,2.7270863e-17,-0.062768926,2.7251033e-17,-0.062768926,2.7231641e-17
-0.078,2.9566376e-17,-0.078,2.9498354e-17,-0.078,2.9399732e-17,-0.058136616,2.9048588e-17,-0.078,2.921261e-17,-0.078,2.9122298e-17,-0.078,2.9041819e-17,-0.078,2.8955726e-17,-0.06932527,2.8743834e-17,-0.06932527,2.8690087e-17,-0.06932527,2.8614271e-17,-0.078,2.8641553e-17,-0.078,2.8569943e-17,-0.078,2.8498564e-17,-0.078,2.8432011e-17,-0.078,2.8371691e-17,-0.078,2.8368181e-17,-0.078,2.8250698e-17,-0.078,2.8199249e-17,-0.078,2.8147545e-17,-0.078,2.8095637e-17,-0.052831816,2.7787852e-17,-0.078,2.799825e-17,-0.078,2.7959017e-17,-0.078,2.7908287e-17,-0.078,2.7858357e-17,-0.068975541,2.7727986e-17,-0.068975541,2.7694014e-17,-0.068975541,2.7657554e-17,-0.068975541,2.7618608e-17,-0.078,2.7658339e-17,-0.068975541,2.7546918e-17,-0.068975541,2.752826e-17,-0.068975541,2.7494022e-17,-0.068975541,2.7467863e-17,-0.068975541,2.7445174e-17,-0.068975541,2.7421106e-17,-0.068975541,2.7397798e-17,-0.068975541,2.737581e-17,-0.068768926,2.7352024e-17,-0.068975541,2.7334349e-17,-0.068975541,2.7314818e-17,-0.068768926,2.7296742e-17,-0.068768926,2.7278832e-17
-0.084,2.9648271e-17,-0.084,2.9577386e-17,-0.084,2.947882e-17,-0.064136616,2.9127436e-17,-0.084,2.9288403e-17,-0.084,2.919827e-17,-0.084,2.9124309e-17,-0.084,2.902641e-17,-0.07532527,2.8840237e-17,-0.07532527,2.8761356e-17,-0.07532527,2.8684665e-17,-0.084,2.8705574e-17,-0.084,2.8638131e-17,-0.084,2.8567076e-17,-0.084,2.8499733e-17,-0.084,2.8432841e-17,-0.084,2.8362819e-17,-0.084,2.831301e-17,-0.084,2.8238101e-17,-0.084,2.8197362e-17,-0.084,2.8160619e-17,-0.058831816,2.7847366e-17,-0.084,2.8057666e-17,-0.084,2.8012009e-17,-0.084,2.7968096e-17,-0.084,2.7926477e-17,-0.074975541,2.7783734e-17,-0.074975541,2.7748616e-17,-0.074975541,2.7713879e-17,-0.074975541,2.7677054e-17,-0.084,2.771169e-17,-0.074975541,2.759742e-17,-0.074975541,2.7568673e-17,-0.074975541,2.7544155e-17,-0.074975541,2.7518153e-17,-0.074975541,2.7497608e-17,-0.074975541,2.7473569e-17,-0.074975541,2.7449678e-17,-0.074975541,2.7426648e-17,-0.074768926,2.74006e-17,-0.074975541,2.7381447e-17,-0.074975541,2.7363533e-17,-0.074768926,2.7338901e-17,-0.074768926,2.7327226e-17
-0.09,2.9786759e-17,-0.09,2.9716576e-17,-0.09,2.961511e-17,-0.070136616,2.9202657e-17,-0.09,2.9422759e-17,-0.09,2.9331528e-17,-0.09,2.9250035e-17,-0.09,2.9156693e-17,-0.08132527,2.8920012e-17,-0.08132527,2.8833656e-17,-0.08132527,2.8756043e-17,-0.09,2.8836303e-17,-0.09,2.8762848e-17,-0.09,2.8680242e-17,-0.09,2.8623911e-17,-0.09,2.8556624e-17,-0.09,2.8491924e-17,-0.09,2.842927e-17,-0.09,2.8372448e-17,-0.09,2.8316714e-17,-0.09,2.8262754e-17,-0.064831816,2.7905927e-17,-0.09,2.8160109e-17,-0.09,2.8113524e-17,-0.09,2.8067226e-17,-0.09,2.8023627e-17,-0.080975541,2.7844167e-17,-0.080975541,2.7807408e-17,-0.080975541,2.777354e-17,-0.080975541,2.7731831e-17,-0.09,2.7822267e-17,-0.080975541,2.764491e-17,-0.080975541,2.7637e-17,-0.080975541,2.7603539e-17,-0.080975541,2.757221e-17,-0.080975541,2.7550494e-17,-0.080975541,2.752522e-17,-0.080975541,2.7499691e-17,-0.080975541,2.7476478e-17,-0.080768926,2.7450519e-17,-0.080975541,2.7430891e-17,-0.080975541,2.7406278e-17,-0.080768926,2.7388993e-17,-0.080768926,2.737522e-17
-0.096,2.9848597e-17,-0.096,2.9771456e-17,-0.096,2.9674522e-17,-0.076136616,2.927996e-17,-0.096,2.9479196e-17,-0.096,2.9392644e-17,-0.096,2.9298967e-17,-0.096,2.9209707e-17,-0.08732527,2.8970398e-17,-0.08732527,2.8908008e-17,-0.08732527,2.8821535e-17,-0.096,2.8873359e-17,-0.096,2.8800989e-17,-0.096,2.8719183e-17,-0.096,2.866706e-17,-0.096,2.8602445e-17,-0.096,2.852693e-17,-0.096,2.8468898e-17,-0.096,2.8416218e-17,-0.096,2.835856e-17,-0.096,2.8304289e-17,-0.070831816,2.7971107e-17,-0.096,2.8199046e-17,-0.096,2.8150985e-17,-0.096,2.8105338e-17,-0.096,2.8060176e-17,-0.086975541,2.7903767e-17,-0.086975541,2.7867817e-17,-0.086975541,2.7830485e-17,-0.086975541,2.7782165e-17,-0.096,2.7858079e-17,-0.086975541,2.7700399e-17,-0.086975541,2.7679269e-17,-0.086975541,2.764968e-17,-0.086975541,2.7627156e-17,-0.086975541,2.7602945e-17,-0.086975541,2.757793e-17,-0.086975541,2.7550861e-17,-0.086975541,2.7527382e-17,-0.086768926,2.7500334e-17,-0.086975541,2.7481072e-17,-0.086975541,2.7459313e-17,-0.086768926,2.743808e-17,-0.086768926,2.742843e-17
-0.102,2.9919476e-17,-0.102,2.9841681e-17,-0.102,2.9742626e-17,-0.082136616,2.9356856e-17,-0.102,2.9545444e-17,-0.102,2.9434341e-17,-0.102,2.9378993e-17,-0.102,2.9274853e-17,-0.09332527,2.9101222e-17,-0.09332527,2.9020261e-17,-0.09332527,2.8940832e-17,-0.102,2.8927663e-17,-0.102,2.8870865e-17,-0.102,2.8795957e-17,-0.102,2.8725747e-17,-0.102,2.8652616e-17,-0.102,2.8595087e-17,-0.102,2.8523863e-17,-0.102,2.8446381e-17,-0.102,2.8409781e-17,-0.102,2.8354068e-17,-0.076831816,2.8034606e-17,-0.102,2.824786e-17,-0.102,2.8198482e-17,-0.102,2.8151007e-17,-0.102,2.8105736e-17,-0.092975541,2.7998855e-17,-0.092975541,2.7958353e-17,-0.092975541,2.7918725e-17,-0.092975541,2.7875779e-17,-0.102,2.7898215e-17,-0.092975541,2.7806926e-17,-0.092975541,2.7776931e-17,-0.092975541,2.7748011e-17,-0.092975541,2.7720434e-17,-0.092975541,2.769268e-17,-0.092975541,2.7666271e-17,-0.092975541,2.7640868e-17,-0.092975541,2.761629e-17,-0.092768926,2.7588229e-17,-0.092975541,2.7566058e-17,-0.092975541,2.7544481e-17,-0.092768926,2.7526086e-17,-0.092768926,2.7511646e-17
-0.108,2.9997221e-17,-0.108,2.9918473e-17,-0.108,2.9817347e-17,-0.088136616,2.9434021e-17,-0.108,2.9616191e-17,-0.108,2.9513457e-17,-0.108,2.9433799e-17,-0.108,2.9340079e-17,-0.09932527,2.9159735e-17,-0.09932527,2.9076921e-17,-0.09932527,2.8997521e-17,-0.108,2.9034313e-17,-0.108,2.8948913e-17,-0.108,2.8868255e-17,-0.108,2.8790476e-17,-0.108,2.8716611e-17,-0.108,2.8678218e-17,-0.108,2.8589337e-17,-0.108,2.8513817e-17,-0.108,2.8505176e-17,-0.108,2.8404647e-17,-0.082831816,2.8100542e-17,-0.108,2.8302504e-17,-0.108,2.8252853e-17,-0.108,2.8203326e-17,-0.108,2.8158513e-17,-0.098975541,2.8038085e-17,-0.098975541,2.7997848e-17,-0.098975541,2.7956899e-17,-0.098975541,2.7915638e-17,-0.108,2.7951705e-17,-0.098975541,2.7846787e-17,-0.098975541,2.7814058e-17,-0.098975541,2.7782997e-17,-0.098975541,2.7755842e-17,-0.098975541,2.7727963e-17,-0.098975541,2.7701039e-17,-0.098975541,2.7675254e-17,-0.098975541,2.764778e-17,-0.098768926,2.7617515e-17,-0.098975541,2.7597154e-17,-0.098975541,2.7578275e-17,-0.098768926,2.7557071e-17,-0.098768926,2.7541113e-17
-0.114,3.0079609e-17,-0.114,3.0000119e-17,-0.114,2.9896858e-17,-0.094136616,2.9554454e-17,-0.114,2.9693112e-17,-0.114,2.9596003e-17,-0.114,2.9508833e-17,-0.114,2.9417957e-17,-0.10532527,2.922566e-17,-0.10532527,2.9142579e-17,-0.10532527,2.9060502e-17,-0.114,2.9083406e-17,-0.114,2.8999582e-17,-0.114,2.8926727e-17,-0.114,2.8856619e-17,-0.114,2.8785915e-17,-0.114,2.8739889e-17,-0.114,2.8650659e-17,-0.114,2.858167e-17,-0.114,2.8497322e-17,-0.114,2.8472195e-17,-0.088831816,2.8163696e-17,-0.114,2.8362168e-17,-0.114,2.8310879e-17,-0.114,2.8267541e-17,-0.114,2.8214355e-17,-0.10497554,2.8087961e-17,-0.10497554,2.8045232e-17,-0.10497554,2.800292e-17,-0.10497554,2.7957461e-17,-0.114,2.8006002e-17,-0.10497554,2.789281e-17,-0.10497554,2.7859415e-17,-0.10497554,2.7827793e-17,-0.10497554,2.7797916e-17,-0.10497554,2.7770537e-17,-0.10497554,2.7743731e-17,-0.10497554,2.7714958e-17,-0.10497554,2.7681319e-17,-0.10476893,2.7655993e-17,-0.10497554,2.7637562e-17,-0.10497554,2.7617162e-17,-0.10476893,2.7596588e-17,-0.10476893,2.7576457e-17
-0.12,3.0166545e-17,-0.12,3.0085734e-17,-0.12,2.9982057e-17,-0.10013662,2.9614299e-17,-0.12,2.9773957e-17,-0.12,2.9678652e-17,-0.12,2.9591018e-17,-0.12,2.9498766e-17,-0.11132527,2.9297266e-17,-0.11132527,2.9210607e-17,-0.11132527,2.9130231e-17,-0.12,2.9143654e-17,-0.12,2.9076732e-17,-0.12,2.8997358e-17,-0.12,2.8930845e-17,-0.12,2.8858228e-17,-0.12,2.8783803e-17,-0.12,2.8717699e-17,-0.12,2.8648661e-17,-0.12,2.8576352e-17,-0.12,2.8536687e-17,-0.094831816,2.8241973e-17,-0.12,2.8431596e-17,-0.12,2.8372509e-17,-0.12,2.832193e-17,-0.12,2.8273746e-17,-0.11097554,2.8140847e-17,-0.11097554,2.8097387e-17,-0.11097554,2.8052383e-17,-0.11097554,2.8007486e-17,-0.12,2.8061797e-17,-0.11097554,2.7944894e-17,-0.11097554,2.7910792e-17,-0.11097554,2.787734e-17,-0.11097554,2.7845847e-17,-0.11097554,2.7817149e-17,-0.11097554,2.778943e-17,-0.11097554,2.7760134e-17,-0.11097554,2.7725249e-17,-0.11076893,2.7700218e-17,-0.11097554,2.7680414e-17,-0.11097554,2.766179e-17,-0.11076893,2.7640823e-17,-0.11076893,2.7619919e-17
-0.126,3.0255808e-17,-0.126,3.0173433e-17,-0.126,3.0066473e-17,-0.10613662,2.9691841e-17,-0.126,2.9856589e-17,-0.126,2.9758209e-17,-0.126,2.9666835e-17,-0.126,2.9563509e-17,-0.11732527,2.9387112e-17,-0.11732527,2.9281703e-17,-0.11732527,2.920494e-17,-0.126,2.9225483e-17,-0.126,2.9146597e-17,-0.126,2.9067138e-17,-0.126,2.8997823e-17,-0.126,2.9110787e-17,-0.126,2.8853734e-17,-0.126,2.8786851e-17,-0.126,2.8724658e-17,-0.126,2.8651066e-17,-0.126,2.8603219e-17,-0.10083182,2.8289213e-17,-0.126,2.848818e-17,-0.126,2.8436173e-17,-0.126,2.838433e-17,-0.126,2.8334809e-17,-0.11697554,2.8196938e-17,-0.11697554,2.8152573e-17,-0.11697554,2.8106563e-17,-0.11697554,2.8069815e-17,-0.126,2.8120047e-17,-0.11697554,2.7998009e-17,-0.11697554,2.7963346e-17,-0.11697554,2.7931207e-17,-0.11697554,2.7897692e-17,-0.11697554,2.7868026e-17,-0.11697554,2.7835533e-17,-0.11697554,2.7805195e-17,-0.11697554,2.7774048e-17,-0.11676893,2.774894e-17,-0.11697554,2.7729162e-17,-0.11697554,2.7709898e-17,-0.11676893,2.7687252e-17,-0.11676893,2.766434e-17
-0.132,3.0346985e-17,-0.132,3.0265051e-17,-0.132,3.0155576e-17,-0.11213662,2.9769001e-17,-0.132,2.9941547e-17,-0.132,2.9841255e-17,-0.132,2.9745128e-17,-0.132,2.9651552e-17,-0.12332527,2.9451075e-17,-0.12332527,2.9358036e-17,-0.12332527,2.9273639e-17,-0.132,2.9297662e-17,-0.132,2.922646e-17,-0.132,2.9148771e-17,-0.132,2.9069485e-17,-0.132,2.8994338e-17,-0.132,2.8930096e-17,-0.132,2.8857858e-17,-0.132,2.879342e-17,-0.132,2.8723405e-17,-0.132,2.8653372e-17,-0.10683182,2.8368125e-17,-0.132,2.8550545e-17,-0.132,2.8501328e-17,-0.132,2.8448781e-17,-0.132,2.8398251e-17,-0.12297554,2.8257329e-17,-0.12297554,2.8211592e-17,-0.12297554,2.8162268e-17,-0.12297554,2.8128791e-17,-0.132,2.8179463e-17,-0.12297554,2.8054127e-17,-0.12297554,2.8019413e-17,-0.12297554,2.7985462e-17,-0.12297554,2.7953184e-17,-0.12297554,2.7921458e-17,-0.12297554,2.789045e-17,-0.12297554,2.7848778e-17,-0.12297554,2.7826228e-17,-0.12276893,2.7800828e-17,-0.12297554,2.7780218e-17,-0.12297554,2.7761771e-17,-0.12276893,2.7735721e-17,-0.12276893,2.7715096e-17
-0.138,3.0441042e-17,-0.138,3.0358338e-17,-0.138,3.0248299e-17,-0.11813662,2.9852023e-17,-0.138,3.0031224e-17,-0.138,2.9928623e-17,-0.138,2.9834295e-17,-0.138,2.9734994e-17,-0.12932527,2.9526381e-17,-0.12932527,2.9436252e-17,-0.12932527,2.9354771e-17,-0.138,2.9391207e-17,-0.138,2.9301609e-17,-0.138,2.9212738e-17,-0.138,2.9145487e-17,-0.138,2.9075458e-17,-0.138,2.9001402e-17,-0.138,2.8931625e-17,-0.138,2.8865634e-17,-0.138,2.8805394e-17,-0.138,2.8735524e-17,-0.11283182,2.8433814e-17,-0.138,2.8826954e-17,-0.138,2.8563458e-17,-0.138,2.8515235e-17,-0.138,2.8463654e-17,-0.12897554,2.8317966e-17,-0.12897554,2.8267796e-17,-0.12897554,2.8229097e-17,-0.12897554,2.8188904e-17,-0.138,2.8240836e-17,-0.12897554,2.8111336e-17,-0.12897554,2.8076388e-17,-0.12897554,2.804193e-17,-0.12897554,2.800882e-17,-0.12897554,2.7973612e-17,-0.12897554,2.7936849e-17,-0.12897554,2.7904702e-17,-0.12897554,2.7884166e-17,-0.12876893,2.7856887e-17,-0.12897554,2.7835034e-17,-0.12897554,2.7813152e-17,-0.12876893,2.778897e-17,-0.12876893,2.7770322e-17
-0.144,3.0540223e-17,-0.144,3.0454236e-17,-0.144,3.0340199e-17,-0.12413662,2.9934613e-17,-0.144,3.01293e-17,-0.144,3.0215203e-17,-0.144,2.9916706e-17,-0.144,2.9821948e-17,-0.13532527,2.9833019e-17,-0.13532527,2.9516398e-17,-0.13532527,2.9435148e-17,-0.144,2.9468237e-17,-0.144,2.9384303e-17,-0.144,2.928905e-17,-0.144,2.9224676e-17,-0.144,2.9150425e-17,-0.144,2.9079758e-17,-0.144,2.9007927e-17,-0.144,2.8941018e-17,-0.144,2.8878962e-17,-0.144,2.8811091e-17,-0.11883182,2.8467301e-17,-0.144,2.8698017e-17,-0.144,2.8640229e-17,-0.144,2.858071e-17,-0.144,2.8529132e-17,-0.13497554,2.838118e-17,-0.13497554,2.8327575e-17,-0.13497554,2.8290345e-17,-0.13497554,2.8249713e-17,-0.144,2.8438622e-17,-0.13497554,2.8169929e-17,-0.13497554,2.8134231e-17,-0.13497554,2.8098998e-17,-0.13497554,2.8066645e-17,-0.13497554,2.8033789e-17,-0.13497554,2.7993114e-17,-0.13497554,2.7964009e-17,-0.13497554,2.7939687e-17,-0.13476893,2.7913508e-17,-0.13497554,2.7889949e-17,-0.13497554,2.7868546e-17,-0.13476893,2.7845766e-17,-0.13476893,2.7827223e-17
-0.15,3.0639353e-17,-0.15,3.0553045e-17,-0.15,3.0436359e-17,-0.13013662,3.0020138e-17,-0.15,3.0211592e-17,-0.15,3.0105584e-17,-0.15,3.0007953e-17,-0.15,2.9910895e-17,-0.14132527,2.9692857e-17,-0.14132527,2.960015e-17,-0.14132527,2.9513216e-17,-0.15,2.9558194e-17,-0.15,2.9473838e-17,-0.15,2.9387929e-17,-0.15,2.9306494e-17,-0.15,2.9239134e-17,-0.15,2.9151009e-17,-0.15,2.9086043e-17,-0.15,2.9017896e-17,-0.15,2.8953451e-17,-0.15,2.8888151e-17,-0.12483182,2.8532004e-17,-0.15,2.8756133e-17,-0.15,2.8707028e-17,-0.15,2.8651943e-17,-0.15,2.8599902e-17,-0.14097554,2.8448211e-17,-0.14097554,2.8395827e-17,-0.14097554,2.8356185e-17,-0.14097554,2.8314435e-17,-0.15,2.8368925e-17,-0.14097554,2.8234312e-17,-0.14097554,2.8195424e-17,-0.14097554,2.8159655e-17,-0.14097554,2.8124277e-17,-0.14097554,2.8094221e-17,-0.14097554,2.805418e-17,-0.14097554,2.8024284e-17,-0.14097554,2.8000921e-17,-0.14076893,2.7972757e-17,-0.14097554,2.7950761e-17,-0.14097554,2.7926491e-17,-0.14076893,2.7903806e-17,-0.14076893,2.7881836e-17
-0.156,3.0741748e-17,-0.156,3.0653364e-17,-0.156,3.0534259e-17,-0.13613662,3.0108865e-17,-0.156,3.0307508e-17,-0.156,3.0201241e-17,-0.156,3.010548e-17,-0.156,3.0002828e-17,-0.14732527,2.9966071e-17,-0.14732527,2.9685752e-17,-0.14732527,2.9598434e-17,-0.156,2.9637857e-17,-0.156,2.9553196e-17,-0.156,2.9471319e-17,-0.156,2.938881e-17,-0.156,2.9314701e-17,-0.156,2.9239358e-17,-0.156,2.9164982e-17,-0.156,2.9095683e-17,-0.156,2.914454e-17,-0.156,2.910155e-17,-0.13083182,2.8599254e-17,-0.156,2.8838807e-17,-0.156,2.878135e-17,-0.156,2.8724821e-17,-0.156,2.8673146e-17,-0.14697554,2.8517015e-17,-0.14697554,2.84649e-17,-0.14697554,2.8423587e-17,-0.14697554,2.8376546e-17,-0.156,2.8437593e-17,-0.14697554,2.8297687e-17,-0.14697554,2.8257925e-17,-0.14697554,2.8222034e-17,-0.14697554,2.8182804e-17,-0.14697554,2.8153698e-17,-0.14697554,2.8117221e-17,-0.14697554,2.8093135e-17,-0.14697554,2.8062722e-17,-0.14676893,2.8036276e-17,-0.14697554,2.8009365e-17,-0.14697554,2.7986208e-17,-0.14676893,2.7962342e-17,-0.14676893,2.7939554e-17
