c(d:s)(CV_Vd_n1191_ac_des) X,c(d:s)(CV_Vd_n1191_ac_des) Y,c(d:s)(CV_Vd_n1217_ac_des) X,c(d:s)(CV_Vd_n1217_ac_des) Y,c(d:s)(CV_Vd_n1237_ac_des) X,c(d:s)(CV_Vd_n1237_ac_des) Y,c(d:s)(CV_Vd_n1257_ac_des) X,c(d:s)(CV_Vd_n1257_ac_des) Y,c(d:s)(CV_Vd_n1277_ac_des) X,c(d:s)(CV_Vd_n1277_ac_des) Y,c(d:s)(CV_Vd_n1297_ac_des) X,c(d:s)(CV_Vd_n1297_ac_des) Y,c(d:s)(CV_Vd_n1317_ac_des) X,c(d:s)(CV_Vd_n1317_ac_des) Y,c(d:s)(CV_Vd_n1337_ac_des) X,c(d:s)(CV_Vd_n1337_ac_des) Y,c(d:s)(CV_Vd_n1357_ac_des) X,c(d:s)(CV_Vd_n1357_ac_des) Y,c(d:s)(CV_Vd_n1377_ac_des) X,c(d:s)(CV_Vd_n1377_ac_des) Y,c(d:s)(CV_Vd_n1397_ac_des) X,c(d:s)(CV_Vd_n1397_ac_des) Y,c(d:s)(CV_Vd_n1417_ac_des) X,c(d:s)(CV_Vd_n1417_ac_des) Y,c(d:s)(CV_Vd_n1437_ac_des) X,c(d:s)(CV_Vd_n1437_ac_des) Y,c(d:s)(CV_Vd_n1457_ac_des) X,c(d:s)(CV_Vd_n1457_ac_des) Y,c(d:s)(CV_Vd_n1477_ac_des) X,c(d:s)(CV_Vd_n1477_ac_des) Y,c(d:s)(CV_Vd_n1497_ac_des) X,c(d:s)(CV_Vd_n1497_ac_des) Y,c(d:s)(CV_Vd_n1517_ac_des) X,c(d:s)(CV_Vd_n1517_ac_des) Y,c(d:s)(CV_Vd_n1537_ac_des) X,c(d:s)(CV_Vd_n1537_ac_des) Y,c(d:s)(CV_Vd_n1557_ac_des) X,c(d:s)(CV_Vd_n1557_ac_des) Y,c(d:s)(CV_Vd_n1577_ac_des) X,c(d:s)(CV_Vd_n1577_ac_des) Y,c(d:s)(CV_Vd_n1597_ac_des) X,c(d:s)(CV_Vd_n1597_ac_des) Y,c(d:s)(CV_Vd_n1617_ac_des) X,c(d:s)(CV_Vd_n1617_ac_des) Y,c(d:s)(CV_Vd_n1637_ac_des) X,c(d:s)(CV_Vd_n1637_ac_des) Y,c(d:s)(CV_Vd_n1657_ac_des) X,c(d:s)(CV_Vd_n1657_ac_des) Y,c(d:s)(CV_Vd_n1677_ac_des) X,c(d:s)(CV_Vd_n1677_ac_des) Y,c(d:s)(CV_Vd_n1697_ac_des) X,c(d:s)(CV_Vd_n1697_ac_des) Y,c(d:s)(CV_Vd_n1717_ac_des) X,c(d:s)(CV_Vd_n1717_ac_des) Y,c(d:s)(CV_Vd_n1737_ac_des) X,c(d:s)(CV_Vd_n1737_ac_des) Y,c(d:s)(CV_Vd_n1757_ac_des) X,c(d:s)(CV_Vd_n1757_ac_des) Y,c(d:s)(CV_Vd_n1777_ac_des) X,c(d:s)(CV_Vd_n1777_ac_des) Y,c(d:s)(CV_Vd_n1797_ac_des) X,c(d:s)(CV_Vd_n1797_ac_des) Y,c(d:s)(CV_Vd_n1817_ac_des) X,c(d:s)(CV_Vd_n1817_ac_des) Y,c(d:s)(CV_Vd_n1837_ac_des) X,c(d:s)(CV_Vd_n1837_ac_des) Y,c(d:s)(CV_Vd_n1857_ac_des) X,c(d:s)(CV_Vd_n1857_ac_des) Y,c(d:s)(CV_Vd_n1877_ac_des) X,c(d:s)(CV_Vd_n1877_ac_des) Y,c(d:s)(CV_Vd_n1897_ac_des) X,c(d:s)(CV_Vd_n1897_ac_des) Y,c(d:s)(CV_Vd_n1917_ac_des) X,c(d:s)(CV_Vd_n1917_ac_des) Y,c(d:s)(CV_Vd_n1937_ac_des) X,c(d:s)(CV_Vd_n1937_ac_des) Y,c(d:s)(CV_Vd_n1957_ac_des) X,c(d:s)(CV_Vd_n1957_ac_des) Y,c(d:s)(CV_Vd_n1977_ac_des) X,c(d:s)(CV_Vd_n1977_ac_des) Y,c(d:s)(CV_Vd_n1997_ac_des) X,c(d:s)(CV_Vd_n1997_ac_des) Y,c(d:s)(CV_Vd_n2017_ac_des) X,c(d:s)(CV_Vd_n2017_ac_des) Y,c(d:s)(CV_Vd_n2037_ac_des) X,c(d:s)(CV_Vd_n2037_ac_des) Y,c(d:s)(CV_Vd_n2057_ac_des) X,c(d:s)(CV_Vd_n2057_ac_des) Y
-0.06,-5.4303084e-19,-0.06,-5.4292205e-19,-0.06,-5.4315035e-19,-0.040136616,-5.4226986e-19,-0.06,-5.4285797e-19,-0.06,-5.4290293e-19,-0.06,-5.431163e-19,-0.06,-5.4317299e-19,-0.05132527,-5.4381324e-19,-0.05132527,-5.4297801e-19,-0.05132527,-5.4304731e-19,-0.06,-5.436855e-19,-0.06,-5.4279299e-19,-0.06,-5.4275971e-19,-0.06,-5.4275488e-19,-0.06,-5.4281834e-19,-0.06,-5.4097506e-19,-0.06,-5.4285319e-19,-0.06,-5.4278753e-19,-0.06,-5.4284218e-19,-0.06,-5.4285245e-19,-0.034831816,-5.4254929e-19,-0.06,-5.4311899e-19,-0.06,-5.4251871e-19,-0.06,-5.426392e-19,-0.06,-5.4282323e-19,-0.050975541,-5.4267083e-19,-0.050975541,-5.425551e-19,-0.050975541,-5.4335357e-19,-0.050975541,-5.4298538e-19,-0.06,-5.4346735e-19,-0.050975541,-5.4287123e-19,-0.050975541,-5.4285e-19,-0.050975541,-5.4284795e-19,-0.050975541,-5.4288714e-19,-0.050975541,-5.4290822e-19,-0.050975541,-5.4295781e-19,-0.050975541,-5.4292739e-19,-0.050975541,-5.4295252e-19,-0.050768926,-5.4220241e-19,-0.050975541,-5.4189932e-19,-0.050975541,-5.4215218e-19,-0.050768926,-5.4187725e-19,-0.050768926,-5.4113039e-19
-0.066,-5.4337978e-19,-0.066,-5.4305355e-19,-0.066,-5.4331634e-19,-0.046136616,-5.42411e-19,-0.066,-5.430056e-19,-0.066,-5.4312647e-19,-0.066,-5.433925e-19,-0.066,-5.434031e-19,-0.05732527,-5.4479257e-19,-0.05732527,-5.4359944e-19,-0.05732527,-5.4355391e-19,-0.066,-5.4432518e-19,-0.066,-5.4373701e-19,-0.066,-5.4270536e-19,-0.066,-5.4296442e-19,-0.066,-5.4298985e-19,-0.066,-5.4311171e-19,-0.066,-5.4327808e-19,-0.066,-5.4290133e-19,-0.066,-5.4298984e-19,-0.066,-5.4297181e-19,-0.040831816,-5.4243692e-19,-0.066,-5.429181e-19,-0.066,-5.4278876e-19,-0.066,-5.4267994e-19,-0.066,-5.4273721e-19,-0.056975541,-5.4291386e-19,-0.056975541,-5.427672e-19,-0.056975541,-5.426846e-19,-0.056975541,-5.4271472e-19,-0.066,-5.4278686e-19,-0.056975541,-5.4303849e-19,-0.056975541,-5.4298932e-19,-0.056975541,-5.4296223e-19,-0.056975541,-5.4296717e-19,-0.056975541,-5.4299481e-19,-0.056975541,-5.4303405e-19,-0.056975541,-5.4302681e-19,-0.056975541,-5.4302907e-19,-0.056768926,-5.4252002e-19,-0.056975541,-5.4219699e-19,-0.056975541,-5.4224404e-19,-0.056768926,-5.4213158e-19,-0.056768926,-5.4233865e-19
-0.072,-5.4359025e-19,-0.072,-5.4319599e-19,-0.072,-5.4328813e-19,-0.052136616,-5.4267973e-19,-0.072,-5.4314694e-19,-0.072,-5.4329533e-19,-0.072,-5.4347905e-19,-0.072,-5.4369267e-19,-0.06332527,-5.4296567e-19,-0.06332527,-5.4408297e-19,-0.06332527,-5.4404141e-19,-0.072,-5.4337518e-19,-0.072,-5.4403265e-19,-0.072,-5.4284788e-19,-0.072,-5.4305712e-19,-0.072,-5.429458e-19,-0.072,-5.4158602e-19,-0.072,-5.4292467e-19,-0.072,-5.429499e-19,-0.072,-5.4303506e-19,-0.072,-5.4308562e-19,-0.046831816,-5.4255892e-19,-0.072,-5.4302066e-19,-0.072,-5.4283215e-19,-0.072,-5.4281148e-19,-0.072,-5.4277079e-19,-0.062975541,-5.4314899e-19,-0.062975541,-5.4368845e-19,-0.062975541,-5.4287243e-19,-0.062975541,-5.4281208e-19,-0.072,-5.4281265e-19,-0.062975541,-5.4308367e-19,-0.062975541,-5.4310574e-19,-0.062975541,-5.4306698e-19,-0.062975541,-5.4305735e-19,-0.062975541,-5.4309962e-19,-0.062975541,-5.4307913e-19,-0.062975541,-5.4310154e-19,-0.062975541,-5.431073e-19,-0.062768926,-5.4313824e-19,-0.062975541,-5.428866e-19,-0.062975541,-5.4222849e-19,-0.062768926,-5.4239173e-19,-0.062768926,-5.425322e-19
-0.078,-5.4331826e-19,-0.078,-5.4329672e-19,-0.078,-5.4304007e-19,-0.058136616,-5.4275621e-19,-0.078,-5.4324335e-19,-0.078,-5.4320263e-19,-0.078,-5.4325494e-19,-0.078,-5.4323489e-19,-0.06932527,-5.4248552e-19,-0.06932527,-5.4450194e-19,-0.06932527,-5.4448225e-19,-0.078,-5.455123e-19,-0.078,-5.4314113e-19,-0.078,-5.4486168e-19,-0.078,-5.4315025e-19,-0.078,-5.4323155e-19,-0.078,-5.4410599e-19,-0.078,-5.4305285e-19,-0.078,-5.4299278e-19,-0.078,-5.4308422e-19,-0.078,-5.4306369e-19,-0.052831816,-5.426925e-19,-0.078,-5.4304935e-19,-0.078,-5.428929e-19,-0.078,-5.4287544e-19,-0.078,-5.4278574e-19,-0.068975541,-5.4315632e-19,-0.068975541,-5.4324045e-19,-0.068975541,-5.4312585e-19,-0.068975541,-5.4394991e-19,-0.078,-5.4379907e-19,-0.068975541,-5.4291397e-19,-0.068975541,-5.4310094e-19,-0.068975541,-5.4319282e-19,-0.068975541,-5.4312168e-19,-0.068975541,-5.4312967e-19,-0.068975541,-5.4313055e-19,-0.068975541,-5.4317905e-19,-0.068975541,-5.4315782e-19,-0.068768926,-5.4320862e-19,-0.068975541,-5.4314185e-19,-0.068975541,-5.4198132e-19,-0.068768926,-5.4244445e-19,-0.068768926,-5.4248026e-19
-0.084,-5.4247088e-19,-0.084,-5.4339857e-19,-0.084,-5.4339579e-19,-0.064136616,-5.4445627e-19,-0.084,-5.4301946e-19,-0.084,-5.4293542e-19,-0.084,-5.4307702e-19,-0.084,-5.4328274e-19,-0.07532527,-5.4489784e-19,-0.07532527,-5.4556353e-19,-0.07532527,-5.4486169e-19,-0.084,-5.4315311e-19,-0.084,-5.4583823e-19,-0.084,-5.4510349e-19,-0.084,-5.4322355e-19,-0.084,-5.427693e-19,-0.084,-5.4308374e-19,-0.084,-5.418382e-19,-0.084,-5.432578e-19,-0.084,-5.431291e-19,-0.084,-5.4301707e-19,-0.058831816,-5.4283291e-19,-0.084,-5.4301565e-19,-0.084,-5.4298858e-19,-0.084,-5.4291395e-19,-0.084,-5.4274208e-19,-0.074975541,-5.4285242e-19,-0.074975541,-5.4356728e-19,-0.074975541,-5.4326859e-19,-0.074975541,-5.4318585e-19,-0.084,-5.4336912e-19,-0.074975541,-5.4439269e-19,-0.074975541,-5.4313085e-19,-0.074975541,-5.4323765e-19,-0.074975541,-5.4317648e-19,-0.074975541,-5.4318415e-19,-0.074975541,-5.4321018e-19,-0.074975541,-5.4321095e-19,-0.074975541,-5.4321755e-19,-0.074768926,-5.4324694e-19,-0.074975541,-5.4324918e-19,-0.074975541,-5.4332273e-19,-0.074768926,-5.4244874e-19,-0.074768926,-5.4260578e-19
-0.09,-5.417123e-19,-0.09,-5.4344844e-19,-0.09,-5.4343412e-19,-0.070136616,-5.4314219e-19,-0.09,-5.4357534e-19,-0.09,-5.4343057e-19,-0.09,-5.4357828e-19,-0.09,-5.432943e-19,-0.08132527,-5.4338031e-19,-0.08132527,-5.4328115e-19,-0.08132527,-5.4603705e-19,-0.09,-5.453371e-19,-0.09,-5.4347857e-19,-0.09,-5.4200567e-19,-0.09,-5.4328528e-19,-0.09,-5.4326633e-19,-0.09,-5.4320279e-19,-0.09,-5.4237106e-19,-0.09,-5.4301528e-19,-0.09,-5.4311272e-19,-0.09,-5.4310366e-19,-0.064831816,-5.4297274e-19,-0.09,-5.4290253e-19,-0.09,-5.4295965e-19,-0.09,-5.4287181e-19,-0.09,-5.4273266e-19,-0.080975541,-5.4268603e-19,-0.080975541,-5.4346738e-19,-0.080975541,-5.4348138e-19,-0.080975541,-5.4316469e-19,-0.09,-5.434117e-19,-0.080975541,-5.4393789e-19,-0.080975541,-5.4309207e-19,-0.080975541,-5.431427e-19,-0.080975541,-5.4326513e-19,-0.080975541,-5.431888e-19,-0.080975541,-5.4322517e-19,-0.080975541,-5.4318835e-19,-0.080975541,-5.4323065e-19,-0.080768926,-5.4324327e-19,-0.080975541,-5.4328521e-19,-0.080975541,-5.4342796e-19,-0.080768926,-5.4231921e-19,-0.080768926,-5.4272261e-19
-0.096,-5.4179646e-19,-0.096,-5.4345623e-19,-0.096,-5.4341664e-19,-0.076136616,-5.4329642e-19,-0.096,-5.4337896e-19,-0.096,-5.4325409e-19,-0.096,-5.4329907e-19,-0.096,-5.4327784e-19,-0.08732527,-5.4359242e-19,-0.08732527,-5.4341567e-19,-0.08732527,-5.4345049e-19,-0.096,-5.4309888e-19,-0.096,-5.4336477e-19,-0.096,-5.4328605e-19,-0.096,-5.462153e-19,-0.096,-5.4318586e-19,-0.096,-5.4313379e-19,-0.096,-5.4286574e-19,-0.096,-5.429983e-19,-0.096,-5.4296323e-19,-0.096,-5.4314271e-19,-0.070831816,-5.4308399e-19,-0.096,-5.4272743e-19,-0.096,-5.4275235e-19,-0.096,-5.4277777e-19,-0.096,-5.4271551e-19,-0.086975541,-5.4263603e-19,-0.086975541,-5.429494e-19,-0.086975541,-5.4372591e-19,-0.086975541,-5.4329279e-19,-0.096,-5.4331602e-19,-0.086975541,-5.4370594e-19,-0.086975541,-5.434321e-19,-0.086975541,-5.4327238e-19,-0.086975541,-5.4320089e-19,-0.086975541,-5.4314117e-19,-0.086975541,-5.4327679e-19,-0.086975541,-5.4318134e-19,-0.086975541,-5.432319e-19,-0.086768926,-5.4323904e-19,-0.086975541,-5.4334092e-19,-0.086975541,-5.4339985e-19,-0.086768926,-5.4208327e-19,-0.086768926,-5.426305e-19
-0.102,-5.4128411e-19,-0.102,-5.4325612e-19,-0.102,-5.4330406e-19,-0.082136616,-5.4342913e-19,-0.102,-5.4300535e-19,-0.102,-5.4312528e-19,-0.102,-5.4329589e-19,-0.102,-5.4315151e-19,-0.09332527,-5.4337189e-19,-0.09332527,-5.4341805e-19,-0.09332527,-5.4345229e-19,-0.102,-5.4300898e-19,-0.102,-5.4532948e-19,-0.102,-5.4314806e-19,-0.102,-5.458371e-19,-0.102,-5.4306655e-19,-0.102,-5.4297132e-19,-0.102,-5.4291618e-19,-0.102,-5.4162161e-19,-0.102,-5.4279464e-19,-0.102,-5.4289781e-19,-0.076831816,-5.4314176e-19,-0.102,-5.4265427e-19,-0.102,-5.4257483e-19,-0.102,-5.4250959e-19,-0.102,-5.4253903e-19,-0.092975541,-5.4258243e-19,-0.092975541,-5.4255508e-19,-0.092975541,-5.4355631e-19,-0.092975541,-5.4346313e-19,-0.102,-5.431132e-19,-0.092975541,-5.4350934e-19,-0.092975541,-5.4346723e-19,-0.092975541,-5.4329195e-19,-0.092975541,-5.4319267e-19,-0.092975541,-5.4308508e-19,-0.092975541,-5.4304222e-19,-0.092975541,-5.431289e-19,-0.092975541,-5.431885e-19,-0.092768926,-5.4334597e-19,-0.092975541,-5.4341264e-19,-0.092975541,-5.4343362e-19,-0.092768926,-5.4344757e-19,-0.092768926,-5.4207302e-19
-0.108,-5.4062267e-19,-0.108,-5.4363623e-19,-0.108,-5.4279195e-19,-0.088136616,-5.4329364e-19,-0.108,-5.4265555e-19,-0.108,-5.3162827e-19,-0.108,-5.4299216e-19,-0.108,-5.4291332e-19,-0.09932527,-5.4323552e-19,-0.09932527,-5.433528e-19,-0.09932527,-5.4333089e-19,-0.108,-5.4462424e-19,-0.108,-5.4091454e-19,-0.108,-5.4256511e-19,-0.108,-5.4903034e-19,-0.108,-5.4876474e-19,-0.108,-5.4266752e-19,-0.108,-5.4405114e-19,-0.108,-5.4207922e-19,-0.108,-5.4053345e-19,-0.108,-5.4265004e-19,-0.082831816,-5.4309986e-19,-0.108,-5.4233733e-19,-0.108,-5.4242042e-19,-0.108,-5.4236457e-19,-0.108,-5.4233588e-19,-0.098975541,-5.4246259e-19,-0.098975541,-5.4235148e-19,-0.098975541,-5.4269864e-19,-0.098975541,-5.4378399e-19,-0.108,-5.430076e-19,-0.098975541,-5.4306779e-19,-0.098975541,-5.4339481e-19,-0.098975541,-5.4316573e-19,-0.098975541,-5.4306721e-19,-0.098975541,-5.4297043e-19,-0.098975541,-5.4289327e-19,-0.098975541,-5.4288407e-19,-0.098975541,-5.4324936e-19,-0.098768926,-5.4336441e-19,-0.098975541,-5.4340726e-19,-0.098975541,-5.4333688e-19,-0.098768926,-5.4329305e-19,-0.098768926,-5.4158106e-19
-0.114,-5.2987899e-19,-0.114,-5.3250368e-19,-0.114,-5.3284142e-19,-0.094136616,-5.4292588e-19,-0.114,-5.3280091e-19,-0.114,-5.3290021e-19,-0.114,-5.3242609e-19,-0.114,-5.3281561e-19,-0.10532527,-5.4304892e-19,-0.10532527,-5.4313644e-19,-0.10532527,-5.433195e-19,-0.114,-5.3248118e-19,-0.114,-5.3248517e-19,-0.114,-5.3237599e-19,-0.114,-5.324236e-19,-0.114,-5.3215649e-19,-0.114,-5.3194001e-19,-0.114,-5.3218505e-19,-0.114,-5.3230875e-19,-0.114,-5.3319835e-19,-0.114,-5.3220646e-19,-0.088831816,-5.4306451e-19,-0.114,-5.3229386e-19,-0.114,-5.3231683e-19,-0.114,-5.3235061e-19,-0.114,-5.3245939e-19,-0.10497554,-5.4232398e-19,-0.10497554,-5.4211704e-19,-0.10497554,-5.4213745e-19,-0.10497554,-5.4306269e-19,-0.114,-5.3186513e-19,-0.10497554,-5.4288701e-19,-0.10497554,-5.4320048e-19,-0.10497554,-5.4297505e-19,-0.10497554,-5.4287393e-19,-0.10497554,-5.4284333e-19,-0.10497554,-5.4264719e-19,-0.10497554,-5.4264875e-19,-0.10497554,-5.427461e-19,-0.10476893,-5.4279971e-19,-0.10497554,-5.4334645e-19,-0.10497554,-5.4329937e-19,-0.10476893,-5.4329378e-19,-0.10476893,-5.4326536e-19
-0.12,-5.2995406e-19,-0.12,-5.3333126e-19,-0.12,-5.3384598e-19,-0.10013662,-5.4326206e-19,-0.12,-5.337377e-19,-0.12,-5.3352984e-19,-0.12,-5.3347578e-19,-0.12,-5.3345929e-19,-0.11132527,-5.3202681e-19,-0.11132527,-5.3246146e-19,-0.11132527,-5.3240967e-19,-0.12,-5.3319361e-19,-0.12,-5.3284205e-19,-0.12,-5.327694e-19,-0.12,-5.3336132e-19,-0.12,-5.330713e-19,-0.12,-5.327728e-19,-0.12,-5.3290112e-19,-0.12,-5.3302077e-19,-0.12,-5.3354872e-19,-0.12,-5.3387451e-19,-0.094831816,-5.429302e-19,-0.12,-5.3258486e-19,-0.12,-5.3230731e-19,-0.12,-5.3255107e-19,-0.12,-5.3273813e-19,-0.11097554,-5.3190404e-19,-0.11097554,-5.3182525e-19,-0.11097554,-5.3164282e-19,-0.11097554,-5.3168823e-19,-0.12,-5.3264168e-19,-0.11097554,-5.3197888e-19,-0.11097554,-5.3192536e-19,-0.11097554,-5.3152434e-19,-0.11097554,-5.3157889e-19,-0.11097554,-5.3159976e-19,-0.11097554,-5.3183508e-19,-0.11097554,-5.3182363e-19,-0.11097554,-5.3177771e-19,-0.11076893,-5.3176203e-19,-0.11097554,-5.3160042e-19,-0.11097554,-5.315728e-19,-0.11076893,-5.3149939e-19,-0.11076893,-5.3138848e-19
-0.126,-5.2985079e-19,-0.126,-5.3412452e-19,-0.126,-5.3470301e-19,-0.10613662,-5.4422232e-19,-0.126,-5.3435283e-19,-0.126,-5.3400034e-19,-0.126,-5.3417292e-19,-0.126,-5.3422535e-19,-0.11732527,-5.3334579e-19,-0.11732527,-5.3304992e-19,-0.11732527,-5.3304074e-19,-0.126,-5.3385341e-19,-0.126,-5.340264e-19,-0.126,-5.3368613e-19,-0.126,-5.337063e-19,-0.126,-5.3423267e-19,-0.126,-5.3381774e-19,-0.126,-5.3369261e-19,-0.126,-5.3365897e-19,-0.126,-5.3398752e-19,-0.126,-5.341078e-19,-0.10083182,-5.4300805e-19,-0.126,-5.3331648e-19,-0.126,-5.3358735e-19,-0.126,-5.3320808e-19,-0.126,-5.3302392e-19,-0.11697554,-5.3266896e-19,-0.11697554,-5.3264783e-19,-0.11697554,-5.3243222e-19,-0.11697554,-5.3241376e-19,-0.126,-5.3246403e-19,-0.11697554,-5.3201939e-19,-0.11697554,-5.3180059e-19,-0.11697554,-5.3245229e-19,-0.11697554,-5.327642e-19,-0.11697554,-5.3203987e-19,-0.11697554,-5.3200107e-19,-0.11697554,-5.3196132e-19,-0.11697554,-5.319302e-19,-0.11676893,-5.3276794e-19,-0.11697554,-5.3175007e-19,-0.11697554,-5.3160203e-19,-0.11676893,-5.3133868e-19,-0.11676893,-5.3130959e-19
-0.132,-5.2945555e-19,-0.132,-5.3484685e-19,-0.132,-5.3561152e-19,-0.11213662,-5.3249699e-19,-0.132,-5.3484553e-19,-0.132,-5.3477916e-19,-0.132,-5.3532762e-19,-0.132,-5.3519783e-19,-0.12332527,-5.3326749e-19,-0.12332527,-5.3356415e-19,-0.12332527,-5.3355484e-19,-0.132,-5.3428467e-19,-0.132,-5.3364709e-19,-0.132,-5.3299024e-19,-0.132,-5.3402766e-19,-0.132,-5.3399288e-19,-0.132,-5.3439723e-19,-0.132,-5.3404084e-19,-0.132,-5.3476369e-19,-0.132,-5.3422457e-19,-0.132,-5.3427371e-19,-0.10683182,-5.4278246e-19,-0.132,-5.3401836e-19,-0.132,-5.34234e-19,-0.132,-5.33867e-19,-0.132,-5.3376298e-19,-0.12297554,-5.3259632e-19,-0.12297554,-5.328616e-19,-0.12297554,-5.3328776e-19,-0.12297554,-5.3266732e-19,-0.132,-5.3394372e-19,-0.12297554,-5.3353576e-19,-0.12297554,-5.3506501e-19,-0.12297554,-5.3292606e-19,-0.12297554,-5.3282616e-19,-0.12297554,-5.3275276e-19,-0.12297554,-5.3273121e-19,-0.12297554,-5.3295258e-19,-0.12297554,-5.3287523e-19,-0.12276893,-5.329885e-19,-0.12297554,-5.3286941e-19,-0.12297554,-5.3278874e-19,-0.12276893,-5.3147243e-19,-0.12276893,-5.3136819e-19
-0.138,-5.289066e-19,-0.138,-5.3543786e-19,-0.138,-5.3534722e-19,-0.11813662,-5.3332326e-19,-0.138,-5.3533034e-19,-0.138,-5.358541e-19,-0.138,-5.3563613e-19,-0.138,-5.3555208e-19,-0.12932527,-5.3370317e-19,-0.12932527,-5.3430333e-19,-0.12932527,-5.3359536e-19,-0.138,-5.367301e-19,-0.138,-5.3497018e-19,-0.138,-5.3395114e-19,-0.138,-5.350425e-19,-0.138,-5.3501583e-19,-0.138,-5.3495682e-19,-0.138,-5.3439706e-19,-0.138,-5.34622e-19,-0.138,-5.3459709e-19,-0.138,-5.3448259e-19,-0.11283182,-5.3219048e-19,-0.138,-5.345808e-19,-0.138,-5.3275152e-19,-0.138,-5.3444004e-19,-0.138,-5.3431854e-19,-0.12897554,-5.3314133e-19,-0.12897554,-5.33083e-19,-0.12897554,-5.3306015e-19,-0.12897554,-5.335154e-19,-0.138,-5.3416346e-19,-0.12897554,-5.3407395e-19,-0.12897554,-5.3446846e-19,-0.12897554,-5.3484056e-19,-0.12897554,-5.3353008e-19,-0.12897554,-5.3231142e-19,-0.12897554,-5.3241099e-19,-0.12897554,-5.3254622e-19,-0.12897554,-5.3258879e-19,-0.12876893,-5.3274047e-19,-0.12897554,-5.3272779e-19,-0.12897554,-5.3272433e-19,-0.12876893,-5.3247814e-19,-0.12876893,-5.3235436e-19
-0.144,-5.2789519e-19,-0.144,-5.3591898e-19,-0.144,-5.3578126e-19,-0.12413662,-5.3418637e-19,-0.144,-5.3558202e-19,-0.144,-5.3543734e-19,-0.144,-5.3454146e-19,-0.144,-5.3552988e-19,-0.13532527,-5.3421406e-19,-0.13532527,-5.3481417e-19,-0.13532527,-5.3246556e-19,-0.144,-5.3482461e-19,-0.144,-5.3582686e-19,-0.144,-5.3515466e-19,-0.144,-5.3512293e-19,-0.144,-5.3497934e-19,-0.144,-5.3489378e-19,-0.144,-5.3486314e-19,-0.144,-5.3518145e-19,-0.144,-5.3560617e-19,-0.144,-5.3486534e-19,-0.11883182,-5.3375936e-19,-0.144,-5.3452059e-19,-0.144,-5.3477799e-19,-0.144,-5.3488356e-19,-0.144,-5.3463521e-19,-0.13497554,-5.3385636e-19,-0.13497554,-5.3346089e-19,-0.13497554,-5.3403975e-19,-0.13497554,-5.3390572e-19,-0.144,-5.342954e-19,-0.13497554,-5.3434441e-19,-0.13497554,-5.344708e-19,-0.13497554,-5.3469842e-19,-0.13497554,-5.3477204e-19,-0.13497554,-5.3364414e-19,-0.13497554,-5.3354286e-19,-0.13497554,-5.3352209e-19,-0.13497554,-5.3359065e-19,-0.13476893,-5.3360617e-19,-0.13497554,-5.3360881e-19,-0.13497554,-5.3351961e-19,-0.13476893,-5.3342804e-19,-0.13476893,-5.3140458e-19
-0.15,-5.2669626e-19,-0.15,-5.3649607e-19,-0.15,-5.3626099e-19,-0.13013662,-5.3476612e-19,-0.15,-5.3589489e-19,-0.15,-5.3957998e-19,-0.15,-5.3599563e-19,-0.15,-5.3586282e-19,-0.14132527,-5.3497711e-19,-0.14132527,-5.352804e-19,-0.14132527,-5.3343535e-19,-0.15,-5.3558237e-19,-0.15,-5.383996e-19,-0.15,-5.3569111e-19,-0.15,-5.3552273e-19,-0.15,-5.3535448e-19,-0.15,-5.3672936e-19,-0.15,-5.3546381e-19,-0.15,-5.354118e-19,-0.15,-5.3606012e-19,-0.15,-5.3521317e-19,-0.12483182,-5.341235e-19,-0.15,-5.3509566e-19,-0.15,-5.3505835e-19,-0.15,-5.3516199e-19,-0.15,-5.3494808e-19,-0.14097554,-5.3438932e-19,-0.14097554,-5.3408117e-19,-0.14097554,-5.3437111e-19,-0.14097554,-5.3419449e-19,-0.15,-5.3492071e-19,-0.14097554,-5.3453968e-19,-0.14097554,-5.3452615e-19,-0.14097554,-5.3463165e-19,-0.14097554,-5.3547158e-19,-0.14097554,-5.339189e-19,-0.14097554,-5.3393406e-19,-0.14097554,-5.3392495e-19,-0.14097554,-5.3392065e-19,-0.14076893,-5.3393571e-19,-0.14097554,-5.3485727e-19,-0.14097554,-5.3517894e-19,-0.14076893,-5.3528136e-19,-0.14076893,-5.3412922e-19
