c(g:d)(CV_Vd_n1191_ac_des) X,c(g:d)(CV_Vd_n1191_ac_des) Y,c(g:d)(CV_Vd_n1217_ac_des) X,c(g:d)(CV_Vd_n1217_ac_des) Y,c(g:d)(CV_Vd_n1237_ac_des) X,c(g:d)(CV_Vd_n1237_ac_des) Y,c(g:d)(CV_Vd_n1257_ac_des) X,c(g:d)(CV_Vd_n1257_ac_des) Y,c(g:d)(CV_Vd_n1277_ac_des) X,c(g:d)(CV_Vd_n1277_ac_des) Y,c(g:d)(CV_Vd_n1297_ac_des) X,c(g:d)(CV_Vd_n1297_ac_des) Y,c(g:d)(CV_Vd_n1317_ac_des) X,c(g:d)(CV_Vd_n1317_ac_des) Y,c(g:d)(CV_Vd_n1337_ac_des) X,c(g:d)(CV_Vd_n1337_ac_des) Y,c(g:d)(CV_Vd_n1357_ac_des) X,c(g:d)(CV_Vd_n1357_ac_des) Y,c(g:d)(CV_Vd_n1377_ac_des) X,c(g:d)(CV_Vd_n1377_ac_des) Y,c(g:d)(CV_Vd_n1397_ac_des) X,c(g:d)(CV_Vd_n1397_ac_des) Y,c(g:d)(CV_Vd_n1417_ac_des) X,c(g:d)(CV_Vd_n1417_ac_des) Y,c(g:d)(CV_Vd_n1437_ac_des) X,c(g:d)(CV_Vd_n1437_ac_des) Y,c(g:d)(CV_Vd_n1457_ac_des) X,c(g:d)(CV_Vd_n1457_ac_des) Y,c(g:d)(CV_Vd_n1477_ac_des) X,c(g:d)(CV_Vd_n1477_ac_des) Y,c(g:d)(CV_Vd_n1497_ac_des) X,c(g:d)(CV_Vd_n1497_ac_des) Y,c(g:d)(CV_Vd_n1517_ac_des) X,c(g:d)(CV_Vd_n1517_ac_des) Y,c(g:d)(CV_Vd_n1537_ac_des) X,c(g:d)(CV_Vd_n1537_ac_des) Y,c(g:d)(CV_Vd_n1557_ac_des) X,c(g:d)(CV_Vd_n1557_ac_des) Y,c(g:d)(CV_Vd_n1577_ac_des) X,c(g:d)(CV_Vd_n1577_ac_des) Y,c(g:d)(CV_Vd_n1597_ac_des) X,c(g:d)(CV_Vd_n1597_ac_des) Y,c(g:d)(CV_Vd_n1617_ac_des) X,c(g:d)(CV_Vd_n1617_ac_des) Y,c(g:d)(CV_Vd_n1637_ac_des) X,c(g:d)(CV_Vd_n1637_ac_des) Y,c(g:d)(CV_Vd_n1657_ac_des) X,c(g:d)(CV_Vd_n1657_ac_des) Y,c(g:d)(CV_Vd_n1677_ac_des) X,c(g:d)(CV_Vd_n1677_ac_des) Y,c(g:d)(CV_Vd_n1697_ac_des) X,c(g:d)(CV_Vd_n1697_ac_des) Y,c(g:d)(CV_Vd_n1717_ac_des) X,c(g:d)(CV_Vd_n1717_ac_des) Y,c(g:d)(CV_Vd_n1737_ac_des) X,c(g:d)(CV_Vd_n1737_ac_des) Y,c(g:d)(CV_Vd_n1757_ac_des) X,c(g:d)(CV_Vd_n1757_ac_des) Y,c(g:d)(CV_Vd_n1777_ac_des) X,c(g:d)(CV_Vd_n1777_ac_des) Y,c(g:d)(CV_Vd_n1797_ac_des) X,c(g:d)(CV_Vd_n1797_ac_des) Y,c(g:d)(CV_Vd_n1817_ac_des) X,c(g:d)(CV_Vd_n1817_ac_des) Y,c(g:d)(CV_Vd_n1837_ac_des) X,c(g:d)(CV_Vd_n1837_ac_des) Y,c(g:d)(CV_Vd_n1857_ac_des) X,c(g:d)(CV_Vd_n1857_ac_des) Y,c(g:d)(CV_Vd_n1877_ac_des) X,c(g:d)(CV_Vd_n1877_ac_des) Y,c(g:d)(CV_Vd_n1897_ac_des) X,c(g:d)(CV_Vd_n1897_ac_des) Y,c(g:d)(CV_Vd_n1917_ac_des) X,c(g:d)(CV_Vd_n1917_ac_des) Y,c(g:d)(CV_Vd_n1937_ac_des) X,c(g:d)(CV_Vd_n1937_ac_des) Y,c(g:d)(CV_Vd_n1957_ac_des) X,c(g:d)(CV_Vd_n1957_ac_des) Y,c(g:d)(CV_Vd_n1977_ac_des) X,c(g:d)(CV_Vd_n1977_ac_des) Y,c(g:d)(CV_Vd_n1997_ac_des) X,c(g:d)(CV_Vd_n1997_ac_des) Y,c(g:d)(CV_Vd_n2017_ac_des) X,c(g:d)(CV_Vd_n2017_ac_des) Y,c(g:d)(CV_Vd_n2037_ac_des) X,c(g:d)(CV_Vd_n2037_ac_des) Y,c(g:d)(CV_Vd_n2057_ac_des) X,c(g:d)(CV_Vd_n2057_ac_des) Y
-0.06,-1.4319489e-17,-0.06,-1.4254695e-17,-0.06,-1.4160599e-17,-0.040136616,-1.395206e-17,-0.06,-1.398035e-17,-0.06,-1.3894212e-17,-0.06,-1.381023e-17,-0.06,-1.3729141e-17,-0.05132527,-1.3605861e-17,-0.05132527,-1.353131e-17,-0.05132527,-1.3458886e-17,-0.06,-1.342886e-17,-0.06,-1.3359992e-17,-0.06,-1.3293322e-17,-0.06,-1.3229002e-17,-0.06,-1.3167309e-17,-0.06,-1.3109655e-17,-0.06,-1.3050599e-17,-0.06,-1.2995295e-17,-0.06,-1.2942386e-17,-0.06,-1.2891893e-17,-0.034831816,-1.2767336e-17,-0.06,-1.2796477e-17,-0.06,-1.2753122e-17,-0.06,-1.2710643e-17,-0.06,-1.2670348e-17,-0.050975541,-1.2609622e-17,-0.050975541,-1.2574114e-17,-0.050975541,-1.2541439e-17,-0.050975541,-1.2508189e-17,-0.06,-1.2496662e-17,-0.050975541,-1.2448334e-17,-0.050975541,-1.2420528e-17,-0.050975541,-1.2394156e-17,-0.050975541,-1.2369064e-17,-0.050975541,-1.2345238e-17,-0.050975541,-1.2322564e-17,-0.050975541,-1.2300894e-17,-0.050975541,-1.2280301e-17,-0.050768926,-1.2259988e-17,-0.050975541,-1.2241506e-17,-0.050975541,-1.2223708e-17,-0.050768926,-1.2206318e-17,-0.050768926,-1.2189971e-17
-0.066,-1.4358304e-17,-0.066,-1.4293838e-17,-0.066,-1.4197851e-17,-0.046136616,-1.3986939e-17,-0.066,-1.4015502e-17,-0.066,-1.392822e-17,-0.066,-1.3843095e-17,-0.066,-1.3761321e-17,-0.05732527,-1.3636091e-17,-0.05732527,-1.3560941e-17,-0.05732527,-1.3487396e-17,-0.066,-1.345686e-17,-0.066,-1.3386824e-17,-0.066,-1.3317599e-17,-0.066,-1.3254367e-17,-0.066,-1.3191688e-17,-0.066,-1.3131311e-17,-0.066,-1.3072416e-17,-0.066,-1.3016897e-17,-0.066,-1.2963179e-17,-0.066,-1.2911739e-17,-0.040831816,-1.2784758e-17,-0.066,-1.2815307e-17,-0.066,-1.2770174e-17,-0.066,-1.2727099e-17,-0.066,-1.2686074e-17,-0.056975541,-1.2624401e-17,-0.056975541,-1.2588e-17,-0.056975541,-1.2553454e-17,-0.056975541,-1.2520668e-17,-0.066,-1.2507821e-17,-0.056975541,-1.245962e-17,-0.056975541,-1.2431292e-17,-0.056975541,-1.2404381e-17,-0.056975541,-1.2378826e-17,-0.056975541,-1.2354493e-17,-0.056975541,-1.2331358e-17,-0.056975541,-1.2309325e-17,-0.056975541,-1.2288304e-17,-0.056768926,-1.2267207e-17,-0.056975541,-1.2248729e-17,-0.056975541,-1.2230467e-17,-0.056768926,-1.2213053e-17,-0.056768926,-1.2196348e-17
-0.072,-1.4397509e-17,-0.072,-1.4332892e-17,-0.072,-1.4235887e-17,-0.052136616,-1.4022432e-17,-0.072,-1.4051064e-17,-0.072,-1.3962501e-17,-0.072,-1.3875096e-17,-0.072,-1.3793622e-17,-0.06332527,-1.3667644e-17,-0.06332527,-1.3590827e-17,-0.06332527,-1.3516372e-17,-0.072,-1.3485044e-17,-0.072,-1.3414531e-17,-0.072,-1.3345412e-17,-0.072,-1.3280099e-17,-0.072,-1.3216403e-17,-0.072,-1.3156568e-17,-0.072,-1.3095717e-17,-0.072,-1.3038898e-17,-0.072,-1.2983272e-17,-0.072,-1.2932023e-17,-0.046831816,-1.280291e-17,-0.072,-1.2833916e-17,-0.072,-1.2788293e-17,-0.072,-1.2744107e-17,-0.072,-1.2702257e-17,-0.062975541,-1.2639285e-17,-0.062975541,-1.2603124e-17,-0.062975541,-1.2567076e-17,-0.062975541,-1.2533424e-17,-0.072,-1.2520357e-17,-0.062975541,-1.2472148e-17,-0.062975541,-1.2442358e-17,-0.062975541,-1.241487e-17,-0.062975541,-1.2388788e-17,-0.062975541,-1.236402e-17,-0.062975541,-1.2340405e-17,-0.062975541,-1.2317919e-17,-0.062975541,-1.2296472e-17,-0.062768926,-1.2275783e-17,-0.062975541,-1.2255785e-17,-0.062975541,-1.2237453e-17,-0.062768926,-1.2219672e-17,-0.062768926,-1.2202706e-17
-0.078,-1.4437185e-17,-0.078,-1.4372465e-17,-0.078,-1.4273426e-17,-0.058136616,-1.4057976e-17,-0.078,-1.4086074e-17,-0.078,-1.3997269e-17,-0.078,-1.3911087e-17,-0.078,-1.3826733e-17,-0.06932527,-1.3699337e-17,-0.06932527,-1.3621006e-17,-0.06932527,-1.3545552e-17,-0.078,-1.3514101e-17,-0.078,-1.3443036e-17,-0.078,-1.3372304e-17,-0.078,-1.3306198e-17,-0.078,-1.3241467e-17,-0.078,-1.3179165e-17,-0.078,-1.3119009e-17,-0.078,-1.306129e-17,-0.078,-1.3005774e-17,-0.078,-1.2952565e-17,-0.052831816,-1.2821207e-17,-0.078,-1.2852854e-17,-0.078,-1.2806211e-17,-0.078,-1.276138e-17,-0.078,-1.2718726e-17,-0.068975541,-1.2654596e-17,-0.068975541,-1.2616942e-17,-0.068975541,-1.2581006e-17,-0.068975541,-1.2547381e-17,-0.078,-1.2533884e-17,-0.068975541,-1.2482503e-17,-0.068975541,-1.2453956e-17,-0.068975541,-1.2425664e-17,-0.068975541,-1.2399027e-17,-0.068975541,-1.2373759e-17,-0.068975541,-1.2349631e-17,-0.068975541,-1.2326729e-17,-0.068975541,-1.230485e-17,-0.068768926,-1.2283773e-17,-0.068975541,-1.2263829e-17,-0.068975541,-1.2244543e-17,-0.068768926,-1.2226463e-17,-0.068768926,-1.2209214e-17
-0.084,-1.4476388e-17,-0.084,-1.4412558e-17,-0.084,-1.4313032e-17,-0.064136616,-1.4094131e-17,-0.084,-1.4123592e-17,-0.084,-1.4029119e-17,-0.084,-1.3945556e-17,-0.084,-1.3859981e-17,-0.07532527,-1.3729904e-17,-0.07532527,-1.3651197e-17,-0.07532527,-1.3574851e-17,-0.084,-1.3544392e-17,-0.084,-1.3469721e-17,-0.084,-1.3399648e-17,-0.084,-1.3332632e-17,-0.084,-1.3265204e-17,-0.084,-1.32038e-17,-0.084,-1.3142313e-17,-0.084,-1.3083884e-17,-0.084,-1.3027695e-17,-0.084,-1.2972639e-17,-0.058831816,-1.2839805e-17,-0.084,-1.2870681e-17,-0.084,-1.2823065e-17,-0.084,-1.2777621e-17,-0.084,-1.273435e-17,-0.074975541,-1.2670084e-17,-0.074975541,-1.2631754e-17,-0.074975541,-1.2595133e-17,-0.074975541,-1.2560249e-17,-0.084,-1.2546342e-17,-0.074975541,-1.2494645e-17,-0.074975541,-1.2465409e-17,-0.074975541,-1.243666e-17,-0.074975541,-1.2409418e-17,-0.074975541,-1.2383561e-17,-0.074975541,-1.235902e-17,-0.074975541,-1.2335694e-17,-0.074975541,-1.2313339e-17,-0.074768926,-1.2291746e-17,-0.074975541,-1.2272024e-17,-0.074975541,-1.2252688e-17,-0.074768926,-1.2233182e-17,-0.074768926,-1.2215219e-17
-0.09,-1.452213e-17,-0.09,-1.4453235e-17,-0.09,-1.4352326e-17,-0.070136616,-1.413063e-17,-0.09,-1.4160407e-17,-0.09,-1.4067661e-17,-0.09,-1.3979083e-17,-0.09,-1.3893641e-17,-0.08132527,-1.3762782e-17,-0.08132527,-1.3683131e-17,-0.08132527,-1.3605833e-17,-0.09,-1.3572872e-17,-0.09,-1.3499921e-17,-0.09,-1.3428838e-17,-0.09,-1.3359478e-17,-0.09,-1.3292923e-17,-0.09,-1.3228708e-17,-0.09,-1.3166535e-17,-0.09,-1.3106468e-17,-0.09,-1.3049168e-17,-0.09,-1.2994084e-17,-0.064831816,-1.2858709e-17,-0.09,-1.2890263e-17,-0.09,-1.2841729e-17,-0.09,-1.2795386e-17,-0.09,-1.2751334e-17,-0.080975541,-1.2685043e-17,-0.080975541,-1.2646078e-17,-0.080975541,-1.260881e-17,-0.080975541,-1.2573176e-17,-0.09,-1.2559535e-17,-0.080975541,-1.2507429e-17,-0.080975541,-1.2476596e-17,-0.080975541,-1.2447833e-17,-0.080975541,-1.2419786e-17,-0.080975541,-1.2393455e-17,-0.080975541,-1.2368368e-17,-0.080975541,-1.2344648e-17,-0.080975541,-1.2321908e-17,-0.080768926,-1.2299825e-17,-0.080975541,-1.2279493e-17,-0.080975541,-1.2260325e-17,-0.080768926,-1.2239726e-17,-0.080768926,-1.222205e-17
-0.096,-1.4564374e-17,-0.096,-1.4494511e-17,-0.096,-1.4391953e-17,-0.076136616,-1.4167546e-17,-0.096,-1.4198106e-17,-0.096,-1.410529e-17,-0.096,-1.4015049e-17,-0.096,-1.3927614e-17,-0.08732527,-1.3795163e-17,-0.08732527,-1.3714611e-17,-0.08732527,-1.3636359e-17,-0.096,-1.3603976e-17,-0.096,-1.3529116e-17,-0.096,-1.3456707e-17,-0.096,-1.3386778e-17,-0.096,-1.3319227e-17,-0.096,-1.3253611e-17,-0.096,-1.3191148e-17,-0.096,-1.3130102e-17,-0.096,-1.3071699e-17,-0.096,-1.3015746e-17,-0.070831816,-1.2878091e-17,-0.096,-1.2909949e-17,-0.096,-1.2860452e-17,-0.096,-1.2813693e-17,-0.096,-1.2768673e-17,-0.086975541,-1.2701061e-17,-0.086975541,-1.2661271e-17,-0.086975541,-1.2623395e-17,-0.086975541,-1.2587255e-17,-0.096,-1.2573076e-17,-0.086975541,-1.2519992e-17,-0.086975541,-1.2488667e-17,-0.086975541,-1.2458776e-17,-0.086975541,-1.2430498e-17,-0.086975541,-1.2403691e-17,-0.086975541,-1.2378175e-17,-0.086975541,-1.2353899e-17,-0.086975541,-1.2330715e-17,-0.086768926,-1.2308177e-17,-0.086975541,-1.2287245e-17,-0.086975541,-1.2267976e-17,-0.086768926,-1.2247472e-17,-0.086768926,-1.2228774e-17
-0.102,-1.4607284e-17,-0.102,-1.4530557e-17,-0.102,-1.4433155e-17,-0.082136616,-1.4204873e-17,-0.102,-1.4236002e-17,-0.102,-1.4141512e-17,-0.102,-1.4050587e-17,-0.102,-1.3961943e-17,-0.09332527,-1.3828097e-17,-0.09332527,-1.3746468e-17,-0.09332527,-1.3667246e-17,-0.102,-1.363239e-17,-0.102,-1.3556793e-17,-0.102,-1.3485059e-17,-0.102,-1.3414366e-17,-0.102,-1.3345871e-17,-0.102,-1.327932e-17,-0.102,-1.321584e-17,-0.102,-1.3153682e-17,-0.102,-1.3094629e-17,-0.102,-1.3037638e-17,-0.076831816,-1.289777e-17,-0.102,-1.2930255e-17,-0.102,-1.2879772e-17,-0.102,-1.2831616e-17,-0.102,-1.278623e-17,-0.092975541,-1.2717233e-17,-0.092975541,-1.2676836e-17,-0.092975541,-1.2638151e-17,-0.092975541,-1.2601387e-17,-0.102,-1.2586841e-17,-0.092975541,-1.2532546e-17,-0.092975541,-1.2500791e-17,-0.092975541,-1.2470265e-17,-0.092975541,-1.2441494e-17,-0.092975541,-1.2414067e-17,-0.092975541,-1.2388107e-17,-0.092975541,-1.2363274e-17,-0.092975541,-1.2339621e-17,-0.092768926,-1.231668e-17,-0.092975541,-1.2295006e-17,-0.092975541,-1.2274471e-17,-0.092768926,-1.2255797e-17,-0.092768926,-1.2234888e-17
-0.108,-1.4636302e-17,-0.108,-1.4573444e-17,-0.108,-1.4475144e-17,-0.088136616,-1.424256e-17,-0.108,-1.4274185e-17,-0.108,-1.3786588e-17,-0.108,-1.4085273e-17,-0.108,-1.3996846e-17,-0.09932527,-1.386145e-17,-0.09932527,-1.3778696e-17,-0.09932527,-1.3698555e-17,-0.108,-1.3665461e-17,-0.108,-1.3588485e-17,-0.108,-1.3510783e-17,-0.108,-1.342063e-17,-0.108,-1.3334035e-17,-0.108,-1.3303552e-17,-0.108,-1.3240045e-17,-0.108,-1.3178489e-17,-0.108,-1.3109828e-17,-0.108,-1.3036368e-17,-0.082831816,-1.2916612e-17,-0.108,-1.2951016e-17,-0.108,-1.2839243e-17,-0.108,-1.28509e-17,-0.108,-1.28044e-17,-0.098975541,-1.273403e-17,-0.098975541,-1.269271e-17,-0.098975541,-1.2653278e-17,-0.098975541,-1.2615785e-17,-0.108,-1.220755e-17,-0.098975541,-1.2545741e-17,-0.098975541,-1.2513262e-17,-0.098975541,-1.2482219e-17,-0.098975541,-1.2452666e-17,-0.098975541,-1.2424816e-17,-0.098975541,-1.2398244e-17,-0.098975541,-1.2372899e-17,-0.098975541,-1.2348737e-17,-0.098768926,-1.2325363e-17,-0.098975541,-1.2303112e-17,-0.098975541,-1.2282264e-17,-0.098768926,-1.2263339e-17,-0.098768926,-1.2240322e-17
-0.114,-1.4363179e-17,-0.114,-1.4289159e-17,-0.114,-1.4181886e-17,-0.094136616,-1.428293e-17,-0.114,-1.3979298e-17,-0.114,-1.3883024e-17,-0.114,-1.3789738e-17,-0.114,-1.3698901e-17,-0.10532527,-1.3895081e-17,-0.10532527,-1.381139e-17,-0.10532527,-1.3730153e-17,-0.114,-1.3362607e-17,-0.114,-1.3285738e-17,-0.114,-1.3210498e-17,-0.114,-1.3137006e-17,-0.114,-1.3066093e-17,-0.114,-1.2998575e-17,-0.114,-1.2931813e-17,-0.114,-1.2869761e-17,-0.114,-1.2808706e-17,-0.114,-1.2745167e-17,-0.088831816,-1.2937011e-17,-0.114,-1.2620999e-17,-0.114,-1.2585806e-17,-0.114,-1.2537805e-17,-0.114,-1.2490676e-17,-0.10497554,-1.2751082e-17,-0.10497554,-1.2708816e-17,-0.10497554,-1.2668875e-17,-0.10497554,-1.263032e-17,-0.114,-1.2283609e-17,-0.10497554,-1.2558943e-17,-0.10497554,-1.2525799e-17,-0.10497554,-1.2494294e-17,-0.10497554,-1.2464085e-17,-0.10497554,-1.2435709e-17,-0.10497554,-1.2408538e-17,-0.10497554,-1.2382652e-17,-0.10497554,-1.2358113e-17,-0.10476893,-1.2334122e-17,-0.10497554,-1.2311671e-17,-0.10497554,-1.2289844e-17,-0.10476893,-1.2269399e-17,-0.10476893,-1.2252072e-17
-0.12,-1.4466427e-17,-0.12,-1.4391368e-17,-0.12,-1.4282296e-17,-0.10013662,-1.4320038e-17,-0.12,-1.4076993e-17,-0.12,-1.3979343e-17,-0.12,-1.3884491e-17,-0.12,-1.3792833e-17,-0.11132527,-1.3570309e-17,-0.11132527,-1.3485433e-17,-0.11132527,-1.34031e-17,-0.12,-1.3453877e-17,-0.12,-1.3375267e-17,-0.12,-1.3298518e-17,-0.12,-1.3223832e-17,-0.12,-1.3153753e-17,-0.12,-1.3083516e-17,-0.12,-1.3016094e-17,-0.12,-1.2952863e-17,-0.12,-1.2891048e-17,-0.12,-1.2831515e-17,-0.094831816,-1.2957572e-17,-0.12,-1.2717905e-17,-0.12,-1.2622136e-17,-0.12,-1.2591326e-17,-0.12,-1.255473e-17,-0.11097554,-1.2407539e-17,-0.11097554,-1.2362397e-17,-0.11097554,-1.2322785e-17,-0.11097554,-1.2283752e-17,-0.12,-1.2309539e-17,-0.11097554,-1.2211205e-17,-0.11097554,-1.2177259e-17,-0.11097554,-1.2145037e-17,-0.11097554,-1.2114102e-17,-0.11097554,-1.2084058e-17,-0.11097554,-1.2055387e-17,-0.11097554,-1.2028013e-17,-0.11097554,-1.2001506e-17,-0.11076893,-1.1980389e-17,-0.11097554,-1.1960272e-17,-0.11097554,-1.1938569e-17,-0.11076893,-1.1915607e-17,-0.11076893,-1.1895839e-17
-0.126,-1.4566744e-17,-0.126,-1.4490912e-17,-0.126,-1.4379779e-17,-0.10613662,-1.4348877e-17,-0.126,-1.41714e-17,-0.126,-1.4072248e-17,-0.126,-1.3976633e-17,-0.126,-1.3883841e-17,-0.11732527,-1.3662472e-17,-0.11732527,-1.3576857e-17,-0.11732527,-1.3493569e-17,-0.126,-1.3538621e-17,-0.126,-1.346053e-17,-0.126,-1.3383338e-17,-0.126,-1.3307359e-17,-0.126,-1.3234807e-17,-0.126,-1.3166553e-17,-0.126,-1.3097674e-17,-0.126,-1.3027942e-17,-0.126,-1.2970261e-17,-0.126,-1.2909825e-17,-0.10083182,-1.2978689e-17,-0.126,-1.2795703e-17,-0.126,-1.2741933e-17,-0.126,-1.2690587e-17,-0.126,-1.2641397e-17,-0.11697554,-1.247459e-17,-0.11697554,-1.2435367e-17,-0.11697554,-1.2394926e-17,-0.11697554,-1.2357748e-17,-0.126,-1.2354154e-17,-0.11697554,-1.2283736e-17,-0.11697554,-1.225006e-17,-0.11697554,-1.2217694e-17,-0.11697554,-1.2184013e-17,-0.11697554,-1.2157687e-17,-0.11697554,-1.2128792e-17,-0.11697554,-1.2102713e-17,-0.11697554,-1.2073152e-17,-0.11676893,-1.204799e-17,-0.11697554,-1.2026335e-17,-0.11697554,-1.2004162e-17,-0.11676893,-1.1980723e-17,-0.11676893,-1.1960561e-17
-0.132,-1.4660218e-17,-0.132,-1.4583554e-17,-0.132,-1.4470553e-17,-0.11213662,-1.4048173e-17,-0.132,-1.4258636e-17,-0.132,-1.415739e-17,-0.132,-1.4061159e-17,-0.132,-1.3967521e-17,-0.12332527,-1.3754524e-17,-0.12332527,-1.3667565e-17,-0.12332527,-1.3583e-17,-0.132,-1.361902e-17,-0.132,-1.3539462e-17,-0.132,-1.3460661e-17,-0.132,-1.33845e-17,-0.132,-1.3311088e-17,-0.132,-1.3240587e-17,-0.132,-1.3171331e-17,-0.132,-1.310267e-17,-0.132,-1.3042065e-17,-0.132,-1.2980797e-17,-0.10683182,-1.3000281e-17,-0.132,-1.2864566e-17,-0.132,-1.2810641e-17,-0.132,-1.2758152e-17,-0.132,-1.2708001e-17,-0.12297554,-1.2504637e-17,-0.12297554,-1.2475812e-17,-0.12297554,-1.2445027e-17,-0.12297554,-1.241293e-17,-0.132,-1.2489626e-17,-0.12297554,-1.2345734e-17,-0.12297554,-1.2313955e-17,-0.12297554,-1.2281999e-17,-0.12297554,-1.225126e-17,-0.12297554,-1.222178e-17,-0.12297554,-1.2193245e-17,-0.12297554,-1.2166339e-17,-0.12297554,-1.2140624e-17,-0.12276893,-1.2109479e-17,-0.12297554,-1.2086567e-17,-0.12297554,-1.2066624e-17,-0.12276893,-1.1993819e-17,-0.12276893,-1.1979279e-17
-0.138,-1.4745053e-17,-0.138,-1.4667524e-17,-0.138,-1.4552732e-17,-0.11813662,-1.4146724e-17,-0.138,-1.4336645e-17,-0.138,-1.4238035e-17,-0.138,-1.4137475e-17,-0.138,-1.4041951e-17,-0.12932527,-1.3841515e-17,-0.12932527,-1.3752603e-17,-0.12932527,-1.3666081e-17,-0.138,-1.3684648e-17,-0.138,-1.3606993e-17,-0.138,-1.3528155e-17,-0.138,-1.3452092e-17,-0.138,-1.3378903e-17,-0.138,-1.330589e-17,-0.138,-1.3236006e-17,-0.138,-1.3167219e-17,-0.138,-1.3104682e-17,-0.138,-1.304216e-17,-0.11283182,-1.2664245e-17,-0.138,-1.2925932e-17,-0.138,-1.2869288e-17,-0.138,-1.2817229e-17,-0.138,-1.2764837e-17,-0.12897554,-1.2627788e-17,-0.12897554,-1.2582669e-17,-0.12897554,-1.2540518e-17,-0.12897554,-1.2498642e-17,-0.138,-1.2542782e-17,-0.12897554,-1.2421548e-17,-0.12897554,-1.2385414e-17,-0.12897554,-1.2350295e-17,-0.12897554,-1.2317593e-17,-0.12897554,-1.2179142e-17,-0.12897554,-1.2158241e-17,-0.12897554,-1.2137239e-17,-0.12897554,-1.2116602e-17,-0.12876893,-1.2098126e-17,-0.12897554,-1.2076455e-17,-0.12897554,-1.2056537e-17,-0.12876893,-1.203928e-17,-0.12876893,-1.2021429e-17
-0.144,-1.4821356e-17,-0.144,-1.4743143e-17,-0.144,-1.4626244e-17,-0.12413662,-1.4244335e-17,-0.144,-1.4407137e-17,-0.144,-1.4306458e-17,-0.144,-1.4204948e-17,-0.144,-1.4107945e-17,-0.13532527,-1.3919825e-17,-0.13532527,-1.382947e-17,-0.13532527,-1.3743162e-17,-0.144,-1.3752023e-17,-0.144,-1.3669455e-17,-0.144,-1.3588039e-17,-0.144,-1.351037e-17,-0.144,-1.3435964e-17,-0.144,-1.3363135e-17,-0.144,-1.3292777e-17,-0.144,-1.3221523e-17,-0.144,-1.3159365e-17,-0.144,-1.309491e-17,-0.11883182,-1.2758674e-17,-0.144,-1.2976191e-17,-0.144,-1.2918386e-17,-0.144,-1.2866604e-17,-0.144,-1.2813165e-17,-0.13497554,-1.2689235e-17,-0.13497554,-1.2642881e-17,-0.13497554,-1.2598544e-17,-0.13497554,-1.2556274e-17,-0.144,-1.2587351e-17,-0.13497554,-1.2479142e-17,-0.13497554,-1.2442073e-17,-0.13497554,-1.2406853e-17,-0.13497554,-1.2373092e-17,-0.13497554,-1.2341435e-17,-0.13497554,-1.2311221e-17,-0.13497554,-1.2282528e-17,-0.13497554,-1.225531e-17,-0.13476893,-1.2229152e-17,-0.13497554,-1.220531e-17,-0.13497554,-1.2180735e-17,-0.13476893,-1.2157254e-17,-0.13476893,-1.2135299e-17
-0.15,-1.4890667e-17,-0.15,-1.4811545e-17,-0.15,-1.4689782e-17,-0.13013662,-1.4335282e-17,-0.15,-1.4469899e-17,-0.15,-1.4363926e-17,-0.15,-1.4263722e-17,-0.15,-1.4166112e-17,-0.14132527,-1.398686e-17,-0.14132527,-1.3896843e-17,-0.14132527,-1.3808915e-17,-0.15,-1.3805452e-17,-0.15,-1.3721999e-17,-0.15,-1.3640766e-17,-0.15,-1.3560509e-17,-0.15,-1.3486073e-17,-0.15,-1.3411388e-17,-0.15,-1.3340438e-17,-0.15,-1.3268491e-17,-0.15,-1.3204421e-17,-0.15,-1.3140925e-17,-0.12483182,-1.2837011e-17,-0.15,-1.3019625e-17,-0.15,-1.296065e-17,-0.15,-1.2908183e-17,-0.15,-1.2855014e-17,-0.14097554,-1.2740782e-17,-0.14097554,-1.2693852e-17,-0.14097554,-1.2648462e-17,-0.14097554,-1.2605438e-17,-0.15,-1.2622233e-17,-0.14097554,-1.252677e-17,-0.14097554,-1.248958e-17,-0.14097554,-1.2453715e-17,-0.14097554,-1.2418493e-17,-0.14097554,-1.2386335e-17,-0.14097554,-1.2355666e-17,-0.14097554,-1.2326554e-17,-0.14097554,-1.2298669e-17,-0.14076893,-1.227092e-17,-0.14097554,-1.2247111e-17,-0.14097554,-1.2223217e-17,-0.14076893,-1.2198629e-17,-0.14076893,-1.2177271e-17
