c(d:s)(CV_Vd_n1207_ac_des) X,c(d:s)(CV_Vd_n1207_ac_des) Y,c(d:s)(CV_Vd_n1227_ac_des) X,c(d:s)(CV_Vd_n1227_ac_des) Y,c(d:s)(CV_Vd_n1247_ac_des) X,c(d:s)(CV_Vd_n1247_ac_des) Y,c(d:s)(CV_Vd_n1267_ac_des) X,c(d:s)(CV_Vd_n1267_ac_des) Y,c(d:s)(CV_Vd_n1287_ac_des) X,c(d:s)(CV_Vd_n1287_ac_des) Y,c(d:s)(CV_Vd_n1307_ac_des) X,c(d:s)(CV_Vd_n1307_ac_des) Y,c(d:s)(CV_Vd_n1327_ac_des) X,c(d:s)(CV_Vd_n1327_ac_des) Y,c(d:s)(CV_Vd_n1347_ac_des) X,c(d:s)(CV_Vd_n1347_ac_des) Y,c(d:s)(CV_Vd_n1367_ac_des) X,c(d:s)(CV_Vd_n1367_ac_des) Y,c(d:s)(CV_Vd_n1387_ac_des) X,c(d:s)(CV_Vd_n1387_ac_des) Y,c(d:s)(CV_Vd_n1407_ac_des) X,c(d:s)(CV_Vd_n1407_ac_des) Y,c(d:s)(CV_Vd_n1427_ac_des) X,c(d:s)(CV_Vd_n1427_ac_des) Y,c(d:s)(CV_Vd_n1447_ac_des) X,c(d:s)(CV_Vd_n1447_ac_des) Y,c(d:s)(CV_Vd_n1467_ac_des) X,c(d:s)(CV_Vd_n1467_ac_des) Y,c(d:s)(CV_Vd_n1487_ac_des) X,c(d:s)(CV_Vd_n1487_ac_des) Y,c(d:s)(CV_Vd_n1507_ac_des) X,c(d:s)(CV_Vd_n1507_ac_des) Y,c(d:s)(CV_Vd_n1527_ac_des) X,c(d:s)(CV_Vd_n1527_ac_des) Y,c(d:s)(CV_Vd_n1547_ac_des) X,c(d:s)(CV_Vd_n1547_ac_des) Y,c(d:s)(CV_Vd_n1567_ac_des) X,c(d:s)(CV_Vd_n1567_ac_des) Y,c(d:s)(CV_Vd_n1587_ac_des) X,c(d:s)(CV_Vd_n1587_ac_des) Y,c(d:s)(CV_Vd_n1607_ac_des) X,c(d:s)(CV_Vd_n1607_ac_des) Y,c(d:s)(CV_Vd_n1627_ac_des) X,c(d:s)(CV_Vd_n1627_ac_des) Y,c(d:s)(CV_Vd_n1647_ac_des) X,c(d:s)(CV_Vd_n1647_ac_des) Y,c(d:s)(CV_Vd_n1667_ac_des) X,c(d:s)(CV_Vd_n1667_ac_des) Y,c(d:s)(CV_Vd_n1687_ac_des) X,c(d:s)(CV_Vd_n1687_ac_des) Y,c(d:s)(CV_Vd_n1707_ac_des) X,c(d:s)(CV_Vd_n1707_ac_des) Y,c(d:s)(CV_Vd_n1727_ac_des) X,c(d:s)(CV_Vd_n1727_ac_des) Y,c(d:s)(CV_Vd_n1747_ac_des) X,c(d:s)(CV_Vd_n1747_ac_des) Y,c(d:s)(CV_Vd_n1767_ac_des) X,c(d:s)(CV_Vd_n1767_ac_des) Y,c(d:s)(CV_Vd_n1787_ac_des) X,c(d:s)(CV_Vd_n1787_ac_des) Y,c(d:s)(CV_Vd_n1807_ac_des) X,c(d:s)(CV_Vd_n1807_ac_des) Y,c(d:s)(CV_Vd_n1827_ac_des) X,c(d:s)(CV_Vd_n1827_ac_des) Y,c(d:s)(CV_Vd_n1847_ac_des) X,c(d:s)(CV_Vd_n1847_ac_des) Y,c(d:s)(CV_Vd_n1867_ac_des) X,c(d:s)(CV_Vd_n1867_ac_des) Y,c(d:s)(CV_Vd_n1887_ac_des) X,c(d:s)(CV_Vd_n1887_ac_des) Y,c(d:s)(CV_Vd_n1907_ac_des) X,c(d:s)(CV_Vd_n1907_ac_des) Y,c(d:s)(CV_Vd_n1927_ac_des) X,c(d:s)(CV_Vd_n1927_ac_des) Y,c(d:s)(CV_Vd_n1947_ac_des) X,c(d:s)(CV_Vd_n1947_ac_des) Y,c(d:s)(CV_Vd_n1967_ac_des) X,c(d:s)(CV_Vd_n1967_ac_des) Y,c(d:s)(CV_Vd_n1987_ac_des) X,c(d:s)(CV_Vd_n1987_ac_des) Y,c(d:s)(CV_Vd_n2007_ac_des) X,c(d:s)(CV_Vd_n2007_ac_des) Y,c(d:s)(CV_Vd_n2027_ac_des) X,c(d:s)(CV_Vd_n2027_ac_des) Y,c(d:s)(CV_Vd_n2047_ac_des) X,c(d:s)(CV_Vd_n2047_ac_des) Y,c(d:s)(CV_Vd_n2067_ac_des) X,c(d:s)(CV_Vd_n2067_ac_des) Y
0.046517657,-1.4691579e-18,0.046517657,-1.4693838e-18,0.046517657,-1.4692017e-18,0.046517657,-1.4691037e-18,0.046517657,-1.4690403e-18,0.046517657,-1.4689265e-18,0.046517657,-1.4687943e-18,0.046831816,-1.4686119e-18,0.046831816,-1.468855e-18,0.046831816,-1.468798e-18,0.072,-1.4690719e-18,0.046831816,-1.4686656e-18,0.072,-1.4689451e-18,0.072,-1.4688821e-18,-,-,0.01395219,-1.4680127e-18,0.006072752,-1.4678581e-18,0.0044507797,-1.4677885e-18,0.046517657,-1.4683068e-18,0.046517657,-1.468263e-18,0.046517657,-1.4682176e-18,0.046517657,-1.4681641e-18,0.063114634,-1.4683034e-18,0.0032915008,-1.4675589e-18,-,-,0.0127134,-1.4676249e-18,-,-,-,-,0.006659974,-1.4674354e-18,0.006669524,-1.4674554e-18,0.013076772,-1.4675656e-18,0.013207663,-1.4674829e-18,0.013045344,-1.4675064e-18,0.0064308923,-1.4673813e-18,0.0065123672,-1.4672902e-18,0.0064715318,-1.4672913e-18,0.0064715318,-1.4672463e-18,0.0062549267,-1.4671856e-18,0.0064028997,-1.4670366e-18,0.0066308407,-1.467258e-18,0.0066545985,-1.4672562e-18,0.0066531696,-1.4671989e-18,0.012239407,-1.4672783e-18,-,-
0.052517657,-1.4692064e-18,0.052517657,-1.4694422e-18,0.052517657,-1.4693147e-18,0.052517657,-1.4691287e-18,0.052517657,-1.4690948e-18,0.052517657,-1.4690548e-18,0.052517657,-1.4689106e-18,0.052831816,-1.4687487e-18,0.052831816,-1.4689491e-18,0.052831816,-1.4688824e-18,0.078,-1.4691354e-18,0.052831816,-1.4687561e-18,0.078,-1.4690015e-18,0.078,-1.4689403e-18,-,-,0.01697353,-1.468076e-18,0.0061682298,-1.4678554e-18,0.0044730757,-1.467787e-18,0.052517657,-1.4683806e-18,0.052517657,-1.4683295e-18,0.052517657,-1.4682769e-18,0.052517657,-1.4682403e-18,0.069114634,-1.4683612e-18,0.0032916691,-1.4675619e-18,-,-,0.01541152,-1.4676506e-18,-,-,-,-,0.0080721585,-1.4674766e-18,0.0080817085,-1.4674872e-18,0.015869742,-1.4675328e-18,0.016033094,-1.4674975e-18,0.015836075,-1.4675284e-18,0.0077806616,-1.4673897e-18,0.0078926348,-1.4673388e-18,0.0078362908,-1.4673233e-18,0.0078362908,-1.4673234e-18,0.0075590297,-1.4671858e-18,0.0077078489,-1.4670944e-18,0.0079959523,-1.4672627e-18,0.0080509158,-1.4672728e-18,0.0080657148,-1.4671821e-18,0.014842628,-1.4672836e-18,-,-
0.058517657,-1.4692479e-18,0.058517657,-1.4695449e-18,0.058517657,-1.4694007e-18,0.058517657,-1.4692265e-18,0.058517657,-1.4691815e-18,0.058517657,-1.4691712e-18,0.058517657,-1.4690318e-18,0.058831816,-1.4691067e-18,0.058831816,-1.4690406e-18,0.058831816,-1.468977e-18,0.084,-1.4691769e-18,0.058831816,-1.4688445e-18,0.084,-1.4690446e-18,0.084,-1.4689867e-18,-,-,0.020558854,-1.4680745e-18,0.00628153,-1.4678583e-18,0.0044797645,-1.4677884e-18,0.058517657,-1.4684618e-18,0.058517657,-1.4684092e-18,0.058517657,-1.4683446e-18,0.058517657,-1.4683001e-18,0.075114634,-1.4684199e-18,0.0032917196,-1.4675544e-18,-,-,0.01861329,-1.4677015e-18,-,-,-,-,0.0097479507,-1.467482e-18,0.0097575008,-1.4675127e-18,0.019184068,-1.467604e-18,0.019385938,-1.4675402e-18,0.019147743,-1.4675631e-18,0.0093823879,-1.4673894e-18,0.0095305524,-1.4673681e-18,0.0094558048,-1.4673218e-18,0.0094558048,-1.4673268e-18,0.0091065653,-1.4672293e-18,0.0092389894,-1.4672069e-18,0.0095976831,-1.4673057e-18,0.0097078789,-1.4672082e-18,0.0097419351,-1.4672395e-18,0.017931784,-1.467342e-18,-,-
0.064517657,-1.4692386e-18,0.064517657,-1.4696168e-18,0.064517657,-1.4694975e-18,0.064517657,-1.4693016e-18,0.064517657,-1.4691751e-18,0.064517657,-1.4692152e-18,0.064517657,-1.469133e-18,0.064831816,-1.4691912e-18,0.064831816,-1.4691236e-18,0.064831816,-1.4690478e-18,0.09,-1.4691895e-18,0.064831816,-1.4689228e-18,0.09,-1.4690536e-18,0.09,-1.4689875e-18,-,-,0.024813438,-1.468085e-18,0.0063495102,-1.4678598e-18,0.0044877019,-1.4677888e-18,0.064517657,-1.4685223e-18,0.064517657,-1.4684681e-18,0.064517657,-1.4684219e-18,0.064517657,-1.4683554e-18,0.081114634,-1.4684623e-18,0.003291727,-1.467555e-18,-,-,0.022412722,-1.467739e-18,-,-,-,-,0.011736558,-1.4675131e-18,0.011746108,-1.4675036e-18,0.023117067,-1.4675783e-18,0.023364647,-1.4676017e-18,0.023077588,-1.4676054e-18,0.011283103,-1.4673899e-18,0.011474215,-1.4673741e-18,0.011377628,-1.4673724e-18,0.011377628,-1.4673979e-18,0.010942974,-1.4673197e-18,0.011035528,-1.4672756e-18,0.011477047,-1.4673291e-18,0.011674142,-1.4672601e-18,0.01173105,-1.4672548e-18,0.021597581,-1.4674555e-18,-,-
0.070517657,-1.469238e-18,0.070517657,-1.4696652e-18,0.070517657,-1.4695997e-18,0.070517657,-1.4694217e-18,0.070517657,-1.4692892e-18,0.070517657,-1.4691283e-18,0.070517657,-1.4692332e-18,0.070831816,-1.4692668e-18,0.070831816,-1.4691936e-18,0.070831816,-1.4691248e-18,0.096,-1.4691689e-18,0.070831816,-1.468999e-18,0.096,-1.4690122e-18,0.096,-1.4689484e-18,-,-,0.029862212,-1.4681212e-18,0.0063699042,-1.4678595e-18,0.0044900831,-1.467788e-18,0.070517657,-1.4686126e-18,0.070517657,-1.4685438e-18,0.070517657,-1.4684847e-18,0.070517657,-1.4684172e-18,0.087114634,-1.4685016e-18,0.0032917358,-1.4675569e-18,-,-,0.026921382,-1.46782e-18,-,-,-,-,0.014096371,-1.4675708e-18,0.014105921,-1.4675241e-18,0.027784226,-1.4676796e-18,0.028086047,-1.4676607e-18,0.027741004,-1.4676392e-18,0.013538618,-1.467469e-18,0.013780694,-1.4674142e-18,0.013658192,-1.4674377e-18,0.013658192,-1.4674162e-18,0.01312218,-1.467358e-18,0.013143466,-1.4672618e-18,0.013682168,-1.4673334e-18,0.014007441,-1.4673095e-18,0.014091466,-1.4672593e-18,0.025947662,-1.4675367e-18,-,-
0.076517657,-1.4691727e-18,0.076517657,-1.4697197e-18,0.076517657,-1.4696792e-18,0.076517657,-1.4695136e-18,0.076517657,-1.4694013e-18,0.076517657,-1.4691999e-18,0.076517657,-1.469121e-18,0.076831816,-1.4693356e-18,0.076831816,-1.4692593e-18,0.076831816,-1.4691918e-18,0.102,-1.4690565e-18,0.076831816,-1.469063e-18,0.102,-1.4689105e-18,0.102,-1.4688422e-18,-,-,0.035853423,-1.4680786e-18,0.0063930175,-1.4678617e-18,0.0044904244,-1.4677891e-18,0.076517657,-1.4686676e-18,0.076517657,-1.4686126e-18,0.076517657,-1.468549e-18,0.076517657,-1.4684926e-18,0.093114634,-1.4685045e-18,-,-,-,-,0.032271659,-1.4679271e-18,-,-,-,-,0.016896683,-1.4675913e-18,0.016906233,-1.4675596e-18,0.033322588,-1.4677325e-18,0.033688776,-1.4676895e-18,0.033274925,-1.4676918e-18,0.016215163,-1.4675142e-18,0.016517716,-1.4674668e-18,0.016364461,-1.4674369e-18,0.016364461,-1.4674694e-18,0.01570817,-1.4674018e-18,0.01561678,-1.467346e-18,0.01626951,-1.4673586e-18,0.016776288,-1.4673409e-18,0.016892493,-1.467321e-18,0.031109757,-1.467627e-18,-,-
0.082517657,-1.4690765e-18,0.082517657,-1.4698766e-18,0.082517657,-1.4697199e-18,0.082517657,-1.4695832e-18,0.082517657,-1.4695092e-18,0.082517657,-1.4693372e-18,0.082517657,-1.4694662e-18,0.082831816,-1.4693912e-18,0.082831816,-1.4693082e-18,0.082831816,-1.4692372e-18,0.108,-1.4688902e-18,0.082831816,-1.4691009e-18,0.108,-1.4687453e-18,0.108,-1.4686693e-18,-,-,0.041853423,-1.4683924e-18,0.0063964845,-1.4678613e-18,0.0044908294,-1.4677887e-18,0.082517657,-1.4687168e-18,0.082517657,-1.4686606e-18,0.082517657,-1.4685986e-18,0.082517657,-1.4685467e-18,0.099114634,-1.4684443e-18,-,-,-,-,0.038271659,-1.4680477e-18,-,-,-,-,0.02021972,-1.4676521e-18,0.02022927,-1.4676349e-18,0.039322588,-1.4677713e-18,0.039688776,-1.4677501e-18,0.039274925,-1.467732e-18,0.01939133,-1.4675546e-18,0.019765648,-1.4674969e-18,0.0195759,-1.4674893e-18,0.0195759,-1.4675337e-18,0.018776878,-1.467422e-18,0.018518802,-1.4674132e-18,0.019305324,-1.4674635e-18,0.020061988,-1.4674513e-18,0.020216379,-1.4674017e-18,0.037109757,-1.4676361e-18,-,-
0.088517657,-1.4689209e-18,0.088517657,-1.4699103e-18,0.088517657,-1.4697701e-18,0.088517657,-1.4697749e-18,0.088517657,-1.4696772e-18,0.088517657,-1.4695848e-18,0.088517657,-1.469498e-18,0.088831816,-1.4694178e-18,0.088831816,-1.4693462e-18,0.088831816,-1.4692588e-18,0.114,-1.4686438e-18,0.088831816,-1.4691229e-18,0.114,-1.4684834e-18,0.114,-1.4684118e-18,-,-,0.047853423,-1.4684761e-18,0.0063970045,-1.467862e-18,0.0044910724,-1.4677893e-18,0.088517657,-1.4687373e-18,0.088517657,-1.4686976e-18,0.088517657,-1.4686391e-18,0.088517657,-1.468581e-18,0.10511463,-1.4682944e-18,-,-,-,-,0.044271659,-1.4682191e-18,-,-,-,-,0.024163057,-1.4676296e-18,0.024172607,-1.4676125e-18,0.045322588,-1.467834e-18,0.045688776,-1.4678095e-18,0.045274925,-1.4678207e-18,0.023160381,-1.4676143e-18,0.023619862,-1.4675427e-18,0.023386807,-1.467525e-18,0.023386807,-1.4675405e-18,0.022418412,-1.4675103e-18,0.021923841,-1.4674678e-18,0.022867346,-1.4675135e-18,0.023961017,-1.4675335e-18,0.024160723,-1.4674718e-18,0.043109757,-1.4676225e-18,-,-
0.094517657,-1.4686903e-18,0.094517657,-1.4699137e-18,0.094517657,-1.4698446e-18,0.094517657,-1.4697785e-18,0.094517657,-1.4696793e-18,0.094517657,-1.4695849e-18,0.094517657,-1.4694911e-18,0.094831816,-1.4694046e-18,0.094831816,-1.4693217e-18,0.094831816,-1.4692534e-18,0.12,-1.4682687e-18,0.094831816,-1.4690972e-18,0.12,-1.4681027e-18,0.12,-1.4680301e-18,-,-,0.053853423,-1.4685516e-18,0.0063971571,-1.4678616e-18,0.0044912166,-1.4677879e-18,0.094517657,-1.4687072e-18,0.094517657,-1.4686514e-18,0.094517657,-1.4686143e-18,0.094517657,-1.4685609e-18,0.11111463,-1.4680614e-18,-,-,-,-,0.050271659,-1.4680815e-18,-,-,-,-,0.028842483,-1.4677352e-18,0.028852033,-1.4677168e-18,0.051322588,-1.4679426e-18,0.051688776,-1.467919e-18,0.051274925,-1.4678853e-18,0.027632988,-1.4676103e-18,0.028193528,-1.4676021e-18,0.027909084,-1.4676213e-18,0.027909084,-1.4675671e-18,0.026739699,-1.467574e-18,0.025919086,-1.4675348e-18,0.027046785,-1.4675305e-18,0.028587866,-1.4676179e-18,0.028841345,-1.4675532e-18,0.049109757,-1.4676719e-18,-,-
0.10051766,-1.468381e-18,0.10051766,-1.4698505e-18,0.10051766,-1.4698187e-18,0.10051766,-1.4697338e-18,0.10051766,-1.4696218e-18,0.10051766,-1.4695259e-18,0.10051766,-1.4694319e-18,0.10083182,-1.4693351e-18,0.10083182,-1.4692504e-18,0.10083182,-1.4691666e-18,0.126,-1.4677782e-18,0.10083182,-1.4690129e-18,0.126,-1.4676065e-18,0.126,-1.4675201e-18,-,-,0.059853423,-1.4686379e-18,0.0063971789,-1.4678623e-18,0.0044913877,-1.4677898e-18,0.10051766,-1.468607e-18,0.10051766,-1.4685636e-18,0.10051766,-1.4685149e-18,0.10051766,-1.4684597e-18,0.11711463,-1.4677294e-18,-,-,-,-,0.056271659,-1.4681395e-18,-,-,-,-,0.034395403,-1.4677708e-18,0.034404953,-1.4677367e-18,0.057322588,-1.4680102e-18,0.057688776,-1.4679865e-18,0.057274925,-1.4679575e-18,0.032940482,-1.4676914e-18,0.033620946,-1.4676339e-18,0.03327552,-1.4676173e-18,0.03327552,-1.4676037e-18,0.031867626,-1.4676661e-18,0.030606841,-1.4676478e-18,0.03195066,-1.4676294e-18,0.034078393,-1.4676454e-18,0.034395683,-1.4676407e-18,0.055109757,-1.467738e-18,-,-
0.10651766,-1.4679808e-18,0.10651766,-1.4697162e-18,0.10651766,-1.4697138e-18,0.10651766,-1.469607e-18,0.10651766,-1.4694955e-18,0.10651766,-1.4693919e-18,0.10651766,-1.4692979e-18,0.10683182,-1.4691935e-18,0.10683182,-1.4691027e-18,0.10683182,-1.4690188e-18,0.132,-1.4671964e-18,0.10683182,-1.4688483e-18,0.132,-1.4670288e-18,0.132,-1.4669242e-18,-,-,0.065853423,-1.4687058e-18,0.0063972049,-1.4678603e-18,0.0044914391,-1.4677852e-18,0.10651766,-1.4684482e-18,0.10651766,-1.4683867e-18,0.10651766,-1.4683424e-18,0.10651766,-1.4682936e-18,0.12311463,-1.4672518e-18,-,-,-,-,0.062271659,-1.4682034e-18,-,-,-,-,0.040395403,-1.4678616e-18,0.040404953,-1.4678239e-18,0.063322588,-1.4680739e-18,0.063688776,-1.4680488e-18,0.063274925,-1.4680149e-18,0.038940482,-1.4677166e-18,0.039620946,-1.4677177e-18,0.03927552,-1.467686e-18,0.03927552,-1.4676632e-18,0.037867626,-1.4677307e-18,0.03610714,-1.4677782e-18,0.03770454,-1.4677768e-18,0.040078393,-1.4677448e-18,0.040395683,-1.4676275e-18,0.061109757,-1.4677786e-18,-,-
0.11251766,-1.4674297e-18,0.11251766,-1.4694977e-18,0.11251766,-1.4694997e-18,0.11251766,-1.4693805e-18,0.11251766,-1.4692719e-18,0.11251766,-1.4691668e-18,0.11251766,-1.4690659e-18,0.11283182,-1.4689568e-18,0.11283182,-1.4688667e-18,0.11283182,-1.4687819e-18,0.138,-1.462257e-18,0.11283182,-1.4686135e-18,0.138,-1.4621681e-18,0.138,-1.4621513e-18,-,-,0.071853423,-1.4687782e-18,0.0063972127,-1.4678632e-18,0.0044914466,-1.4677881e-18,0.11251766,-1.4681893e-18,0.11251766,-1.468141e-18,0.11251766,-1.4680904e-18,0.11251766,-1.4680501e-18,0.12911463,-1.4666589e-18,-,-,-,-,0.068271659,-1.4682483e-18,-,-,-,-,0.046395403,-1.4679619e-18,0.046404953,-1.4678526e-18,0.069322588,-1.4681229e-18,0.069688776,-1.4680999e-18,0.069274925,-1.4680694e-18,0.044940482,-1.4677958e-18,0.045620946,-1.4677742e-18,0.04527552,-1.4677017e-18,0.04527552,-1.4676785e-18,0.043867626,-1.4677317e-18,0.04210714,-1.467849e-18,0.04370454,-1.4678721e-18,0.046078393,-1.4676761e-18,0.046395683,-1.4676678e-18,0.067109757,-1.4678248e-18,-,-
0.11851766,-1.4666816e-18,0.11851766,-1.4691625e-18,0.11851766,-1.4691719e-18,0.11851766,-1.4690471e-18,0.11851766,-1.4689332e-18,0.11851766,-1.4688213e-18,0.11851766,-1.4687227e-18,0.11883182,-1.4686022e-18,0.11883182,-1.4685114e-18,0.11883182,-1.4684309e-18,0.144,-1.4625259e-18,0.11883182,-1.4682696e-18,0.144,-1.4623221e-18,0.144,-1.4623111e-18,-,-,0.077853423,-1.4688294e-18,-,-,0.0044914555,-1.4677892e-18,0.11851766,-1.4678394e-18,0.11851766,-1.4677822e-18,0.11851766,-1.4677298e-18,0.11851766,-1.4676788e-18,0.13511463,-1.4613576e-18,-,-,-,-,0.074271659,-1.4682878e-18,-,-,-,-,0.052395403,-1.4680162e-18,0.052404953,-1.4679843e-18,0.075322588,-1.4681662e-18,0.075688776,-1.4681425e-18,0.075274925,-1.4681138e-18,0.050940482,-1.4678494e-18,0.051620946,-1.4678326e-18,0.05127552,-1.467815e-18,0.05127552,-1.4677991e-18,0.049867626,-1.4677592e-18,0.04810714,-1.4677352e-18,0.04970454,-1.4677329e-18,0.052078393,-1.467736e-18,0.052395683,-1.4677227e-18,0.073109757,-1.4678603e-18,-,-
0.12451766,-1.4657722e-18,0.12451766,-1.4687053e-18,0.12451766,-1.4687312e-18,0.12451766,-1.4685949e-18,0.12451766,-1.4684752e-18,0.12451766,-1.4683609e-18,0.12451766,-1.4682581e-18,0.12483182,-1.4681267e-18,0.12483182,-1.4680367e-18,0.12483182,-1.4679572e-18,0.15,-1.4628084e-18,0.12483182,-1.4677936e-18,0.15,-1.4625974e-18,0.15,-1.4625376e-18,-,-,0.083853423,-1.468875e-18,-,-,-,-,0.12451766,-1.4673467e-18,0.12451766,-1.4672778e-18,0.12451766,-1.4672216e-18,0.12451766,-1.467167e-18,0.14111463,-1.4618819e-18,-,-,-,-,0.080271659,-1.4683113e-18,-,-,-,-,0.058395403,-1.4680853e-18,0.058404953,-1.4680516e-18,0.081322588,-1.4681918e-18,0.081688776,-1.4681659e-18,0.081274925,-1.4681411e-18,0.056940482,-1.4679194e-18,0.057620946,-1.4678969e-18,0.05727552,-1.4678773e-18,0.05727552,-1.4678612e-18,0.055867626,-1.4678238e-18,0.05410714,-1.467787e-18,0.05570454,-1.4677775e-18,0.058078393,-1.4677847e-18,0.058395683,-1.4677709e-18,0.079109757,-1.4678832e-18,-,-
0.13051766,-1.4646869e-18,0.13051766,-1.4681636e-18,0.13051766,-1.4682513e-18,0.13051766,-1.4680437e-18,0.13051766,-1.4679192e-18,0.13051766,-1.4677989e-18,0.13051766,-1.4676878e-18,0.13083182,-1.467557e-18,0.13083182,-1.4674666e-18,0.13083182,-1.4673842e-18,0.156,-1.4629546e-18,0.13083182,-1.4672355e-18,0.156,-1.4627633e-18,0.156,-1.4627291e-18,-,-,0.089853423,-1.4688884e-18,-,-,-,-,0.13051766,-1.4667188e-18,0.13051766,-1.466665e-18,0.13051766,-1.4666155e-18,0.13051766,-1.4665444e-18,0.14711463,-1.4619714e-18,-,-,-,-,0.086271659,-1.4683253e-18,-,-,-,-,0.064395403,-1.4681458e-18,0.064404953,-1.4681118e-18,0.087322588,-1.4681782e-18,0.087688776,-1.4681532e-18,0.087274925,-1.4681354e-18,0.062940482,-1.4679883e-18,0.063620946,-1.4679581e-18,0.06327552,-1.467924e-18,0.06327552,-1.4678984e-18,0.061867626,-1.4678773e-18,0.06010714,-1.4678467e-18,0.06170454,-1.4678364e-18,0.064078393,-1.4678388e-18,0.064395683,-1.4678252e-18,0.085109757,-1.4679029e-18,-,-
0.13651766,-1.4586567e-18,0.13651766,-1.4629681e-18,0.13651766,-1.4631052e-18,0.13651766,-1.4630275e-18,0.13651766,-1.4629395e-18,0.13651766,-1.4628079e-18,0.13651766,-1.4626405e-18,0.13683182,-1.4625349e-18,0.13683182,-1.4623661e-18,0.13683182,-1.4623316e-18,0.162,-1.4634368e-18,0.13683182,-1.4620847e-18,0.162,-1.4633126e-18,0.162,-1.4630854e-18,-,-,0.095853423,-1.4688486e-18,-,-,-,-,0.13651766,-1.4620089e-18,0.13651766,-1.4619612e-18,0.13651766,-1.4618922e-18,0.13651766,-1.4618478e-18,0.15311463,-1.4621597e-18,-,-,-,-,0.092271659,-1.4683383e-18,-,-,-,-,0.070395403,-1.4681931e-18,0.070404953,-1.4681691e-18,0.093322588,-1.468132e-18,0.093688776,-1.4681071e-18,0.093274925,-1.4680885e-18,0.068940482,-1.4680439e-18,0.069620946,-1.4680197e-18,0.06927552,-1.4679828e-18,0.06927552,-1.4679415e-18,0.067867626,-1.4679088e-18,0.06610714,-1.4678965e-18,0.06770454,-1.4678844e-18,0.070078393,-1.4678811e-18,0.070395683,-1.4678574e-18,0.091109757,-1.4678639e-18,-,-
0.14251766,-1.4579908e-18,0.14251766,-1.463233e-18,0.14251766,-1.4634161e-18,0.14251766,-1.4632384e-18,0.14251766,-1.4631723e-18,0.14251766,-1.4630621e-18,0.14251766,-1.4629436e-18,0.14283182,-1.462811e-18,0.14283182,-1.4627005e-18,0.14283182,-1.4625756e-18,0.168,-1.4635691e-18,0.14283182,-1.4623578e-18,0.168,-1.4635018e-18,0.168,-1.4628642e-18,-,-,0.10185342,-1.468751e-18,-,-,-,-,0.14251766,-1.4620838e-18,0.14251766,-1.4620346e-18,0.14251766,-1.4619855e-18,0.14251766,-1.4619242e-18,0.15911463,-1.4622564e-18,-,-,-,-,0.098271659,-1.4683003e-18,-,-,-,-,0.076395403,-1.468238e-18,0.076404953,-1.4682116e-18,0.099322588,-1.4680586e-18,0.099688776,-1.46802e-18,0.099274925,-1.4680002e-18,0.074940482,-1.4680866e-18,0.075620946,-1.4680653e-18,0.07527552,-1.4680376e-18,0.07527552,-1.467999e-18,0.073867626,-1.4679489e-18,0.07210714,-1.4679201e-18,0.07370454,-1.4679061e-18,0.076078393,-1.4679113e-18,0.076395683,-1.4678903e-18,0.097109757,-1.4678037e-18,-,-
0.14851766,-1.4571194e-18,0.14851766,-1.4635048e-18,0.14851766,-1.4637283e-18,0.14851766,-1.4634958e-18,0.14851766,-1.4634324e-18,0.14851766,-1.4633316e-18,0.14851766,-1.4632063e-18,0.14883182,-1.4630844e-18,0.14883182,-1.4629817e-18,0.14883182,-1.4628726e-18,0.174,-1.4635414e-18,0.14883182,-1.4626433e-18,0.174,-1.4635731e-18,0.174,-1.4634491e-18,-,-,0.10785342,-1.4685578e-18,-,-,-,-,0.14851766,-1.4622247e-18,0.14851766,-1.4622014e-18,0.14851766,-1.4621531e-18,0.14851766,-1.4620928e-18,0.16511463,-1.4621876e-18,-,-,-,-,0.10427166,-1.4681754e-18,-,-,-,-,0.082395403,-1.4682477e-18,0.082404953,-1.468226e-18,0.10532259,-1.4679216e-18,0.10568878,-1.4678717e-18,0.10527493,-1.4678593e-18,0.080940482,-1.4681146e-18,0.081620946,-1.4680947e-18,0.08127552,-1.4680667e-18,0.08127552,-1.468037e-18,0.079867626,-1.4679979e-18,0.07810714,-1.4679594e-18,0.07970454,-1.467954e-18,0.082078393,-1.4679403e-18,0.082395683,-1.4679225e-18,0.10310976,-1.4676661e-18,-,-
