c(g:s)(CV_Vd_n1207_ac_des) X,c(g:s)(CV_Vd_n1207_ac_des) Y,c(g:s)(CV_Vd_n1227_ac_des) X,c(g:s)(CV_Vd_n1227_ac_des) Y,c(g:s)(CV_Vd_n1247_ac_des) X,c(g:s)(CV_Vd_n1247_ac_des) Y,c(g:s)(CV_Vd_n1267_ac_des) X,c(g:s)(CV_Vd_n1267_ac_des) Y,c(g:s)(CV_Vd_n1287_ac_des) X,c(g:s)(CV_Vd_n1287_ac_des) Y,c(g:s)(CV_Vd_n1307_ac_des) X,c(g:s)(CV_Vd_n1307_ac_des) Y,c(g:s)(CV_Vd_n1327_ac_des) X,c(g:s)(CV_Vd_n1327_ac_des) Y,c(g:s)(CV_Vd_n1347_ac_des) X,c(g:s)(CV_Vd_n1347_ac_des) Y,c(g:s)(CV_Vd_n1367_ac_des) X,c(g:s)(CV_Vd_n1367_ac_des) Y,c(g:s)(CV_Vd_n1387_ac_des) X,c(g:s)(CV_Vd_n1387_ac_des) Y,c(g:s)(CV_Vd_n1407_ac_des) X,c(g:s)(CV_Vd_n1407_ac_des) Y,c(g:s)(CV_Vd_n1427_ac_des) X,c(g:s)(CV_Vd_n1427_ac_des) Y,c(g:s)(CV_Vd_n1447_ac_des) X,c(g:s)(CV_Vd_n1447_ac_des) Y,c(g:s)(CV_Vd_n1467_ac_des) X,c(g:s)(CV_Vd_n1467_ac_des) Y,c(g:s)(CV_Vd_n1487_ac_des) X,c(g:s)(CV_Vd_n1487_ac_des) Y,c(g:s)(CV_Vd_n1507_ac_des) X,c(g:s)(CV_Vd_n1507_ac_des) Y,c(g:s)(CV_Vd_n1527_ac_des) X,c(g:s)(CV_Vd_n1527_ac_des) Y,c(g:s)(CV_Vd_n1547_ac_des) X,c(g:s)(CV_Vd_n1547_ac_des) Y,c(g:s)(CV_Vd_n1567_ac_des) X,c(g:s)(CV_Vd_n1567_ac_des) Y,c(g:s)(CV_Vd_n1587_ac_des) X,c(g:s)(CV_Vd_n1587_ac_des) Y,c(g:s)(CV_Vd_n1607_ac_des) X,c(g:s)(CV_Vd_n1607_ac_des) Y,c(g:s)(CV_Vd_n1627_ac_des) X,c(g:s)(CV_Vd_n1627_ac_des) Y,c(g:s)(CV_Vd_n1647_ac_des) X,c(g:s)(CV_Vd_n1647_ac_des) Y,c(g:s)(CV_Vd_n1667_ac_des) X,c(g:s)(CV_Vd_n1667_ac_des) Y,c(g:s)(CV_Vd_n1687_ac_des) X,c(g:s)(CV_Vd_n1687_ac_des) Y,c(g:s)(CV_Vd_n1707_ac_des) X,c(g:s)(CV_Vd_n1707_ac_des) Y,c(g:s)(CV_Vd_n1727_ac_des) X,c(g:s)(CV_Vd_n1727_ac_des) Y,c(g:s)(CV_Vd_n1747_ac_des) X,c(g:s)(CV_Vd_n1747_ac_des) Y,c(g:s)(CV_Vd_n1767_ac_des) X,c(g:s)(CV_Vd_n1767_ac_des) Y,c(g:s)(CV_Vd_n1787_ac_des) X,c(g:s)(CV_Vd_n1787_ac_des) Y,c(g:s)(CV_Vd_n1807_ac_des) X,c(g:s)(CV_Vd_n1807_ac_des) Y,c(g:s)(CV_Vd_n1827_ac_des) X,c(g:s)(CV_Vd_n1827_ac_des) Y,c(g:s)(CV_Vd_n1847_ac_des) X,c(g:s)(CV_Vd_n1847_ac_des) Y,c(g:s)(CV_Vd_n1867_ac_des) X,c(g:s)(CV_Vd_n1867_ac_des) Y,c(g:s)(CV_Vd_n1887_ac_des) X,c(g:s)(CV_Vd_n1887_ac_des) Y,c(g:s)(CV_Vd_n1907_ac_des) X,c(g:s)(CV_Vd_n1907_ac_des) Y,c(g:s)(CV_Vd_n1927_ac_des) X,c(g:s)(CV_Vd_n1927_ac_des) Y,c(g:s)(CV_Vd_n1947_ac_des) X,c(g:s)(CV_Vd_n1947_ac_des) Y,c(g:s)(CV_Vd_n1967_ac_des) X,c(g:s)(CV_Vd_n1967_ac_des) Y,c(g:s)(CV_Vd_n1987_ac_des) X,c(g:s)(CV_Vd_n1987_ac_des) Y,c(g:s)(CV_Vd_n2007_ac_des) X,c(g:s)(CV_Vd_n2007_ac_des) Y,c(g:s)(CV_Vd_n2027_ac_des) X,c(g:s)(CV_Vd_n2027_ac_des) Y,c(g:s)(CV_Vd_n2047_ac_des) X,c(g:s)(CV_Vd_n2047_ac_des) Y,c(g:s)(CV_Vd_n2067_ac_des) X,c(g:s)(CV_Vd_n2067_ac_des) Y
0.034517657,-1.1907547e-17,0.034517657,-1.1907791e-17,0.034517657,-1.1907816e-17,0.034517657,-1.1908024e-17,0.034517657,-1.1908246e-17,0.034517657,-1.1908494e-17,0.034517657,-1.1908842e-17,0.034831816,-1.1911229e-17,0.034831816,-1.1911475e-17,0.034831816,-1.1911566e-17,0.06,-1.2071836e-17,0.034831816,-1.1911635e-17,0.06,-1.2072168e-17,0.06,-1.2072316e-17,-,-,0.0092605492,-1.1755866e-17,0.0057240973,-1.1735068e-17,0.0043138303,-1.1726904e-17,0.034517657,-1.1909952e-17,0.034517657,-1.1909858e-17,0.034517657,-1.1909862e-17,0.034517657,-1.1909881e-17,0.051114634,-1.2015474e-17,0.0032904452,-1.1721466e-17,0.0020214415,-1.1714099e-17,0.0085236672,-1.1752448e-17,-,-,-,-,0.0044670856,-1.1728746e-17,0.0044766356,-1.1728874e-17,0.0087397511,-1.1754137e-17,0.0088202382,-1.1754684e-17,0.0087118018,-1.1754113e-17,0.0043349243,-1.17283e-17,0.0043690404,-1.1728593e-17,0.0043522873,-1.1728585e-17,0.0043522873,-1.1728627e-17,0.0042298708,-1.1728144e-17,0.0043428525,-1.1729218e-17,0.004475819,-1.1729535e-17,0.0044863493,-1.172985e-17,0.004459721,-1.1729715e-17,0.0081970365,-1.1751662e-17,-,-
0.040517657,-1.1945149e-17,0.040517657,-1.1945471e-17,0.040517657,-1.1945316e-17,0.040517657,-1.1945687e-17,0.040517657,-1.1945871e-17,0.040517657,-1.1946122e-17,0.040517657,-1.1946475e-17,0.040831816,-1.1949037e-17,0.040831816,-1.1948109e-17,0.040831816,-1.1948257e-17,0.066,-1.2111544e-17,0.040831816,-1.194853e-17,0.066,-1.2111897e-17,0.066,-1.2112068e-17,-,-,0.011406117,-1.1768637e-17,0.0059922932,-1.1736653e-17,0.0043764596,-1.1727275e-17,0.040517657,-1.1947572e-17,0.040517657,-1.1947288e-17,0.040517657,-1.1947239e-17,0.040517657,-1.1947243e-17,0.057114634,-1.2054487e-17,0.00329094,-1.1721475e-17,0.0020347834,-1.1714189e-17,0.010439704,-1.1763837e-17,-,-,-,-,0.0054699309,-1.1734648e-17,0.0054794809,-1.1734789e-17,0.010723145,-1.1765926e-17,0.010826683,-1.176661e-17,0.010693605,-1.1765891e-17,0.0052934462,-1.1733975e-17,0.0053492203,-1.1734376e-17,0.005321454,-1.1734306e-17,0.005321454,-1.1734358e-17,0.0051559634,-1.173365e-17,0.005290727,-1.1734754e-17,0.0054673934,-1.1735374e-17,0.0054779267,-1.1735685e-17,0.0054628225,-1.1735508e-17,0.010045682,-1.1762626e-17,-,-
0.046517657,-1.1983247e-17,0.046517657,-1.1983637e-17,0.046517657,-1.1983256e-17,0.046517657,-1.198382e-17,0.046517657,-1.1984016e-17,0.046517657,-1.1984305e-17,0.046517657,-1.1984714e-17,0.046831816,-1.1987418e-17,0.046831816,-1.1986223e-17,0.046831816,-1.1986367e-17,0.072,-1.2151875e-17,0.046831816,-1.1986653e-17,0.072,-1.2152226e-17,0.072,-1.2152399e-17,-,-,0.01395219,-1.1783841e-17,0.006072752,-1.1737134e-17,0.0044507797,-1.1727715e-17,0.046517657,-1.1985526e-17,0.046517657,-1.1985629e-17,0.046517657,-1.198574e-17,0.046517657,-1.1985837e-17,0.063114634,-1.2094016e-17,0.0032915008,-1.1721471e-17,-,-,0.0127134,-1.1777413e-17,-,-,-,-,0.006659974,-1.174167e-17,0.006669524,-1.1741817e-17,0.013076772,-1.1779957e-17,0.013207663,-1.178082e-17,0.013045344,-1.1779942e-17,0.0064308923,-1.1740678e-17,0.0065123672,-1.1741231e-17,0.0064715318,-1.1741095e-17,0.0064715318,-1.1741144e-17,0.0062549267,-1.1740099e-17,0.0064028997,-1.1741339e-17,0.0066308407,-1.1742224e-17,0.0066545985,-1.1742428e-17,0.0066531696,-1.1742524e-17,0.012239407,-1.1775983e-17,-,-
0.052517657,-1.2021831e-17,0.052517657,-1.2022309e-17,0.052517657,-1.2021648e-17,0.052517657,-1.202184e-17,0.052517657,-1.2022572e-17,0.052517657,-1.2022873e-17,0.052517657,-1.2023239e-17,0.052831816,-1.2025843e-17,0.052831816,-1.2024811e-17,0.052831816,-1.2024964e-17,0.078,-1.2192746e-17,0.052831816,-1.2025258e-17,0.078,-1.2193113e-17,0.078,-1.2193303e-17,-,-,0.01697353,-1.1802016e-17,0.0061682298,-1.1737686e-17,0.0044730757,-1.1727858e-17,0.052517657,-1.202413e-17,0.052517657,-1.202424e-17,0.052517657,-1.202437e-17,0.052517657,-1.2024458e-17,0.069114634,-1.2134122e-17,0.0032916691,-1.1721464e-17,-,-,0.01541152,-1.1793589e-17,-,-,-,-,0.0080721585,-1.1750038e-17,0.0080817085,-1.1750162e-17,0.015869742,-1.17967e-17,0.016033094,-1.1797767e-17,0.015836075,-1.1796671e-17,0.0077806616,-1.1748657e-17,0.0078926348,-1.1749406e-17,0.0078362908,-1.1749155e-17,0.0078362908,-1.1749251e-17,0.0075590297,-1.1747783e-17,0.0077078489,-1.1749072e-17,0.0079959523,-1.1750305e-17,0.0080509158,-1.1750666e-17,0.0080657148,-1.1751098e-17,0.014842628,-1.1791569e-17,-,-
0.058517657,-1.2060953e-17,0.058517657,-1.2061553e-17,0.058517657,-1.206053e-17,0.058517657,-1.2060507e-17,0.058517657,-1.2061442e-17,0.058517657,-1.2061729e-17,0.058517657,-1.2061988e-17,0.058831816,-1.2063745e-17,0.058831816,-1.206389e-17,0.058831816,-1.2064044e-17,0.084,-1.2234344e-17,0.058831816,-1.2064337e-17,0.084,-1.223473e-17,0.084,-1.2234973e-17,-,-,0.020558854,-1.1823698e-17,0.00628153,-1.1738359e-17,0.0044797645,-1.1727876e-17,0.058517657,-1.2063248e-17,0.058517657,-1.2063367e-17,0.058517657,-1.206349e-17,0.058517657,-1.2063586e-17,0.075114634,-1.2174781e-17,0.0032917196,-1.1721474e-17,-,-,0.01861329,-1.1812811e-17,-,-,-,-,0.0097479507,-1.1759969e-17,0.0097575008,-1.1760105e-17,0.019184068,-1.1816664e-17,0.019385938,-1.1817967e-17,0.019147743,-1.1816632e-17,0.0093823879,-1.175816e-17,0.0095305524,-1.1759128e-17,0.0094558048,-1.1758773e-17,0.0094558048,-1.1758826e-17,0.0091065653,-1.1756872e-17,0.0092389894,-1.1757861e-17,0.0095976831,-1.1759791e-17,0.0097078789,-1.1760777e-17,0.0097419351,-1.1760911e-17,0.017931784,-1.1810167e-17,-,-
0.064517657,-1.2100616e-17,0.064517657,-1.2101369e-17,0.064517657,-1.2099868e-17,0.064517657,-1.2099631e-17,0.064517657,-1.2100155e-17,0.064517657,-1.2101177e-17,0.064517657,-1.2101406e-17,0.064831816,-1.2103349e-17,0.064831816,-1.2103489e-17,0.064831816,-1.2103622e-17,0.09,-1.2276578e-17,0.064831816,-1.2103945e-17,0.09,-1.2277031e-17,0.09,-1.2277246e-17,-,-,0.024813438,-1.1849679e-17,0.0063495102,-1.173876e-17,0.0044877019,-1.1727937e-17,0.064517657,-1.2102889e-17,0.064517657,-1.2103025e-17,0.064517657,-1.2103141e-17,0.064517657,-1.2103257e-17,0.081114634,-1.2216102e-17,0.003291727,-1.1721489e-17,-,-,0.022412722,-1.1835846e-17,-,-,-,-,0.011736558,-1.1771798e-17,0.011746108,-1.177194e-17,0.023117067,-1.1840591e-17,0.023364647,-1.1842218e-17,0.023077588,-1.1840548e-17,0.011283103,-1.1769491e-17,0.011474215,-1.1770706e-17,0.011377628,-1.1770206e-17,0.011377628,-1.1770276e-17,0.010942974,-1.176783e-17,0.011035528,-1.1768594e-17,0.011477047,-1.1770977e-17,0.011674142,-1.1772429e-17,0.01173105,-1.1772845e-17,0.021597581,-1.1832214e-17,-,-
0.070517657,-1.2140881e-17,0.070517657,-1.2141812e-17,0.070517657,-1.2139585e-17,0.070517657,-1.2139034e-17,0.070517657,-1.2139387e-17,0.070517657,-1.2140347e-17,0.070517657,-1.2141478e-17,0.070831816,-1.2143527e-17,0.070831816,-1.2143682e-17,0.070831816,-1.2143821e-17,0.096,-1.231937e-17,0.070831816,-1.2144142e-17,0.096,-1.2319919e-17,0.096,-1.2320133e-17,-,-,0.029862212,-1.1880619e-17,0.0063699042,-1.1738887e-17,0.0044900831,-1.1727951e-17,0.070517657,-1.2143126e-17,0.070517657,-1.214325e-17,0.070517657,-1.2143379e-17,0.070517657,-1.2143496e-17,0.087114634,-1.2258135e-17,0.0032917358,-1.1721478e-17,-,-,0.026921382,-1.1863327e-17,-,-,-,-,0.014096371,-1.1785926e-17,0.014105921,-1.1786056e-17,0.027784226,-1.1869177e-17,0.028086047,-1.1871148e-17,0.027741004,-1.1869156e-17,0.013538618,-1.1782975e-17,0.013780694,-1.1784504e-17,0.013658192,-1.1783856e-17,0.013658192,-1.1783947e-17,0.01312218,-1.1780836e-17,0.013143466,-1.178115e-17,0.013682168,-1.1784475e-17,0.014007441,-1.1786466e-17,0.014091466,-1.1786945e-17,0.025947662,-1.1858862e-17,-,-
0.076517657,-1.2181757e-17,0.076517657,-1.218286e-17,0.076517657,-1.2179697e-17,0.076517657,-1.2178788e-17,0.076517657,-1.2179263e-17,0.076517657,-1.2180098e-17,0.076517657,-1.2181281e-17,0.076831816,-1.2184261e-17,0.076831816,-1.2184418e-17,0.076831816,-1.2184573e-17,0.102,-1.2362898e-17,0.076831816,-1.2184887e-17,0.102,-1.2363263e-17,0.102,-1.2363495e-17,-,-,0.035853423,-1.1918125e-17,0.0063930175,-1.1739013e-17,0.0044904244,-1.1727941e-17,0.076517657,-1.2183899e-17,0.076517657,-1.2184021e-17,0.076517657,-1.218415e-17,0.076517657,-1.2184247e-17,0.093114634,-1.2300775e-17,-,-,-,-,0.032271659,-1.1896379e-17,-,-,-,-,0.016896683,-1.1802759e-17,0.016906233,-1.1802877e-17,0.033322588,-1.190375e-17,0.033688776,-1.1906212e-17,0.033274925,-1.1903754e-17,0.016215163,-1.1799023e-17,0.016517716,-1.1800926e-17,0.016364461,-1.1800058e-17,0.016364461,-1.1800133e-17,0.01570817,-1.1796277e-17,0.01561678,-1.179584e-17,0.01626951,-1.1799856e-17,0.016776288,-1.1803058e-17,0.016892493,-1.1803808e-17,0.031109757,-1.1890665e-17,-,-
0.082517657,-1.2223181e-17,0.082517657,-1.2222324e-17,0.082517657,-1.2221005e-17,0.082517657,-1.222003e-17,0.082517657,-1.2220375e-17,0.082517657,-1.2221051e-17,0.082517657,-1.2223305e-17,0.082831816,-1.2225634e-17,0.082831816,-1.22258e-17,0.082831816,-1.2226014e-17,0.108,-1.2407174e-17,0.082831816,-1.2226406e-17,0.108,-1.2407576e-17,0.108,-1.2407827e-17,-,-,0.041853423,-1.1955517e-17,0.0063964845,-1.1739041e-17,0.0044908294,-1.1727962e-17,0.082517657,-1.2225432e-17,0.082517657,-1.2225569e-17,0.082517657,-1.2225681e-17,0.082517657,-1.2225736e-17,0.099114634,-1.2344123e-17,-,-,-,-,0.038271659,-1.1933398e-17,-,-,-,-,0.02021972,-1.1822755e-17,0.02022927,-1.1822893e-17,0.039322588,-1.1941166e-17,0.039688776,-1.1943653e-17,0.039274925,-1.1941309e-17,0.01939133,-1.181817e-17,0.019765648,-1.1820591e-17,0.0195759,-1.1819486e-17,0.0195759,-1.1819556e-17,0.018776878,-1.181479e-17,0.018518802,-1.1813297e-17,0.019305324,-1.1818104e-17,0.020061988,-1.1822793e-17,0.020216379,-1.1823808e-17,0.037109757,-1.1927871e-17,-,-
0.088517657,-1.2265117e-17,0.088517657,-1.2264285e-17,0.088517657,-1.2263083e-17,0.088517657,-1.2264717e-17,0.088517657,-1.2264903e-17,0.088517657,-1.2265094e-17,0.088517657,-1.2265296e-17,0.088831816,-1.2267706e-17,0.088831816,-1.2267883e-17,0.088831816,-1.226805e-17,0.114,-1.2452171e-17,0.088831816,-1.2268561e-17,0.114,-1.2452518e-17,0.114,-1.2452747e-17,-,-,0.047853423,-1.1993734e-17,0.0063970045,-1.1739052e-17,0.0044910724,-1.1727946e-17,0.088517657,-1.2267618e-17,0.088517657,-1.226771e-17,0.088517657,-1.2267808e-17,0.088517657,-1.2267919e-17,0.10511463,-1.2387925e-17,-,-,-,-,0.044271659,-1.1970764e-17,-,-,-,-,0.024163057,-1.1846802e-17,0.024172607,-1.1846972e-17,0.045322588,-1.1978841e-17,0.045688776,-1.1981591e-17,0.045274925,-1.1978791e-17,0.023160381,-1.1841091e-17,0.023619862,-1.1843995e-17,0.023386807,-1.1842628e-17,0.023386807,-1.1842711e-17,0.022418412,-1.1836854e-17,0.021923841,-1.1833796e-17,0.022867346,-1.1839612e-17,0.023961017,-1.1846538e-17,0.024160723,-1.1847757e-17,0.043109757,-1.1965472e-17,-,-
0.094517657,-1.2307394e-17,0.094517657,-1.2306905e-17,0.094517657,-1.2305714e-17,0.094517657,-1.2307346e-17,0.094517657,-1.2307537e-17,0.094517657,-1.230774e-17,0.094517657,-1.2307943e-17,0.094831816,-1.2310416e-17,0.094831816,-1.2310644e-17,0.094831816,-1.2310854e-17,0.12,-1.2498097e-17,0.094831816,-1.2311296e-17,0.12,-1.2498501e-17,0.12,-1.2498713e-17,-,-,0.053853423,-1.2032453e-17,0.0063971571,-1.1739044e-17,0.0044912166,-1.1727957e-17,0.094517657,-1.2310404e-17,0.094517657,-1.2310555e-17,0.094517657,-1.2310626e-17,0.094517657,-1.2310738e-17,0.11111463,-1.2432472e-17,-,-,-,-,0.050271659,-1.201028e-17,-,-,-,-,0.028842483,-1.1875456e-17,0.028852033,-1.1875622e-17,0.051322588,-1.2017463e-17,0.051688776,-1.201991e-17,0.051274925,-1.201731e-17,0.027632988,-1.1868583e-17,0.028193528,-1.187201e-17,0.027909084,-1.1870381e-17,0.027909084,-1.1870488e-17,0.026739699,-1.1863476e-17,0.025919086,-1.185829e-17,0.027046785,-1.1865418e-17,0.028587866,-1.187486e-17,0.028841345,-1.1876583e-17,0.049109757,-1.2004125e-17,-,-
0.10051766,-1.2350333e-17,0.10051766,-1.2350324e-17,0.10051766,-1.2349821e-17,0.10051766,-1.2350702e-17,0.10051766,-1.2350885e-17,0.10051766,-1.2351088e-17,0.10051766,-1.2351313e-17,0.10083182,-1.2353815e-17,0.10083182,-1.235403e-17,0.10083182,-1.2354253e-17,0.126,-1.2545078e-17,0.10083182,-1.2354543e-17,0.126,-1.2545672e-17,0.126,-1.2545947e-17,-,-,0.059853423,-1.2071654e-17,0.0063971789,-1.1739046e-17,0.0044913877,-1.1727957e-17,0.10051766,-1.2353779e-17,0.10051766,-1.235395e-17,0.10051766,-1.2354047e-17,0.10051766,-1.2354168e-17,0.11711463,-1.2477993e-17,-,-,-,-,0.056271659,-1.2049221e-17,-,-,-,-,0.034395403,-1.1910011e-17,0.034404953,-1.191024e-17,0.057322588,-1.2056475e-17,0.057688776,-1.2058964e-17,0.057274925,-1.2056325e-17,0.032940482,-1.1901693e-17,0.033620946,-1.1906123e-17,0.03327552,-1.1904027e-17,0.03327552,-1.1904188e-17,0.031867626,-1.1895449e-17,0.030606841,-1.1887271e-17,0.03195066,-1.1896117e-17,0.034078393,-1.1909322e-17,0.034395683,-1.1911212e-17,0.055109757,-1.2043006e-17,-,-
0.10651766,-1.2394532e-17,0.10651766,-1.2394492e-17,0.10651766,-1.2394526e-17,0.10651766,-1.2394729e-17,0.10651766,-1.2394909e-17,0.10651766,-1.23951e-17,0.10651766,-1.2395317e-17,0.10683182,-1.2397874e-17,0.10683182,-1.2398094e-17,0.10683182,-1.2398293e-17,0.132,-1.2593073e-17,0.10683182,-1.2398591e-17,0.132,-1.2593816e-17,0.132,-1.2594177e-17,-,-,0.065853423,-1.2111402e-17,0.0063972049,-1.1739047e-17,0.0044914391,-1.1727966e-17,0.10651766,-1.2397645e-17,0.10651766,-1.2397806e-17,0.10651766,-1.2397924e-17,0.10651766,-1.2398061e-17,0.12311463,-1.2524615e-17,-,-,-,-,0.062271659,-1.2088684e-17,-,-,-,-,0.040395403,-1.1947159e-17,0.040404953,-1.1947658e-17,0.063322588,-1.209604e-17,0.063688776,-1.209856e-17,0.063274925,-1.2095896e-17,0.038940482,-1.1939304e-17,0.039620946,-1.1943856e-17,0.03927552,-1.1941754e-17,0.03927552,-1.1941976e-17,0.037867626,-1.1933304e-17,0.03610714,-1.1922348e-17,0.03770454,-1.1932299e-17,0.040078393,-1.1946451e-17,0.040395683,-1.1948378e-17,0.061109757,-1.2082441e-17,-,-
0.11251766,-1.2439606e-17,0.11251766,-1.2439305e-17,0.11251766,-1.2439315e-17,0.11251766,-1.243948e-17,0.11251766,-1.2439655e-17,0.11251766,-1.2439853e-17,0.11251766,-1.2440078e-17,0.11283182,-1.244268e-17,0.11283182,-1.244292e-17,0.11283182,-1.2443132e-17,0.138,-1.2504773e-17,0.11283182,-1.2443532e-17,0.138,-1.2504044e-17,0.138,-1.250379e-17,-,-,0.071853423,-1.2151733e-17,0.0063972127,-1.1739049e-17,0.0044914466,-1.1727961e-17,0.11251766,-1.2442469e-17,0.11251766,-1.2442621e-17,0.11251766,-1.2442761e-17,0.11251766,-1.2442898e-17,0.12911463,-1.2572193e-17,-,-,-,-,0.068271659,-1.2128715e-17,-,-,-,-,0.046395403,-1.1985015e-17,0.046404953,-1.1985695e-17,0.069322588,-1.2136168e-17,0.069688776,-1.2138714e-17,0.069274925,-1.2135995e-17,0.044940482,-1.1976719e-17,0.045620946,-1.198202e-17,0.04527552,-1.1979992e-17,0.04527552,-1.1980085e-17,0.043867626,-1.1971543e-17,0.04210714,-1.1960222e-17,0.04370454,-1.1969669e-17,0.046078393,-1.1984555e-17,0.046395683,-1.1986653e-17,0.067109757,-1.2122376e-17,-,-
0.11851766,-1.2485305e-17,0.11851766,-1.248494e-17,0.11851766,-1.2484951e-17,0.11851766,-1.2485111e-17,0.11851766,-1.2485276e-17,0.11851766,-1.2485481e-17,0.11851766,-1.2485697e-17,0.11883182,-1.2488367e-17,0.11883182,-1.2488611e-17,0.11883182,-1.2488853e-17,0.144,-1.2591864e-17,0.11883182,-1.248928e-17,0.144,-1.2592954e-17,0.144,-1.2592502e-17,-,-,0.077853423,-1.2192626e-17,-,-,0.0044914555,-1.1727954e-17,0.11851766,-1.2488167e-17,0.11851766,-1.2488322e-17,0.11851766,-1.2488482e-17,0.11851766,-1.2488634e-17,0.13511463,-1.2462466e-17,-,-,-,-,0.074271659,-1.2169303e-17,-,-,-,-,0.052395403,-1.2024227e-17,0.052404953,-1.2024365e-17,0.075322588,-1.2176816e-17,0.075688776,-1.2179421e-17,0.075274925,-1.2176694e-17,0.050940482,-1.2015241e-17,0.051620946,-1.2019725e-17,0.05127552,-1.201756e-17,0.05127552,-1.2017632e-17,0.049867626,-1.2008636e-17,0.04810714,-1.1997411e-17,0.04970454,-1.2007767e-17,0.052078393,-1.2023185e-17,0.052395683,-1.2025299e-17,0.073109757,-1.2162854e-17,-,-
0.12451766,-1.2531299e-17,0.12451766,-1.2531513e-17,0.12451766,-1.2531527e-17,0.12451766,-1.2531693e-17,0.12451766,-1.2531847e-17,0.12451766,-1.2532021e-17,0.12451766,-1.2532283e-17,0.12483182,-1.2535032e-17,0.12483182,-1.2535319e-17,0.12483182,-1.2535598e-17,0.15,-1.2669353e-17,0.12483182,-1.2536142e-17,0.15,-1.2670858e-17,0.15,-1.2671886e-17,-,-,0.083853423,-1.2234263e-17,-,-,-,-,0.12451766,-1.2535012e-17,0.12451766,-1.2535172e-17,0.12451766,-1.2535333e-17,0.12451766,-1.253549e-17,0.14111463,-1.255248e-17,-,-,-,-,0.080271659,-1.2210552e-17,-,-,-,-,0.058395403,-1.2063321e-17,0.058404953,-1.2063469e-17,0.081322588,-1.2218155e-17,0.081688776,-1.2220804e-17,0.081274925,-1.2218035e-17,0.056940482,-1.2054218e-17,0.057620946,-1.2058736e-17,0.05727552,-1.2056514e-17,0.05727552,-1.2056623e-17,0.055867626,-1.2047547e-17,0.05410714,-1.2036187e-17,0.05570454,-1.2046676e-17,0.058078393,-1.206229e-17,0.058395683,-1.2064464e-17,0.079109757,-1.2203951e-17,-,-
0.13051766,-1.2578503e-17,0.13051766,-1.2579063e-17,0.13051766,-1.2578056e-17,0.13051766,-1.2579253e-17,0.13051766,-1.2579378e-17,0.13051766,-1.257955e-17,0.13051766,-1.2579811e-17,0.13083182,-1.2582636e-17,0.13083182,-1.2582978e-17,0.13083182,-1.2583319e-17,0.156,-1.2741791e-17,0.13083182,-1.2583977e-17,0.156,-1.2742318e-17,0.156,-1.274229e-17,-,-,0.089853423,-1.2276563e-17,-,-,-,-,0.13051766,-1.2582873e-17,0.13051766,-1.258303e-17,0.13051766,-1.2583162e-17,0.13051766,-1.2583315e-17,0.14711463,-1.264057e-17,-,-,-,-,0.086271659,-1.2252493e-17,-,-,-,-,0.064395403,-1.2103e-17,0.064404953,-1.210312e-17,0.087322588,-1.2260247e-17,0.087688776,-1.2262923e-17,0.087274925,-1.2260142e-17,0.062940482,-1.2093737e-17,0.063620946,-1.2098346e-17,0.06327552,-1.2096114e-17,0.06327552,-1.2096159e-17,0.061867626,-1.2086946e-17,0.06010714,-1.2075428e-17,0.06170454,-1.2086088e-17,0.064078393,-1.2101961e-17,0.064395683,-1.2104184e-17,0.085109757,-1.224581e-17,-,-
0.13651766,-1.2482032e-17,0.13651766,-1.2481406e-17,0.13651766,-1.2480225e-17,0.13651766,-1.2479995e-17,0.13651766,-1.2480014e-17,0.13651766,-1.248032e-17,0.13651766,-1.2480576e-17,0.13683182,-1.2485712e-17,0.13683182,-1.2486067e-17,0.13683182,-1.2486277e-17,0.162,-1.281127e-17,0.13683182,-1.2487501e-17,0.162,-1.2814791e-17,0.162,-1.2809143e-17,-,-,0.095853423,-1.2319428e-17,-,-,-,-,0.13651766,-1.2482442e-17,0.13651766,-1.2482606e-17,0.13651766,-1.2482919e-17,0.13651766,-1.2483255e-17,0.15311463,-1.2712677e-17,-,-,-,-,0.092271659,-1.2295073e-17,-,-,-,-,0.070395403,-1.2143175e-17,0.070404953,-1.214332e-17,0.093322588,-1.2303019e-17,0.093688776,-1.2305755e-17,0.093274925,-1.2302886e-17,0.068940482,-1.2133835e-17,0.069620946,-1.2138505e-17,0.06927552,-1.2136256e-17,0.06927552,-1.2136382e-17,0.067867626,-1.2126997e-17,0.06610714,-1.2115323e-17,0.06770454,-1.2126065e-17,0.070078393,-1.2142147e-17,0.070395683,-1.2144391e-17,0.091109757,-1.2288264e-17,-,-
