c(g:d)(CV_Vd_n1207_ac_des) X,c(g:d)(CV_Vd_n1207_ac_des) Y,c(g:d)(CV_Vd_n1227_ac_des) X,c(g:d)(CV_Vd_n1227_ac_des) Y,c(g:d)(CV_Vd_n1247_ac_des) X,c(g:d)(CV_Vd_n1247_ac_des) Y,c(g:d)(CV_Vd_n1267_ac_des) X,c(g:d)(CV_Vd_n1267_ac_des) Y,c(g:d)(CV_Vd_n1287_ac_des) X,c(g:d)(CV_Vd_n1287_ac_des) Y,c(g:d)(CV_Vd_n1307_ac_des) X,c(g:d)(CV_Vd_n1307_ac_des) Y,c(g:d)(CV_Vd_n1327_ac_des) X,c(g:d)(CV_Vd_n1327_ac_des) Y,c(g:d)(CV_Vd_n1347_ac_des) X,c(g:d)(CV_Vd_n1347_ac_des) Y,c(g:d)(CV_Vd_n1367_ac_des) X,c(g:d)(CV_Vd_n1367_ac_des) Y,c(g:d)(CV_Vd_n1387_ac_des) X,c(g:d)(CV_Vd_n1387_ac_des) Y,c(g:d)(CV_Vd_n1407_ac_des) X,c(g:d)(CV_Vd_n1407_ac_des) Y,c(g:d)(CV_Vd_n1427_ac_des) X,c(g:d)(CV_Vd_n1427_ac_des) Y,c(g:d)(CV_Vd_n1447_ac_des) X,c(g:d)(CV_Vd_n1447_ac_des) Y,c(g:d)(CV_Vd_n1467_ac_des) X,c(g:d)(CV_Vd_n1467_ac_des) Y,c(g:d)(CV_Vd_n1487_ac_des) X,c(g:d)(CV_Vd_n1487_ac_des) Y,c(g:d)(CV_Vd_n1507_ac_des) X,c(g:d)(CV_Vd_n1507_ac_des) Y,c(g:d)(CV_Vd_n1527_ac_des) X,c(g:d)(CV_Vd_n1527_ac_des) Y,c(g:d)(CV_Vd_n1547_ac_des) X,c(g:d)(CV_Vd_n1547_ac_des) Y,c(g:d)(CV_Vd_n1567_ac_des) X,c(g:d)(CV_Vd_n1567_ac_des) Y,c(g:d)(CV_Vd_n1587_ac_des) X,c(g:d)(CV_Vd_n1587_ac_des) Y,c(g:d)(CV_Vd_n1607_ac_des) X,c(g:d)(CV_Vd_n1607_ac_des) Y,c(g:d)(CV_Vd_n1627_ac_des) X,c(g:d)(CV_Vd_n1627_ac_des) Y,c(g:d)(CV_Vd_n1647_ac_des) X,c(g:d)(CV_Vd_n1647_ac_des) Y,c(g:d)(CV_Vd_n1667_ac_des) X,c(g:d)(CV_Vd_n1667_ac_des) Y,c(g:d)(CV_Vd_n1687_ac_des) X,c(g:d)(CV_Vd_n1687_ac_des) Y,c(g:d)(CV_Vd_n1707_ac_des) X,c(g:d)(CV_Vd_n1707_ac_des) Y,c(g:d)(CV_Vd_n1727_ac_des) X,c(g:d)(CV_Vd_n1727_ac_des) Y,c(g:d)(CV_Vd_n1747_ac_des) X,c(g:d)(CV_Vd_n1747_ac_des) Y,c(g:d)(CV_Vd_n1767_ac_des) X,c(g:d)(CV_Vd_n1767_ac_des) Y,c(g:d)(CV_Vd_n1787_ac_des) X,c(g:d)(CV_Vd_n1787_ac_des) Y,c(g:d)(CV_Vd_n1807_ac_des) X,c(g:d)(CV_Vd_n1807_ac_des) Y,c(g:d)(CV_Vd_n1827_ac_des) X,c(g:d)(CV_Vd_n1827_ac_des) Y,c(g:d)(CV_Vd_n1847_ac_des) X,c(g:d)(CV_Vd_n1847_ac_des) Y,c(g:d)(CV_Vd_n1867_ac_des) X,c(g:d)(CV_Vd_n1867_ac_des) Y,c(g:d)(CV_Vd_n1887_ac_des) X,c(g:d)(CV_Vd_n1887_ac_des) Y,c(g:d)(CV_Vd_n1907_ac_des) X,c(g:d)(CV_Vd_n1907_ac_des) Y,c(g:d)(CV_Vd_n1927_ac_des) X,c(g:d)(CV_Vd_n1927_ac_des) Y,c(g:d)(CV_Vd_n1947_ac_des) X,c(g:d)(CV_Vd_n1947_ac_des) Y,c(g:d)(CV_Vd_n1967_ac_des) X,c(g:d)(CV_Vd_n1967_ac_des) Y,c(g:d)(CV_Vd_n1987_ac_des) X,c(g:d)(CV_Vd_n1987_ac_des) Y,c(g:d)(CV_Vd_n2007_ac_des) X,c(g:d)(CV_Vd_n2007_ac_des) Y,c(g:d)(CV_Vd_n2027_ac_des) X,c(g:d)(CV_Vd_n2027_ac_des) Y,c(g:d)(CV_Vd_n2047_ac_des) X,c(g:d)(CV_Vd_n2047_ac_des) Y,c(g:d)(CV_Vd_n2067_ac_des) X,c(g:d)(CV_Vd_n2067_ac_des) Y
0.034517657,-1.1909211e-17,0.034517657,-1.1847408e-17,0.034517657,-1.1756315e-17,0.034517657,-1.1668084e-17,0.034517657,-1.1582395e-17,0.034517657,-1.1499035e-17,0.034517657,-1.1417951e-17,0.034831816,-1.1340607e-17,0.034831816,-1.1263897e-17,0.034831816,-1.1189436e-17,0.06,-1.1239145e-17,0.034831816,-1.1046923e-17,0.06,-1.1093592e-17,0.06,-1.1024028e-17,-,-,0.0092605492,-1.0687968e-17,0.0057240973,-1.0619188e-17,0.0043138303,-1.0560907e-17,0.034517657,-1.061376e-17,0.034517657,-1.056045e-17,0.034517657,-1.0509153e-17,0.034517657,-1.0459825e-17,0.051114634,-1.0464783e-17,0.0032904452,-1.0280192e-17,0.0020214415,-1.0237182e-17,0.0085236672,-1.0215343e-17,-,-,-,-,0.0044670856,-1.0100512e-17,0.0044766356,-1.0068655e-17,0.0087397511,-1.0046616e-17,0.0088202382,-1.0017297e-17,0.0087118018,-9.9889212e-18,0.0043349243,-9.9545618e-18,0.0043690404,-9.9292823e-18,0.0043522873,-9.905118e-18,0.0043522873,-9.8820658e-18,0.0042298708,-9.8596575e-18,0.0043428525,-9.8390573e-18,0.004475819,-9.8190791e-18,0.0044863493,-9.799664e-18,0.004459721,-9.7811891e-18,0.0081970365,-9.7678439e-18,-,-
0.040517657,-1.1946806e-17,0.040517657,-1.1884207e-17,0.040517657,-1.1791986e-17,0.040517657,-1.1702695e-17,0.040517657,-1.1616074e-17,0.040517657,-1.1531785e-17,0.040517657,-1.1449794e-17,0.040831816,-1.1371569e-17,0.040831816,-1.1294453e-17,0.040831816,-1.1219027e-17,0.066,-1.1269105e-17,0.040831816,-1.1074669e-17,0.066,-1.1121819e-17,0.066,-1.1051419e-17,-,-,0.011406117,-1.0696085e-17,0.0059922932,-1.0620167e-17,0.0043764596,-1.0561113e-17,0.040517657,-1.0635351e-17,0.040517657,-1.0581228e-17,0.040517657,-1.052913e-17,0.040517657,-1.0479085e-17,0.057114634,-1.0484173e-17,0.00329094,-1.028018e-17,0.0020347834,-1.023724e-17,0.010439704,-1.0220136e-17,-,-,-,-,0.0054699309,-1.0102689e-17,0.0054794809,-1.0070739e-17,0.010723145,-1.0050583e-17,0.010826683,-1.0021143e-17,0.010693605,-9.9925615e-18,0.0052934462,-9.9561951e-18,0.0053492203,-9.9308997e-18,0.005321454,-9.9066189e-18,0.005321454,-9.8834813e-18,0.0051559634,-9.8610457e-18,0.005290727,-9.8403216e-18,0.0054673934,-9.8206937e-18,0.0054779267,-9.8011395e-18,0.0054628225,-9.7822795e-18,0.010045682,-9.7699934e-18,-,-
0.046517657,-1.1984866e-17,0.046517657,-1.1921515e-17,0.046517657,-1.1828068e-17,0.046517657,-1.1737642e-17,0.046517657,-1.1650029e-17,0.046517657,-1.1564822e-17,0.046517657,-1.1481893e-17,0.046831816,-1.14035e-17,0.046831816,-1.1325028e-17,0.046831816,-1.1248749e-17,0.072,-1.1299335e-17,0.046831816,-1.1102662e-17,0.072,-1.1150334e-17,0.072,-1.1079068e-17,-,-,0.01395219,-1.0705779e-17,0.006072752,-1.0620447e-17,0.0044507797,-1.0561367e-17,0.046517657,-1.065762e-17,0.046517657,-1.0602701e-17,0.046517657,-1.0549844e-17,0.046517657,-1.0499012e-17,0.063114634,-1.0503856e-17,0.0032915008,-1.0280178e-17,-,-,0.0127134,-1.022584e-17,-,-,-,-,0.006659974,-1.0105251e-17,0.006669524,-1.0073184e-17,0.013076772,-1.0055303e-17,0.013207663,-1.0025716e-17,0.013045344,-9.9969062e-18,0.0064308923,-9.9581369e-18,0.0065123672,-9.9327981e-18,0.0064715318,-9.9084054e-18,0.0064715318,-9.8852038e-18,0.0062549267,-9.8627274e-18,0.0064028997,-9.8419503e-18,0.0066308407,-9.8222603e-18,0.0066545985,-9.8026481e-18,0.0066531696,-9.7836847e-18,0.012239407,-9.7723643e-18,-,-
0.052517657,-1.2023361e-17,0.052517657,-1.1959235e-17,0.052517657,-1.1864595e-17,0.052517657,-1.1772956e-17,0.052517657,-1.1684277e-17,0.052517657,-1.1598111e-17,0.052517657,-1.1514061e-17,0.052831816,-1.143529e-17,0.052831816,-1.1355932e-17,0.052831816,-1.1278796e-17,0.078,-1.1330072e-17,0.052831816,-1.1130987e-17,0.078,-1.1179355e-17,0.078,-1.1107223e-17,-,-,0.01697353,-1.0717387e-17,0.0061682298,-1.0620812e-17,0.0044730757,-1.0561465e-17,0.052517657,-1.0679994e-17,0.052517657,-1.0624248e-17,0.052517657,-1.0570554e-17,0.052517657,-1.0518929e-17,0.069114634,-1.0523844e-17,0.0032916691,-1.0280193e-17,-,-,0.01541152,-1.023266e-17,-,-,-,-,0.0080721585,-1.0108298e-17,0.0080817085,-1.0076119e-17,0.015869742,-1.0060927e-17,0.016033094,-1.0031143e-17,0.015836075,-1.0002029e-17,0.0077806616,-9.9604551e-18,0.0078926348,-9.9350453e-18,0.0078362908,-9.9105359e-18,0.0078362908,-9.8872536e-18,0.0075590297,-9.8646202e-18,0.0077078489,-9.8437406e-18,0.0079959523,-9.8238641e-18,0.0080509158,-9.804437e-18,0.0080657148,-9.7853614e-18,0.014842628,-9.7752567e-18,-,-
0.058517657,-1.2062423e-17,0.058517657,-1.1997587e-17,0.058517657,-1.1901414e-17,0.058517657,-1.1808487e-17,0.058517657,-1.1718735e-17,0.058517657,-1.1631524e-17,0.058517657,-1.1546531e-17,0.058831816,-1.146746e-17,0.058831816,-1.138722e-17,0.058831816,-1.1309203e-17,0.084,-1.1361171e-17,0.058831816,-1.1159663e-17,0.084,-1.1208734e-17,0.084,-1.1135788e-17,-,-,0.020558854,-1.0731287e-17,0.00628153,-1.0621185e-17,0.0044797645,-1.0561485e-17,0.058517657,-1.0702684e-17,0.058517657,-1.0646113e-17,0.058517657,-1.0591617e-17,0.058517657,-1.053918e-17,0.075114634,-1.0544143e-17,0.0032917196,-1.028018e-17,-,-,0.01861329,-1.0240791e-17,-,-,-,-,0.0097479507,-1.0111948e-17,0.0097575008,-1.0079593e-17,0.019184068,-1.0067653e-17,0.019385938,-1.0037645e-17,0.019147743,-1.0008157e-17,0.0093823879,-9.9632258e-18,0.0095305524,-9.9377518e-18,0.0094558048,-9.9131002e-18,0.0094558048,-9.889712e-18,0.0091065653,-9.8667334e-18,0.0092389894,-9.845769e-18,0.0095976831,-9.8260215e-18,0.0097078789,-9.8061767e-18,0.0097419351,-9.7874063e-18,0.017931784,-9.7788903e-18,-,-
0.064517657,-1.2101979e-17,0.064517657,-1.203622e-17,0.064517657,-1.1938621e-17,0.064517657,-1.1844418e-17,0.064517657,-1.1753615e-17,0.064517657,-1.166545e-17,0.064517657,-1.1579489e-17,0.064831816,-1.1499966e-17,0.064831816,-1.1418846e-17,0.064831816,-1.1339949e-17,0.09,-1.1392591e-17,0.064831816,-1.1188695e-17,0.09,-1.1238494e-17,0.09,-1.11646e-17,-,-,0.024813438,-1.074792e-17,0.0063495102,-1.0621438e-17,0.0044877019,-1.0561505e-17,0.064517657,-1.0725738e-17,0.064517657,-1.0668314e-17,0.064517657,-1.0613004e-17,0.064517657,-1.0559736e-17,0.081114634,-1.0564928e-17,0.003291727,-1.0280181e-17,-,-,0.022412722,-1.0250535e-17,-,-,-,-,0.011736558,-1.0116316e-17,0.011746108,-1.0083752e-17,0.023117067,-1.007571e-17,0.023364647,-1.0045439e-17,0.023077588,-1.0015499e-17,0.011283103,-9.9665448e-18,0.011474215,-9.9409936e-18,0.011377628,-9.9161413e-18,0.011377628,-9.8925963e-18,0.010942974,-9.8694343e-18,0.011035528,-9.848097e-18,0.011477047,-9.8281539e-18,0.011674142,-9.8086082e-18,0.01173105,-9.7897734e-18,0.021597581,-9.7833e-18,-,-
0.070517657,-1.2142094e-17,0.070517657,-1.2075242e-17,0.070517657,-1.1976393e-17,0.070517657,-1.1880857e-17,0.070517657,-1.1788983e-17,0.070517657,-1.1699648e-17,0.070517657,-1.1612577e-17,0.070831816,-1.1532813e-17,0.070831816,-1.1450789e-17,0.070831816,-1.1371004e-17,0.096,-1.142428e-17,0.070831816,-1.121802e-17,0.096,-1.1268536e-17,0.096,-1.1193782e-17,-,-,0.029862212,-1.0767742e-17,0.0063699042,-1.0621508e-17,0.0044900831,-1.056151e-17,0.070517657,-1.0749068e-17,0.070517657,-1.0690811e-17,0.070517657,-1.0634669e-17,0.070517657,-1.0580589e-17,0.087114634,-1.0586053e-17,0.0032917358,-1.0280182e-17,-,-,0.026921382,-1.0262114e-17,-,-,-,-,0.014096371,-1.0121518e-17,0.014105921,-1.0088713e-17,0.027784226,-1.008541e-17,0.028086047,-1.0054767e-17,0.027741004,-1.0024262e-17,0.013538618,-9.970529e-18,0.013780694,-9.9448833e-18,0.013658192,-9.919795e-18,0.013658192,-9.8960774e-18,0.01312218,-9.8726234e-18,0.013143466,-9.8510813e-18,0.013682168,-9.8312115e-18,0.014007441,-9.8115967e-18,0.014091466,-9.792543e-18,0.025947662,-9.7883888e-18,-,-
0.076517657,-1.2182747e-17,0.076517657,-1.2114617e-17,0.076517657,-1.2014561e-17,0.076517657,-1.1917574e-17,0.076517657,-1.1824827e-17,0.076517657,-1.1734688e-17,0.076517657,-1.1649535e-17,0.076831816,-1.1566081e-17,0.076831816,-1.1483146e-17,0.076831816,-1.1402498e-17,0.102,-1.1456111e-17,0.076831816,-1.1247789e-17,0.102,-1.1298487e-17,0.102,-1.1222933e-17,-,-,0.035853423,-1.0791449e-17,0.0063930175,-1.0621618e-17,0.0044904244,-1.0561514e-17,0.076517657,-1.077281e-17,0.076517657,-1.0713708e-17,0.076517657,-1.065673e-17,0.076517657,-1.0601832e-17,0.093114634,-1.0607426e-17,-,-,-,-,0.032271659,-1.0276097e-17,-,-,-,-,0.016896683,-1.012771e-17,0.016906233,-1.0094636e-17,0.033322588,-1.0096983e-17,0.033688776,-1.0065934e-17,0.033274925,-1.0034856e-17,0.016215163,-9.9752198e-18,0.016517716,-9.9494769e-18,0.016364461,-9.9241352e-18,0.016364461,-9.9001934e-18,0.01570817,-9.8764061e-18,0.01561678,-9.8544232e-18,0.01626951,-9.8344648e-18,0.016776288,-9.8150827e-18,0.016892493,-9.7960165e-18,0.031109757,-9.7947304e-18,-,-
0.082517657,-1.2224077e-17,0.082517657,-1.2155211e-17,0.082517657,-1.2053806e-17,0.082517657,-1.1955327e-17,0.082517657,-1.1861597e-17,0.082517657,-1.1770648e-17,0.082517657,-1.1684117e-17,0.082831816,-1.1599733e-17,0.082831816,-1.1515897e-17,0.082831816,-1.1434361e-17,0.108,-1.1488448e-17,0.082831816,-1.1278002e-17,0.108,-1.132905e-17,0.108,-1.1252628e-17,-,-,0.041853423,-1.081587e-17,0.0063964845,-1.0621616e-17,0.0044908294,-1.0561519e-17,0.082517657,-1.0797012e-17,0.082517657,-1.0737061e-17,0.082517657,-1.0679256e-17,0.082517657,-1.0623536e-17,0.099114634,-1.0629003e-17,-,-,-,-,0.038271659,-1.029184e-17,-,-,-,-,0.02021972,-1.0135132e-17,0.02022927,-1.0101734e-17,0.039322588,-1.01096e-17,0.039688776,-1.0077886e-17,0.039274925,-1.0046207e-17,0.01939133,-9.9808576e-18,0.019765648,-9.954986e-18,0.0195759,-9.9293434e-18,0.0195759,-9.9051772e-18,0.018776878,-9.8809072e-18,0.018518802,-9.8585569e-18,0.019305324,-9.8385572e-18,0.020061988,-9.8193265e-18,0.020216379,-9.8001325e-18,0.037109757,-9.8023781e-18,-,-
0.088517657,-1.2265965e-17,0.088517657,-1.2196132e-17,0.088517657,-1.2093414e-17,0.088517657,-1.1996213e-17,0.088517657,-1.1901037e-17,0.088517657,-1.1808735e-17,0.088517657,-1.1719087e-17,0.088831816,-1.1633763e-17,0.088831816,-1.1548984e-17,0.088831816,-1.1466565e-17,0.114,-1.1521119e-17,0.088831816,-1.1308517e-17,0.114,-1.1359834e-17,0.114,-1.1282528e-17,-,-,0.047853423,-1.0840464e-17,0.0063970045,-1.0621609e-17,0.0044910724,-1.0561511e-17,0.088517657,-1.0821513e-17,0.088517657,-1.0760729e-17,0.088517657,-1.0702049e-17,0.088517657,-1.0645506e-17,0.10511463,-1.0650737e-17,-,-,-,-,0.044271659,-1.0308162e-17,-,-,-,-,0.024163057,-1.0144025e-17,0.024172607,-1.011025e-17,0.045322588,-1.0122521e-17,0.045688776,-1.0090361e-17,0.045274925,-1.0057948e-17,0.023160381,-9.9875826e-18,0.023619862,-9.961546e-18,0.023386807,-9.9355284e-18,0.023386807,-9.9110961e-18,0.022418412,-9.8862332e-18,0.021923841,-9.8634778e-18,0.022867346,-9.8433965e-18,0.023961017,-9.8245318e-18,0.024160723,-9.8051437e-18,0.043109757,-9.8097393e-18,-,-
0.094517657,-1.2308426e-17,0.094517657,-1.2237712e-17,0.094517657,-1.2133825e-17,0.094517657,-1.203498e-17,0.094517657,-1.1938581e-17,0.094517657,-1.1845145e-17,0.094517657,-1.1754474e-17,0.094831816,-1.1668157e-17,0.094831816,-1.1582442e-17,0.094831816,-1.1499102e-17,0.12,-1.1554226e-17,0.094831816,-1.1339362e-17,0.12,-1.1391149e-17,0.12,-1.1312944e-17,-,-,0.053853423,-1.0865413e-17,0.0063971571,-1.0621618e-17,0.0044912166,-1.0561516e-17,0.094517657,-1.08463e-17,0.094517657,-1.0784649e-17,0.094517657,-1.0725143e-17,0.094517657,-1.0667749e-17,0.11111463,-1.0672864e-17,-,-,-,-,0.050271659,-1.0324722e-17,-,-,-,-,0.028842483,-1.0154653e-17,0.028852033,-1.0120413e-17,0.051322588,-1.013539e-17,0.051688776,-1.0102729e-17,0.051274925,-1.0069764e-17,0.027632988,-9.9955864e-18,0.028193528,-9.9693919e-18,0.027909084,-9.9428957e-18,0.027909084,-9.9181443e-18,0.026739699,-9.8925485e-18,0.025919086,-9.8690593e-18,0.027046785,-9.8490794e-18,0.028587866,-9.8306456e-18,0.028841345,-9.8112554e-18,0.049109757,-9.8169009e-18,-,-
0.10051766,-1.235173e-17,0.10051766,-1.228003e-17,0.10051766,-1.2175206e-17,0.10051766,-1.2074243e-17,0.10051766,-1.1976595e-17,0.10051766,-1.1881989e-17,0.10051766,-1.1790218e-17,0.10083182,-1.1702879e-17,0.10083182,-1.1616165e-17,0.10083182,-1.1531863e-17,0.126,-1.1587789e-17,0.10083182,-1.1370208e-17,0.126,-1.1422983e-17,0.126,-1.1343964e-17,-,-,0.059853423,-1.0890727e-17,0.0063971789,-1.0621617e-17,0.0044913877,-1.0561525e-17,0.10051766,-1.0871167e-17,0.10051766,-1.0808708e-17,0.10051766,-1.0748384e-17,0.10051766,-1.0690153e-17,0.11711463,-1.0695286e-17,-,-,-,-,0.056271659,-1.0342804e-17,-,-,-,-,0.034395403,-1.0167377e-17,0.034404953,-1.0132574e-17,0.057322588,-1.0148766e-17,0.057688776,-1.0115613e-17,0.057274925,-1.0082091e-17,0.032940482,-1.0005257e-17,0.033620946,-9.9788709e-18,0.03327552,-9.9518297e-18,0.03327552,-9.926619e-18,0.031867626,-9.9003648e-18,0.030606841,-9.8756577e-18,0.03195066,-9.856104e-18,0.034078393,-9.8379841e-18,0.034395683,-9.8182579e-18,0.055109757,-9.8246858e-18,-,-
0.10651766,-1.2396101e-17,0.10651766,-1.2322931e-17,0.10651766,-1.2216421e-17,0.10651766,-1.211397e-17,0.10651766,-1.201502e-17,0.10651766,-1.1919203e-17,0.10651766,-1.1826317e-17,0.10683182,-1.1737967e-17,0.10683182,-1.1650256e-17,0.10683182,-1.1565007e-17,0.132,-1.1621716e-17,0.10683182,-1.1401457e-17,0.132,-1.1455198e-17,0.132,-1.1375365e-17,-,-,0.065853423,-1.0916372e-17,0.0063972049,-1.062162e-17,0.0044914391,-1.056152e-17,0.10651766,-1.0896371e-17,0.10651766,-1.0833061e-17,0.10651766,-1.0771882e-17,0.10651766,-1.0712795e-17,0.12311463,-1.0718358e-17,-,-,-,-,0.062271659,-1.0360132e-17,-,-,-,-,0.040395403,-1.0181216e-17,0.040404953,-1.0145776e-17,0.063322588,-1.0164247e-17,0.063688776,-1.0128861e-17,0.063274925,-1.0094715e-17,0.038940482,-1.0016194e-17,0.039620946,-9.9893065e-18,0.03927552,-9.9617432e-18,0.03927552,-9.9361708e-18,0.037867626,-9.9094648e-18,0.03610714,-9.8836821e-18,0.03770454,-9.8639477e-18,0.040078393,-9.8459129e-18,0.040395683,-9.8258234e-18,0.061109757,-9.8326464e-18,-,-
0.11251766,-1.2441288e-17,0.11251766,-1.236654e-17,0.11251766,-1.2258261e-17,0.11251766,-1.2154214e-17,0.11251766,-1.2053869e-17,0.11251766,-1.1956861e-17,0.11251766,-1.1862834e-17,0.11283182,-1.1773472e-17,0.11283182,-1.1684784e-17,0.11283182,-1.1598574e-17,0.138,-1.152348e-17,0.11283182,-1.143318e-17,0.138,-1.1355035e-17,0.138,-1.1274107e-17,-,-,0.071853423,-1.0942324e-17,0.0063972127,-1.0621616e-17,0.0044914466,-1.0561508e-17,0.11251766,-1.0922014e-17,0.11251766,-1.0857844e-17,0.11251766,-1.079581e-17,0.11251766,-1.0735872e-17,0.12911463,-1.0741813e-17,-,-,-,-,0.068271659,-1.0377765e-17,-,-,-,-,0.046395403,-1.0195254e-17,0.046404953,-1.0159262e-17,0.069322588,-1.0178418e-17,0.069688776,-1.0143852e-17,0.069274925,-1.0109076e-17,0.044940482,-1.002733e-17,0.045620946,-1.0000084e-17,0.04527552,-9.9720624e-18,0.04527552,-9.9461803e-18,0.043867626,-9.9189965e-18,0.04210714,-9.8925399e-18,0.04370454,-9.8723478e-18,0.046078393,-9.854116e-18,0.046395683,-9.8334215e-18,0.067109757,-9.840741e-18,-,-
0.11851766,-1.2487052e-17,0.11851766,-1.2410899e-17,0.11851766,-1.2300797e-17,0.11851766,-1.2195116e-17,0.11851766,-1.2093317e-17,0.11851766,-1.199499e-17,0.11851766,-1.189982e-17,0.11883182,-1.1809372e-17,0.11883182,-1.1719668e-17,0.11883182,-1.1632502e-17,0.144,-1.1595215e-17,0.11883182,-1.146527e-17,0.144,-1.1423991e-17,0.144,-1.134226e-17,-,-,0.077853423,-1.0968751e-17,-,-,0.0044914555,-1.0561526e-17,0.11851766,-1.0947997e-17,0.11851766,-1.0882974e-17,0.11851766,-1.0820076e-17,0.11851766,-1.07593e-17,0.13511463,-1.0611998e-17,-,-,-,-,0.074271659,-1.0395659e-17,-,-,-,-,0.052395403,-1.0209403e-17,0.052404953,-1.017284e-17,0.075322588,-1.0192851e-17,0.075688776,-1.0157653e-17,0.075274925,-1.0122248e-17,0.050940482,-1.0038515e-17,0.051620946,-1.0011779e-17,0.05127552,-9.9832115e-18,0.05127552,-9.9557216e-18,0.049867626,-9.9284283e-18,0.04810714,-9.9014031e-18,0.04970454,-9.8806844e-18,0.052078393,-9.8620579e-18,0.052395683,-9.8411572e-18,0.073109757,-9.8489507e-18,-,-
0.12451766,-1.2533333e-17,0.12451766,-1.2456184e-17,0.12451766,-1.2344109e-17,0.12451766,-1.2236728e-17,0.12451766,-1.2133414e-17,0.12451766,-1.2033716e-17,0.12451766,-1.1937316e-17,0.12483182,-1.184579e-17,0.12483182,-1.1755057e-17,0.12483182,-1.1666907e-17,0.15,-1.1646182e-17,0.12483182,-1.1497869e-17,0.15,-1.1482768e-17,0.15,-1.1400291e-17,-,-,0.083853423,-1.0995541e-17,-,-,-,-,0.12451766,-1.0974608e-17,0.12451766,-1.0908722e-17,0.12451766,-1.0844965e-17,0.12451766,-1.0783327e-17,0.14111463,-1.0676445e-17,-,-,-,-,0.080271659,-1.0414055e-17,-,-,-,-,0.058395403,-1.0226106e-17,0.058404953,-1.0188656e-17,0.081322588,-1.0207629e-17,0.081688776,-1.0171794e-17,0.081274925,-1.0135727e-17,0.056940482,-1.0049989e-17,0.057620946,-1.0023147e-17,0.05727552,-9.9940494e-18,0.05727552,-9.9668926e-18,0.055867626,-9.9376374e-18,0.05410714,-9.9103263e-18,0.05570454,-9.8890573e-18,0.058078393,-9.8710446e-18,0.058395683,-9.849434e-18,0.079109757,-9.8573718e-18,-,-
0.13051766,-1.2580369e-17,0.13051766,-1.2502322e-17,0.13051766,-1.2389134e-17,0.13051766,-1.2279062e-17,0.13051766,-1.2174114e-17,0.13051766,-1.2073e-17,0.13051766,-1.1975284e-17,0.13083182,-1.1882624e-17,0.13083182,-1.1790821e-17,0.13083182,-1.1701693e-17,0.156,-1.1713841e-17,0.13083182,-1.1530816e-17,0.156,-1.1541361e-17,0.156,-1.1459349e-17,-,-,0.089853423,-1.102269e-17,-,-,-,-,0.13051766,-1.1001634e-17,0.13051766,-1.0934861e-17,0.13051766,-1.0870226e-17,0.13051766,-1.0807715e-17,0.14711463,-1.0731288e-17,-,-,-,-,0.086271659,-1.043269e-17,-,-,-,-,0.064395403,-1.0241403e-17,0.064404953,-1.0203284e-17,0.087322588,-1.02227e-17,0.087688776,-1.0186214e-17,0.087274925,-1.0149488e-17,0.062940482,-1.0062212e-17,0.063620946,-1.0034737e-17,0.06327552,-1.0005104e-17,0.06327552,-9.977438e-18,0.061867626,-9.9486564e-18,0.06010714,-9.9198327e-18,0.06170454,-9.8982317e-18,0.064078393,-9.8798243e-18,0.064395683,-9.8581975e-18,0.085109757,-9.8659787e-18,-,-
0.13651766,-1.2489574e-17,0.13651766,-1.2407575e-17,0.13651766,-1.2290379e-17,0.13651766,-1.2179128e-17,0.13651766,-1.2072581e-17,0.13651766,-1.1969925e-17,0.13651766,-1.1871501e-17,0.13683182,-1.1779787e-17,0.13683182,-1.1686819e-17,0.13683182,-1.1596398e-17,0.162,-1.1760482e-17,0.13683182,-1.1423592e-17,0.162,-1.1585183e-17,0.162,-1.1500479e-17,-,-,0.095853423,-1.1050111e-17,-,-,-,-,0.13651766,-1.0885325e-17,0.13651766,-1.081774e-17,0.13651766,-1.0752364e-17,0.13651766,-1.0689155e-17,0.15311463,-1.0778211e-17,-,-,-,-,0.092271659,-1.045164e-17,-,-,-,-,0.070395403,-1.0256936e-17,0.070404953,-1.0218143e-17,0.093322588,-1.0238027e-17,0.093688776,-1.0200849e-17,0.093274925,-1.0163443e-17,0.068940482,-1.0076049e-17,0.069620946,-1.0046529e-17,0.06927552,-1.0016346e-17,0.06927552,-9.9881765e-18,0.067867626,-9.9588715e-18,0.06610714,-9.9304155e-18,0.06770454,-9.9085894e-18,0.070078393,-9.8887789e-18,0.070395683,-9.8667185e-18,0.091109757,-9.8747482e-18,-,-
